"lever","time","scheduled_since","session","bird","cost_local","cost_alter","streak_length","cum_resp_left","cum_resp_right","cum_reinf_left","cum_reinf_right","local_VI","alter_VI"
"left",386.89,386,"s45","p510",29,32,1,228,350,5,13,90,30
"right",397.93,397.1,"s45","p510",7,7,1,235,357,5,14,30,90
"left",401.92,399.39,"s45","p510",1,0,1,236,357,6,14,90,30
"left",406.89,406.42,"s45","p510",3,2,2,239,359,7,14,90,30
"left",421.29,420.39,"s45","p510",12,10,3,251,369,8,14,90,30
"left",427.61,426.79,"s45","p510",5,4,4,256,373,9,14,90,30
"right",475.2,474.43,"s45","p510",47,35,1,291,420,9,15,30,90
"right",490.24,489.7,"s45","p510",13,13,2,304,433,9,16,30,90
"right",540.77,540.74,"s45","p510",38,46,3,350,471,9,17,30,90
"right",549.35,549.27,"s45","p510",6,8,4,358,477,9,18,30,90
"right",628.05,627.85,"s45","p510",76,56,5,414,553,9,19,30,90
"left",651.12,647.11,"s45","p510",14,21,1,428,574,10,19,90,30
"left",689.63,689.62,"s45","p510",28,39,2,456,613,11,19,90,30
"right",716.11,715.55,"s45","p510",24,20,1,476,637,11,20,30,90
"right",737.63,737.61,"s45","p510",21,12,2,488,658,11,21,30,90
"right",768.89,768.13,"s45","p510",30,18,3,506,688,11,22,30,90
"left",792.56,789.13,"s45","p510",13,19,1,519,707,12,22,90,30
"right",796.32,794.39,"s45","p510",1,1,1,520,708,12,23,30,90
"right",852.11,850.82,"s45","p510",51,42,2,562,759,12,24,30,90
"right",921.63,920.61,"s45","p510",65,47,3,609,824,12,25,30,90
"right",947.88,947.13,"s45","p510",25,11,4,620,849,12,26,30,90
"left",985.34,985.06,"s45","p510",21,35,1,641,884,13,26,90,30
"right",1023.81,1023.38,"s45","p510",40,23,1,664,924,13,27,30,90
"right",1030.69,1029.31,"s45","p510",5,3,2,667,929,13,28,30,90
"right",1046.38,1046.19,"s45","p510",13,9,3,676,942,13,29,30,90
"left",1065.41,1062.84,"s45","p510",12,17,1,688,959,14,29,90,30
"left",1085.55,1082.91,"s45","p510",17,16,2,705,975,15,29,90,30
"right",1101.27,1100.88,"s45","p510",12,12,1,717,987,15,30,30,90
"right",1112.99,1111.77,"s45","p510",11,9,2,726,998,15,31,30,90
"right",1121.56,1121.49,"s45","p510",5,5,3,731,1003,15,32,30,90
"right",1131.27,1130.06,"s45","p510",6,8,4,739,1009,15,33,30,90
"left",1134.97,1133.05,"s45","p510",1,0,1,740,1009,16,33,90,30
"right",1158.86,1158.77,"s45","p510",21,21,1,761,1030,16,34,30,90
"left",1180.34,1178.47,"s45","p510",15,20,1,776,1050,17,34,90,30
"right",1215.15,1214.36,"s45","p510",33,27,1,803,1083,17,35,30,90
"right",1220.93,1220.65,"s45","p510",5,2,2,805,1088,17,36,30,90
"right",1236.05,1235.43,"s45","p510",19,10,3,815,1107,17,37,30,90
"right",1243.78,1243.55,"s45","p510",4,6,4,821,1111,17,38,30,90
"right",1255.25,1254.28,"s45","p510",11,9,5,830,1122,17,39,30,90
"right",1261.15,1260.75,"s45","p510",3,4,6,834,1125,17,40,30,90
"right",1272.93,1272.65,"s45","p510",10,7,7,841,1135,17,41,30,90
"right",1312.87,1312.43,"s45","p510",38,22,8,863,1173,17,42,30,90
"right",1327.69,1327.37,"s45","p510",16,8,9,871,1189,17,43,30,90
"left",1331.35,1327.84,"s45","p510",1,1,1,872,1190,18,43,90,30
"right",1360.75,1360.19,"s45","p510",30,19,1,891,1220,18,44,30,90
"right",1397.59,1396.25,"s45","p510",38,21,2,912,1258,18,45,30,90
"right",1440.38,1439.09,"s45","p510",34,20,3,932,1292,18,46,30,90
"right",1445.91,1444.88,"s45","p510",3,2,4,934,1295,18,47,30,90
"right",1464.99,1464.41,"s45","p510",18,12,5,946,1313,18,48,30,90
"left",1475.93,1475.85,"s45","p510",10,11,1,956,1324,19,48,90,30
"right",1482.66,1481.49,"s45","p510",4,4,1,960,1328,19,49,30,90
"left",1486.24,1484.43,"s45","p510",1,0,1,961,1328,20,49,90,30
"right",1497.38,1497.16,"s45","p510",12,6,1,967,1340,20,50,30,90
"right",1536.34,1535.88,"s45","p510",33,23,2,990,1373,20,51,30,90
"right",1554.66,1553.84,"s45","p510",17,9,3,999,1390,20,52,30,90
"right",1571.91,1571.16,"s45","p510",18,8,4,1007,1408,20,53,30,90
"right",1582.94,1582.41,"s45","p510",8,5,5,1012,1416,20,54,30,90
"left",1608.01,1605.74,"s45","p510",7,19,1,1019,1435,21,54,90,30
"right",1612.19,1609.44,"s45","p510",1,3,1,1022,1436,21,55,30,90
"right",1673.35,1672.69,"s45","p510",51,38,2,1060,1487,21,56,30,90
"left",1702.57,1701.51,"s45","p510",14,24,1,1074,1511,22,56,90,30
"right",1766.47,1764.85,"s45","p510",52,43,1,1117,1563,22,57,30,90
"right",1836.36,1835.97,"s45","p510",61,41,2,1158,1624,22,58,30,90
"right",1848.29,1846.86,"s45","p510",8,8,3,1166,1632,22,59,30,90
"right",1904.48,1903.79,"s45","p510",47,26,4,1192,1679,22,60,30,90
"left",1972.55,1971.07,"s45","p510",31,51,1,1223,1730,23,60,90,30
"right",1976.78,1973.98,"s45","p510",1,3,1,1226,1731,23,61,30,90
"right",2005.3,2005.28,"s45","p510",24,26,2,1252,1755,23,62,30,90
"right",2076.75,2075.8,"s45","p510",58,50,3,1302,1813,23,63,30,90
"right",2081.12,2080.25,"s45","p510",1,2,4,1304,1814,23,64,30,90
"right",2098.99,2098.62,"s45","p510",17,17,5,1321,1831,23,65,30,90
"right",2141.23,2138.49,"s45","p510",30,27,6,1348,1861,23,66,30,90
"right",2180.33,2179.73,"s45","p510",28,24,7,1372,1889,23,67,30,90
"left",2212.09,2211.05,"s45","p510",26,23,1,1398,1912,24,67,90,30
"right",2226.71,2225.83,"s45","p510",10,15,1,1413,1922,24,68,30,90
"right",2239.32,2239.21,"s45","p510",11,8,2,1421,1933,24,69,30,90
"right",2243.52,2242.82,"s45","p510",1,1,3,1422,1934,24,70,30,90
"right",2261.14,2260.02,"s45","p510",17,14,4,1436,1951,24,71,30,90
"right",2265.09,2264.64,"s45","p510",1,0,5,1436,1952,24,72,30,90
"right",2279.8,2279.59,"s45","p510",13,11,6,1447,1965,24,73,30,90
"right",2332.29,2331.3,"s45","p510",42,36,7,1483,2007,24,74,30,90
"right",2353,2352.79,"s45","p510",19,11,8,1494,2026,24,75,30,90
"left",2382.55,2377.59,"s45","p510",17,24,1,1511,2050,25,75,90,30
"right",2451.34,2450.5,"s45","p510",52,46,1,1557,2102,25,76,30,90
"right",2462.3,2461.84,"s45","p510",6,9,2,1566,2108,25,77,30,90
"right",2488.66,2487.8,"s45","p510",22,16,3,1582,2130,25,78,30,90
"right",2512.24,2512.16,"s45","p510",19,14,4,1596,2149,25,79,30,90
"right",2622.7,2621.74,"s45","p510",85,77,5,1673,2234,25,80,30,90
"left",2637.7,2637.05,"s45","p510",7,12,1,1680,2246,26,80,90,30
"left",2648.66,2648.2,"s45","p510",12,7,2,1692,2253,27,80,90,30
"right",2655.3,2655.2,"s45","p510",5,5,1,1697,2258,27,81,30,90
"left",2676.99,2676.16,"s45","p510",17,17,1,1714,2275,28,81,90,30
"left",2708.64,2707.49,"s45","p510",18,24,2,1732,2299,29,81,90,30
"right",2721.46,2720.8,"s45","p510",8,6,1,1738,2307,29,82,30,90
"left",2751.47,2751.14,"s45","p510",17,24,1,1755,2331,30,82,90,30
"right",2794.67,2793.96,"s45","p510",29,33,1,1788,2360,30,83,30,90
"left",2818.98,2817.97,"s45","p510",21,15,1,1809,2375,31,83,90,30
"right",2830.93,2829.17,"s45","p510",7,12,1,1821,2382,31,84,30,90
"right",2874.82,2874.43,"s45","p510",34,37,2,1858,2416,31,85,30,90
"left",2888.76,2887.48,"s45","p510",10,12,1,1868,2428,32,85,90,30
"right",2901.91,2901.32,"s45","p510",10,10,1,1878,2438,32,86,30,90
"right",2949.33,2948.41,"s45","p510",37,33,2,1911,2475,32,87,30,90
"right",2988.9,2987.83,"s45","p510",30,29,3,1940,2505,32,88,30,90
"right",3017.41,3017.4,"s45","p510",24,21,4,1961,2529,32,89,30,90
"left",3023.81,3023.26,"s45","p510",4,3,1,1965,2532,33,89,90,30
"left",3086.16,3083.31,"s45","p510",43,51,2,2008,2583,34,89,90,30
"right",3114.15,3113.91,"s45","p510",15,29,1,2037,2598,34,90,30,90
"left",3118.91,3114.66,"s45","p510",1,3,1,2038,2601,35,90,90,30
"right",3124.37,3123.65,"s45","p510",3,2,1,2040,2604,35,91,30,90
"right",3148.66,3147.87,"s45","p510",21,16,2,2056,2625,35,92,30,90
"right",3203.49,3202.16,"s45","p510",44,39,3,2095,2669,35,93,30,90
"left",3212.89,3211.41,"s45","p510",7,6,1,2102,2675,36,93,90,30
"left",3232.69,3231.39,"s45","p510",17,15,2,2119,2690,37,93,90,30
"right",3245.92,3244.99,"s45","p510",8,9,1,2128,2698,37,94,30,90
"right",3280.66,3279.42,"s45","p510",23,24,2,2152,2721,37,95,30,90
"right",3339.7,3338.16,"s45","p510",43,50,3,2202,2764,37,96,30,90
"left",3360.28,3360.19,"s45","p510",23,14,1,2225,2778,38,96,90,30
"right",3364.22,3364.2,"s45","p510",2,0,1,2225,2780,38,97,30,90
"right",3368.51,3367.72,"s45","p510",1,2,2,2227,2781,38,98,30,90
"right",3421.28,3421.01,"s45","p510",39,40,3,2267,2820,38,99,30,90
"left",3491.28,3489.78,"s45","p510",55,50,1,2322,2870,39,99,90,30
"right",3532.01,3531.78,"s45","p510",26,29,1,2351,2896,39,100,30,90
"right",3560.1,3558.51,"s45","p510",14,27,2,2378,2910,39,101,30,90
"left",3584.2,3583.78,"s45","p510",22,15,1,2400,2925,40,101,90,30
"right",3592.98,3591.6,"s45","p510",6,7,1,2407,2931,40,102,30,90
"right",2.28,1.99,"s46","p510",3,0,1,1,5,0,1,30,90
"right",10.35,9.78,"s46","p510",3,4,2,5,8,0,2,30,90
"left",14.96,13.99,"s46","p510",1,2,1,6,10,1,2,90,30
"right",29.02,28.85,"s46","p510",14,9,1,15,24,1,3,30,90
"left",64.03,63.46,"s46","p510",21,33,1,36,57,2,3,90,30
"right",68.4,63.52,"s46","p510",1,4,1,40,58,2,4,30,90
"left",80.85,80.53,"s46","p510",9,15,1,49,73,3,4,90,30
"right",100.41,94.9,"s46","p510",14,12,1,61,87,3,5,30,90
"right",124.41,121.91,"s46","p510",20,17,2,78,107,3,6,30,90
"right",151.04,150.91,"s46","p510",28,11,3,89,135,3,7,30,90
"right",206.52,205.54,"s46","p510",56,23,4,112,191,3,8,30,90
"left",222.13,221.35,"s46","p510",9,12,1,121,203,4,8,90,30
"right",274.3,274.02,"s46","p510",44,32,1,153,247,4,9,30,90
"right",288.08,286.8,"s46","p510",12,10,2,163,259,4,10,30,90
"right",293.74,292.58,"s46","p510",2,4,3,167,261,4,11,30,90
"right",322.69,322.24,"s46","p510",24,18,4,185,285,4,12,30,90
"right",342.32,342.19,"s46","p510",17,18,5,203,302,4,13,30,90
"right",368.24,367.82,"s46","p510",19,17,6,220,321,4,14,30,90
"right",380.99,379.74,"s46","p510",8,9,7,229,329,4,15,30,90
"right",386.7,385.49,"s46","p510",3,4,8,233,332,4,16,30,90
"right",425.36,424.2,"s46","p510",38,19,9,252,370,4,17,30,90
"right",432.48,431.86,"s46","p510",5,2,10,254,375,4,18,30,90
"right",449.59,448.98,"s46","p510",17,10,11,264,392,4,19,30,90
"right",460.75,460.09,"s46","p510",9,5,12,269,401,4,20,30,90
"right",485.6,484.25,"s46","p510",18,15,13,284,419,4,21,30,90
"left",540.79,540.63,"s46","p510",25,48,1,309,467,5,21,90,30
"right",545.07,542.1,"s46","p510",1,4,1,313,468,5,22,30,90
"right",558.93,557.57,"s46","p510",11,11,2,324,479,5,23,30,90
"right",569.85,569.43,"s46","p510",8,9,3,333,487,5,24,30,90
"right",588.79,588.35,"s46","p510",13,14,4,347,500,5,25,30,90
"right",603.64,602.29,"s46","p510",13,13,5,360,513,5,26,30,90
"right",697.42,696.14,"s46","p510",70,69,6,429,583,5,27,30,90
"left",702.43,702.29,"s46","p510",1,2,1,430,585,6,27,90,30
"right",722.21,721.92,"s46","p510",18,13,1,443,603,6,28,30,90
"right",749.33,748.71,"s46","p510",24,13,2,456,627,6,29,30,90
"right",774.86,774.83,"s46","p510",20,16,3,472,647,6,30,30,90
"right",805.97,804.36,"s46","p510",25,17,4,489,672,6,31,30,90
"left",830.72,829.93,"s46","p510",16,21,1,505,693,7,31,90,30
"left",834.27,834.22,"s46","p510",2,0,2,507,693,8,31,90,30
"right",838.51,831.47,"s46","p510",1,3,1,510,694,8,32,30,90
"right",844.26,844.01,"s46","p510",3,4,2,514,697,8,33,30,90
"left",847.94,844.77,"s46","p510",1,0,1,515,697,9,33,90,30
"right",853.67,852.76,"s46","p510",3,7,1,522,700,9,34,30,90
"left",866.62,865.44,"s46","p510",12,10,1,534,710,10,34,90,30
"right",870.87,867.17,"s46","p510",1,5,1,539,711,10,35,30,90
"right",879.2,878.37,"s46","p510",6,7,2,546,717,10,36,30,90
"right",900.65,899.7,"s46","p510",19,15,3,561,736,10,37,30,90
"right",923.12,922.15,"s46","p510",24,15,4,576,760,10,38,30,90
"right",964.92,963.62,"s46","p510",31,30,5,606,791,10,39,30,90
"right",980.28,979.42,"s46","p510",14,10,6,616,805,10,40,30,90
"left",990.3,988.12,"s46","p510",7,9,1,623,814,11,40,90,30
"left",1008.94,1008.8,"s46","p510",13,14,2,636,828,12,40,90,30
"left",1018.83,1017.44,"s46","p510",8,8,3,644,836,13,40,90,30
"left",1023.72,1022.33,"s46","p510",5,2,4,649,838,14,40,90,30
"right",1100.51,1098.78,"s46","p510",55,80,1,729,893,14,41,30,90
"right",1111.82,1111.01,"s46","p510",7,7,2,736,900,14,42,30,90
"right",1145.84,1144.32,"s46","p510",27,21,3,757,927,14,43,30,90
"right",1169.22,1168.34,"s46","p510",18,18,4,775,945,14,44,30,90
"left",1219.37,1219.22,"s46","p510",38,35,1,813,980,15,44,90,30
"right",1230.14,1229.72,"s46","p510",6,8,1,821,986,15,45,30,90
"right",1274.94,1274.64,"s46","p510",31,40,2,861,1017,15,46,30,90
"right",1279.32,1278.44,"s46","p510",1,1,3,862,1018,15,47,30,90
"right",1290.07,1288.82,"s46","p510",9,10,4,872,1027,15,48,30,90
"right",1321.62,1320.57,"s46","p510",26,20,5,892,1053,15,49,30,90
"left",1339.85,1338.87,"s46","p510",16,13,1,908,1066,16,49,90,30
"right",1367.73,1367.12,"s46","p510",15,30,1,938,1081,16,50,30,90
"right",1389.34,1389.23,"s46","p510",15,20,2,958,1096,16,51,30,90
"left",1438.66,1438.35,"s46","p510",43,35,1,1001,1131,17,51,90,30
"left",1446.79,1445.16,"s46","p510",8,3,2,1009,1134,18,51,90,30
"right",1451.25,1449.84,"s46","p510",1,2,1,1011,1135,18,52,30,90
"right",1457.95,1457.75,"s46","p510",6,4,2,1015,1141,18,53,30,90
"right",1469.81,1469.45,"s46","p510",9,9,3,1024,1150,18,54,30,90
"right",1489.51,1488.31,"s46","p510",17,20,4,1044,1167,18,55,30,90
"right",1511.86,1511.01,"s46","p510",18,20,5,1064,1185,18,56,30,90
"right",1534.32,1533.36,"s46","p510",15,19,6,1083,1200,18,57,30,90
"left",1548.48,1547.29,"s46","p510",11,10,1,1094,1210,19,57,90,30
"right",1561.01,1559.82,"s46","p510",8,15,1,1109,1218,19,58,30,90
"right",1565.42,1564.51,"s46","p510",1,2,2,1111,1219,19,59,30,90
"right",1585.46,1583.92,"s46","p510",16,21,3,1132,1235,19,60,30,90
"right",1662.59,1659.96,"s46","p510",53,65,4,1197,1288,19,61,30,90
"right",1679.04,1678.09,"s46","p510",10,15,5,1212,1298,19,62,30,90
"right",1700.8,1699.54,"s46","p510",16,17,6,1229,1314,19,63,30,90
"right",1712.49,1712.3,"s46","p510",10,9,7,1238,1324,19,64,30,90
"right",1752.13,1750.99,"s46","p510",29,38,8,1276,1353,19,65,30,90
"right",1760.27,1759.63,"s46","p510",5,6,9,1282,1358,19,66,30,90
"right",1871.54,1870.77,"s46","p510",83,92,10,1374,1441,19,67,30,90
"left",1874.99,1873.98,"s46","p510",1,0,1,1375,1441,20,67,90,30
"right",1887.58,1887.04,"s46","p510",9,13,1,1388,1450,20,68,30,90
"left",1894.12,1893.49,"s46","p510",3,4,1,1391,1454,21,68,90,30
"right",1909.58,1908.08,"s46","p510",10,18,1,1409,1464,21,69,30,90
"right",1915.33,1914.08,"s46","p510",3,3,2,1412,1467,21,70,30,90
"right",1924.42,1923.83,"s46","p510",6,9,3,1421,1473,21,71,30,90
"right",1985.39,1984.92,"s46","p510",45,48,4,1469,1518,21,72,30,90
"left",1988.89,1987.62,"s46","p510",1,0,1,1470,1518,22,72,90,30
"right",2014.36,2013.89,"s46","p510",23,23,1,1493,1541,22,73,30,90
"right",2034.87,2032.86,"s46","p510",18,19,2,1512,1559,22,74,30,90
"right",2040.27,2039.37,"s46","p510",2,3,3,1515,1561,22,75,30,90
"right",2046.95,2046.77,"s46","p510",6,3,4,1518,1567,22,76,30,90
"left",2062.85,2062.39,"s46","p510",16,18,1,1534,1585,23,76,90,30
"left",2104.84,2104.35,"s46","p510",39,36,2,1573,1621,24,76,90,30
"right",2140.36,2139.45,"s46","p510",32,27,1,1600,1653,24,77,30,90
"left",2151.36,2151.34,"s46","p510",11,10,1,1611,1663,25,77,90,30
"right",2155.48,2153.86,"s46","p510",1,3,1,1614,1664,25,78,30,90
"left",2183.88,2182.86,"s46","p510",28,23,1,1642,1687,26,78,90,30
"right",2325.05,2323.98,"s46","p510",111,124,1,1766,1798,26,79,30,90
"right",2348.18,2347.55,"s46","p510",20,14,2,1780,1818,26,80,30,90
"right",2390.88,2390.68,"s46","p510",33,36,3,1816,1851,26,81,30,90
"right",2397.49,2397.38,"s46","p510",4,4,4,1820,1855,26,82,30,90
"left",2404.61,2404.38,"s46","p510",5,4,1,1825,1859,27,82,90,30
"right",2409.94,2408.99,"s46","p510",2,4,1,1829,1861,27,83,30,90
"right",2440.01,2439.44,"s46","p510",28,30,2,1859,1889,27,84,30,90
"right",2460.23,2459.51,"s46","p510",21,17,3,1876,1910,27,85,30,90
"right",2510.38,2509.73,"s46","p510",41,46,4,1922,1951,27,86,30,90
"left",2524.69,2524.11,"s46","p510",13,9,1,1935,1960,28,86,90,30
"right",2556.04,2555.88,"s46","p510",29,29,1,1964,1989,28,87,30,90
"right",2566.63,2566.54,"s46","p510",10,10,2,1974,1999,28,88,30,90
"right",2580.81,2580.13,"s46","p510",10,11,3,1985,2009,28,89,30,90
"right",2587.09,2586.31,"s46","p510",5,5,4,1990,2014,28,90,30,90
"right",2616.33,2615.59,"s46","p510",29,33,5,2023,2043,28,91,30,90
"right",2636.37,2635.83,"s46","p510",19,21,6,2044,2062,28,92,30,90
"right",2644.12,2643.87,"s46","p510",6,7,7,2051,2068,28,93,30,90
"left",2654.87,2654.19,"s46","p510",9,11,1,2060,2079,29,93,90,30
"right",2658.93,2654.62,"s46","p510",1,3,1,2063,2080,29,94,30,90
"right",2690.44,2690.43,"s46","p510",34,28,2,2091,2114,29,95,30,90
"right",2697.17,2695.94,"s46","p510",3,6,3,2097,2117,29,96,30,90
"right",2701.06,2700.67,"s46","p510",2,0,4,2097,2119,29,97,30,90
"left",2713.03,2712.37,"s46","p510",13,11,1,2110,2130,30,97,90,30
"right",2723.25,2722.56,"s46","p510",7,9,1,2119,2137,30,98,30,90
"right",2728.48,2727.75,"s46","p510",2,3,2,2122,2139,30,99,30,90
"right",2755.03,2754.98,"s46","p510",27,24,3,2146,2166,30,100,30,90
"right",2797.97,2797.53,"s46","p510",39,33,4,2179,2205,30,101,30,90
"right",2848.98,2846.47,"s46","p510",48,36,5,2215,2253,30,102,30,90
"right",2862.23,2861.48,"s46","p510",11,9,6,2224,2264,30,103,30,90
"right",2883.16,2882.73,"s46","p510",20,13,7,2237,2284,30,104,30,90
"right",2914.26,2913.66,"s46","p510",31,25,8,2262,2315,30,105,30,90
"right",2961.2,2960.76,"s46","p510",36,35,9,2297,2351,30,106,30,90
"left",2970.11,2969.53,"s46","p510",9,8,1,2306,2359,31,106,90,30
"left",3014.08,3012.61,"s46","p510",40,40,2,2346,2399,32,106,90,30
"right",3022.09,3021.7,"s46","p510",5,9,1,2355,2404,32,107,30,90
"right",3032.87,3031.59,"s46","p510",8,10,2,2365,2412,32,108,30,90
"right",3066.76,3066.37,"s46","p510",25,24,3,2389,2437,32,109,30,90
"right",3083.17,3082.26,"s46","p510",16,15,4,2404,2453,32,110,30,90
"right",3108.73,3107.67,"s46","p510",25,20,5,2424,2478,32,111,30,90
"right",3117.52,3117.23,"s46","p510",7,8,6,2432,2485,32,112,30,90
"left",3150.85,3149.58,"s46","p510",29,23,1,2461,2508,33,112,90,30
"right",3220.34,3220.02,"s46","p510",58,52,1,2513,2566,33,113,30,90
"right",3238.62,3237.84,"s46","p510",13,13,2,2526,2579,33,114,30,90
"right",3305.29,3304.12,"s46","p510",53,56,3,2582,2632,33,115,30,90
"left",3376.54,3375.35,"s46","p510",56,51,1,2638,2683,34,115,90,30
"left",3382.81,3382.04,"s46","p510",5,3,2,2643,2686,35,115,90,30
"right",3422.53,3421.79,"s46","p510",30,51,1,2694,2716,35,116,30,90
"right",3429.48,3429.03,"s46","p510",5,6,2,2700,2721,35,117,30,90
"right",3433.82,3432.98,"s46","p510",2,2,3,2702,2723,35,118,30,90
"right",3460.45,3459.32,"s46","p510",27,31,4,2733,2750,35,119,30,90
"right",3467.15,3466.95,"s46","p510",6,6,5,2739,2756,35,120,30,90
"right",3475.27,3474.65,"s46","p510",7,8,6,2747,2763,35,121,30,90
"right",3485.93,3484.77,"s46","p510",10,12,7,2759,2773,35,122,30,90
"left",3493.74,3493.31,"s46","p510",7,7,1,2766,2780,36,122,90,30
"left",3571.88,3570.24,"s46","p510",66,86,2,2832,2866,37,122,90,30
"right",142.57,141.99,"s47","p510",132,81,1,83,138,0,1,30,90
"right",155.98,155.07,"s47","p510",12,9,2,92,150,0,2,30,90
"right",169.76,169.48,"s47","p510",10,11,3,103,160,0,3,30,90
"right",196.28,196.26,"s47","p510",30,20,4,123,190,0,4,30,90
"right",247.82,247.78,"s47","p510",58,35,5,158,248,0,5,30,90
"right",280.49,280.32,"s47","p510",31,24,6,182,279,0,6,30,90
"right",288.58,287.99,"s47","p510",7,5,7,187,286,0,7,30,90
"right",326.37,323.08,"s47","p510",32,28,8,215,318,0,8,30,90
"right",342.43,341.87,"s47","p510",18,13,9,228,336,0,9,30,90
"left",362.25,361.99,"s47","p510",12,20,1,240,356,1,9,90,30
"right",366.53,361.93,"s47","p510",1,2,1,242,357,1,10,30,90
"left",371.54,370.75,"s47","p510",3,3,1,245,360,2,10,90,30
"right",460.03,459.03,"s47","p510",71,67,1,312,431,2,11,30,90
"right",480.78,480.53,"s47","p510",20,15,2,327,451,2,12,30,90
"left",518.95,518.04,"s47","p510",29,33,1,356,484,3,12,90,30
"right",549.48,549.28,"s47","p510",28,24,1,380,512,3,13,30,90
"right",556.59,555.98,"s47","p510",6,6,2,386,518,3,14,30,90
"right",566.46,566.09,"s47","p510",10,7,3,393,528,3,15,30,90
"right",617.98,617.96,"s47","p510",47,32,4,425,575,3,16,30,90
"right",638.52,638.48,"s47","p510",19,11,5,436,594,3,17,30,90
"right",652.47,652.02,"s47","p510",13,12,6,448,607,3,18,30,90
"right",661.09,659.97,"s47","p510",6,7,7,455,613,3,19,30,90
"right",668.07,667.59,"s47","p510",5,4,8,459,618,3,20,30,90
"right",676.21,675.57,"s47","p510",6,6,9,465,624,3,21,30,90
"right",681.78,680.71,"s47","p510",4,1,10,466,628,3,22,30,90
"right",725.33,724.28,"s47","p510",51,22,11,488,679,3,23,30,90
"right",766.96,764.83,"s47","p510",38,27,12,515,717,3,24,30,90
"right",822.79,822.46,"s47","p510",48,31,13,546,765,3,25,30,90
"left",827.42,822.45,"s47","p510",1,2,1,547,767,4,25,90,30
"right",837.05,836.29,"s47","p510",8,6,1,553,775,4,26,30,90
"right",878.09,877.55,"s47","p510",37,26,2,579,812,4,27,30,90
"right",888.75,888.59,"s47","p510",8,5,3,584,820,4,28,30,90
"left",917.15,914.92,"s47","p510",15,30,1,599,850,5,28,90,30
"right",921.27,920.25,"s47","p510",1,3,1,602,851,5,29,30,90
"right",983.73,982.77,"s47","p510",55,39,2,641,906,5,30,30,90
"right",987.49,987.23,"s47","p510",1,0,3,641,907,5,31,30,90
"right",1037.1,1036.99,"s47","p510",47,30,4,671,954,5,32,30,90
"left",1190.35,1189.65,"s47","p510",90,111,1,761,1065,6,32,90,30
"right",1209.22,1208.6,"s47","p510",19,13,1,774,1084,6,33,30,90
"right",1239.57,1238.72,"s47","p510",28,20,2,794,1112,6,34,30,90
"right",1250.64,1250.07,"s47","p510",9,8,3,802,1121,6,35,30,90
"left",1269.67,1268.85,"s47","p510",15,16,1,817,1137,7,35,90,30
"left",1274.84,1274.17,"s47","p510",4,2,2,821,1139,8,35,90,30
"right",1279.09,1278.14,"s47","p510",1,3,1,824,1140,8,36,30,90
"right",1287.77,1287.59,"s47","p510",8,6,2,830,1148,8,37,30,90
"left",1294.45,1293.34,"s47","p510",5,4,1,835,1152,9,37,90,30
"left",1308.26,1306.95,"s47","p510",14,11,2,849,1163,10,37,90,30
"right",1522.25,1521.27,"s47","p510",172,150,1,999,1335,10,38,30,90
"right",1535.31,1534.75,"s47","p510",13,8,2,1007,1348,10,39,30,90
"left",1578.52,1574.76,"s47","p510",25,41,1,1032,1389,11,39,90,30
"left",1592.65,1592.02,"s47","p510",14,10,2,1046,1399,12,39,90,30
"right",1733.27,1731.81,"s47","p510",121,119,1,1165,1520,12,40,30,90
"right",1771.22,1770.77,"s47","p510",30,32,2,1197,1550,12,41,30,90
"left",1814.5,1814.15,"s47","p510",31,34,1,1228,1584,13,41,90,30
"right",1833.05,1832.72,"s47","p510",14,16,1,1244,1598,13,42,30,90
"left",1836.63,1830,"s47","p510",1,0,1,1245,1598,14,42,90,30
"right",1909.17,1908.55,"s47","p510",60,57,1,1302,1658,14,43,30,90
"right",1961.5,1960.67,"s47","p510",44,41,2,1343,1702,14,44,30,90
"right",1986.27,1986,"s47","p510",25,15,3,1358,1727,14,45,30,90
"right",1998.06,1996.77,"s47","p510",12,9,4,1367,1739,14,46,30,90
"right",2003.82,2002.56,"s47","p510",3,4,5,1371,1742,14,47,30,90
"right",2009.54,2009.32,"s47","p510",5,4,6,1375,1747,14,48,30,90
"right",2031.28,2031.04,"s47","p510",26,15,7,1390,1773,14,49,30,90
"left",2040.53,2040.13,"s47","p510",8,8,1,1398,1781,15,49,90,30
"right",2044.81,2039.78,"s47","p510",1,4,1,1402,1782,15,50,30,90
"right",2063.82,2063.31,"s47","p510",23,17,2,1419,1805,15,51,30,90
"right",2076.57,2075.32,"s47","p510",14,8,3,1427,1819,15,52,30,90
"left",2087.96,2087.03,"s47","p510",8,11,1,1435,1830,16,52,90,30
"right",2108.91,2108.07,"s47","p510",19,24,1,1459,1849,16,53,30,90
"right",2136.06,2135.41,"s47","p510",30,26,2,1485,1879,16,54,30,90
"right",2160.86,2159.56,"s47","p510",24,21,3,1506,1903,16,55,30,90
"left",2173.85,2170.46,"s47","p510",7,15,1,1513,1918,17,55,90,30
"left",2184.99,2184.35,"s47","p510",14,10,2,1527,1928,18,55,90,30
"left",2233.81,2233.49,"s47","p510",40,56,3,1567,1984,19,55,90,30
"right",2273.99,2272.36,"s47","p510",43,27,1,1594,2027,19,56,30,90
"right",2327.51,2327.49,"s47","p510",56,40,2,1634,2083,19,57,30,90
"right",2346.08,2345.01,"s47","p510",17,13,3,1647,2100,19,58,30,90
