"lever","time","scheduled_since","session","bird","cost_local","cost_alter","streak_length","cum_resp_left","cum_resp_right","cum_reinf_left","cum_reinf_right","local_VI","alter_VI"
"right",14.88,13.99,"s01","p004",14,0,1,0,14,0,1,90,30
"left",61.05,41.99,"s01","p004",1,76,1,1,90,1,1,30,90
"left",88.41,87.05,"s01","p004",3,7,2,4,97,2,1,30,90
"left",119.99,115.41,"s01","p004",1,2,3,5,99,3,1,30,90
"right",203.88,140.88,"s01","p004",1,144,1,149,100,3,2,90,30
"left",293.98,219.99,"s01","p004",3,67,1,152,167,4,2,30,90
"left",317.12,316.98,"s01","p004",39,2,2,191,169,5,2,30,90
"left",347.6,326.12,"s01","p004",2,60,3,193,229,6,2,30,90
"left",375.74,372.6,"s01","p004",33,10,4,226,239,7,2,30,90
"left",472.52,439.74,"s01","p004",13,3,5,239,242,8,2,30,90
"left",535.45,533.52,"s01","p004",24,3,6,263,245,9,2,30,90
"left",556.76,555.45,"s01","p004",11,0,7,274,245,10,2,30,90
"left",671.81,609.76,"s01","p004",14,5,8,288,250,11,2,30,90
"left",721.11,714.81,"s01","p004",16,0,9,304,250,12,2,30,90
"right",732.44,591.88,"s01","p004",1,1,1,305,251,12,3,90,30
"left",737.97,727.11,"s01","p004",1,0,1,306,251,13,3,30,90
"left",749.56,743.97,"s01","p004",1,0,2,307,251,14,3,30,90
"left",761.05,760.56,"s01","p004",16,0,3,323,251,15,3,30,90
"right",769.65,769.44,"s01","p004",6,0,1,323,257,15,4,90,30
"left",774.42,770.05,"s01","p004",1,0,1,324,257,16,4,30,90
"left",806.14,790.42,"s01","p004",1,32,2,325,289,17,4,30,90
"left",817.52,817.14,"s01","p004",16,0,3,341,289,18,4,30,90
"left",830.88,830.52,"s01","p004",21,0,4,362,289,19,4,30,90
"left",844.01,843.88,"s01","p004",21,0,5,383,289,20,4,30,90
"left",877.52,877.01,"s01","p004",66,0,6,449,289,21,4,30,90
"left",887.74,887.52,"s01","p004",13,0,7,462,289,22,4,30,90
"right",941.2,836.65,"s01","p004",1,80,1,542,290,22,5,90,30
"right",955.97,950.2,"s01","p004",1,11,2,553,291,22,6,90,30
"left",1052.83,1036.74,"s01","p004",19,34,1,572,325,23,6,30,90
"left",1089.73,1088.83,"s01","p004",27,4,2,599,329,24,6,30,90
"left",1120.64,1112.73,"s01","p004",9,2,3,608,331,25,6,30,90
"right",1160.59,1135.97,"s01","p004",1,11,1,619,332,25,7,90,30
"right",1248.87,1248.59,"s01","p004",41,1,2,620,373,25,8,90,30
"left",1254.23,1193.64,"s01","p004",1,0,1,621,373,26,8,30,90
"left",1281.66,1281.23,"s01","p004",50,0,2,671,373,27,8,30,90
"left",1294.86,1294.66,"s01","p004",21,0,3,692,373,28,8,30,90
"right",1335.93,1277.87,"s01","p004",1,64,1,756,374,28,9,90,30
"left",1388.45,1383.86,"s01","p004",27,12,1,783,386,29,9,30,90
"right",1409.39,1401.93,"s01","p004",1,12,1,795,387,29,10,90,30
"left",1448.82,1446.45,"s01","p004",21,5,1,816,392,30,10,30,90
"left",1465.56,1462.82,"s01","p004",8,1,2,824,393,31,10,30,90
"left",1529.4,1525.56,"s01","p004",29,3,3,853,396,32,10,30,90
"left",1584.48,1583.4,"s01","p004",17,5,4,870,401,33,10,30,90
"left",1614.75,1614.48,"s01","p004",16,1,5,886,402,34,10,30,90
"left",1636.2,1630.75,"s01","p004",12,2,6,898,404,35,10,30,90
"right",1665.25,1658.39,"s01","p004",2,3,1,901,406,35,11,90,30
"left",1683.83,1683.2,"s01","p004",4,4,1,905,410,36,11,30,90
"left",1693.14,1688.83,"s01","p004",1,0,2,906,410,37,11,30,90
"right",1704.3,1689.25,"s01","p004",1,2,1,908,411,37,12,90,30
"right",1712.48,1712.3,"s01","p004",10,0,2,908,421,37,13,90,30
"left",1747,1719.14,"s01","p004",1,47,1,909,468,38,13,30,90
"left",1771.36,1754,"s01","p004",2,31,2,911,499,39,13,30,90
"left",1798.12,1796.36,"s01","p004",41,0,3,952,499,40,13,30,90
"left",1812.63,1812.12,"s01","p004",9,1,4,961,500,41,13,30,90
"left",1828.66,1826.63,"s01","p004",11,1,5,972,501,42,13,30,90
"left",1851.34,1849.66,"s01","p004",10,10,6,982,511,43,13,30,90
"left",1881.8,1869.34,"s01","p004",6,12,7,988,523,44,13,30,90
"left",1894.27,1887.8,"s01","p004",2,11,8,990,534,45,13,30,90
"left",1955.45,1946.27,"s01","p004",14,29,9,1004,563,46,13,30,90
"left",1995.13,1990.45,"s01","p004",5,8,10,1009,571,47,13,30,90
"right",2076.51,2076.48,"s01","p004",31,7,1,1016,602,47,14,90,30
"right",2095.06,2094.51,"s01","p004",30,0,2,1016,632,47,15,90,30
"left",2140.76,2105.13,"s01","p004",1,63,1,1017,695,48,15,30,90
"right",2248.55,2221.06,"s01","p004",9,6,1,1023,704,48,16,90,30
"right",2271.98,2268.55,"s01","p004",7,0,2,1023,711,48,17,90,30
"right",2286.02,2285.98,"s01","p004",18,0,3,1023,729,48,18,90,30
"left",2313.75,2197.76,"s01","p004",1,30,1,1024,759,49,18,30,90
"left",2332.39,2330.75,"s01","p004",1,14,2,1025,773,50,18,30,90
"left",2351.23,2341.39,"s01","p004",2,22,3,1027,795,51,18,30,90
"left",2376.13,2373.23,"s01","p004",25,7,4,1052,802,52,18,30,90
"left",2394.68,2391.13,"s01","p004",6,6,5,1058,808,53,18,30,90
"right",2470.72,2465.02,"s01","p004",16,28,1,1086,824,53,19,90,30
"left",2486.71,2458.68,"s01","p004",1,11,1,1087,835,54,19,30,90
"left",2553.61,2522.71,"s01","p004",5,40,2,1092,875,55,19,30,90
"left",2597.67,2591.61,"s01","p004",6,10,3,1098,885,56,19,30,90
"left",2627.27,2626.67,"s01","p004",2,4,4,1100,889,57,19,30,90
"left",2672.67,2660.27,"s01","p004",7,11,5,1107,900,58,19,30,90
"left",2694.1,2693.67,"s01","p004",4,6,6,1111,906,59,19,30,90
"left",2785.76,2714.1,"s01","p004",8,9,7,1119,915,60,19,30,90
"left",2809.65,2808.76,"s01","p004",3,1,8,1122,916,61,19,30,90
"right",2893.45,2890.72,"s01","p004",26,20,1,1142,942,61,20,90,30
"left",2918.76,2913.65,"s01","p004",1,30,1,1143,972,62,20,30,90
"left",2928.45,2925.76,"s01","p004",1,2,2,1144,974,63,20,30,90
"left",2961.12,2960.45,"s01","p004",12,3,3,1156,977,64,20,30,90
"right",2969.22,2952.45,"s01","p004",1,1,1,1157,978,64,21,90,30
"left",2976.78,2971.12,"s01","p004",1,1,1,1158,979,65,21,30,90
"left",3016.05,3003.78,"s01","p004",8,13,2,1166,992,66,21,30,90
"left",3026.44,3025.05,"s01","p004",1,4,3,1167,996,67,21,30,90
"left",3036.4,3031.44,"s01","p004",1,2,4,1168,998,68,21,30,90
"left",3040.77,3040.4,"s01","p004",1,0,5,1169,998,69,21,30,90
"right",3096.89,3095.22,"s01","p004",23,15,1,1184,1021,69,22,90,30
"right",3135.59,3133.89,"s01","p004",19,3,2,1187,1040,69,23,90,30
"left",3195.16,3184.77,"s01","p004",9,44,1,1196,1084,70,23,30,90
"left",3209.95,3207.16,"s01","p004",1,7,2,1197,1091,71,23,30,90
"left",3232.55,3224.95,"s01","p004",8,6,3,1205,1097,72,23,30,90
"left",3243.89,3239.55,"s01","p004",8,0,4,1213,1097,73,23,30,90
"left",3279.67,3272.89,"s01","p004",11,9,5,1224,1106,74,23,30,90
"left",3324.63,3320.67,"s01","p004",11,12,6,1235,1118,75,23,30,90
"left",3387.83,3384.63,"s01","p004",25,13,7,1260,1131,76,23,30,90
"right",3397,3391.59,"s01","p004",1,4,1,1264,1132,76,24,90,30
"right",3419.84,3419,"s01","p004",20,3,2,1267,1152,76,25,90,30
"left",3433.45,3427.83,"s01","p004",2,5,1,1269,1157,77,25,30,90
"left",3448.93,3448.45,"s01","p004",4,5,2,1273,1162,78,25,30,90
"left",3473.67,3468.93,"s01","p004",11,8,3,1284,1170,79,25,30,90
"left",3484.19,3483.67,"s01","p004",5,0,4,1289,1170,80,25,30,90
"left",3496.73,3494.19,"s01","p004",3,1,5,1292,1171,81,25,30,90
"left",3553.98,3548.73,"s01","p004",17,5,6,1309,1176,82,25,30,90
"right",3574.37,3564.84,"s01","p004",1,5,1,1314,1177,82,26,90,30
"left",3602.01,3596.98,"s01","p004",2,9,1,1316,1186,83,26,30,90
"right",3695.37,3682.37,"s01","p004",22,15,1,1331,1208,83,27,90,30
"left",3744.45,3744.01,"s01","p004",2,29,1,1333,1237,84,27,30,90
"left",3766.68,3766.45,"s01","p004",7,4,2,1340,1241,85,27,30,90
"right",3800.11,3794.37,"s01","p004",10,4,1,1344,1251,85,28,90,30
"left",3812.91,3788.68,"s01","p004",1,4,1,1345,1255,86,28,30,90
"left",3822.64,3821.91,"s01","p004",3,2,2,1348,1257,87,28,30,90
"right",3837.84,3820.11,"s01","p004",1,2,1,1350,1258,87,29,90,30
"left",3858.61,3857.64,"s01","p004",4,8,1,1354,1266,88,29,30,90
"right",3874.04,3856.84,"s01","p004",1,6,1,1360,1267,88,30,90,30
"left",3890.65,3887.61,"s01","p004",1,9,1,1361,1276,89,30,30,90
"left",3960.48,3958.65,"s01","p004",19,20,2,1380,1296,90,30,30,90
"left",4014.29,4008.48,"s01","p004",13,9,3,1393,1305,91,30,30,90
"left",4066.85,4032.29,"s01","p004",1,15,4,1394,1320,92,30,30,90
"left",4116.58,4100.85,"s01","p004",7,13,5,1401,1333,93,30,30,90
"left",4132.31,4122.58,"s01","p004",2,0,6,1403,1333,94,30,30,90
"left",4155.96,4154.31,"s01","p004",3,6,7,1406,1339,95,30,30,90
"left",4178.08,4165.96,"s01","p004",1,7,8,1407,1346,96,30,30,90
"right",4220.69,4215.04,"s01","p004",2,2,1,1409,1348,96,31,90,30
"left",4329.96,4268.08,"s01","p004",9,37,1,1418,1385,97,31,30,90
"left",4341.42,4340.96,"s01","p004",7,0,2,1425,1385,98,31,30,90
"left",4349.92,4346.42,"s01","p004",1,0,3,1426,1385,99,31,30,90
"right",4358.62,4341.69,"s01","p004",1,1,1,1427,1386,99,32,90,30
"left",4377.56,4369.92,"s01","p004",1,11,1,1428,1397,100,32,30,90
"right",4391.97,4384.62,"s01","p004",1,8,1,1436,1398,100,33,90,30
"left",4458.31,4442.56,"s01","p004",21,18,1,1457,1416,101,33,30,90
"right",4516.04,4482.97,"s01","p004",16,20,1,1477,1432,101,34,90,30
"right",4533.36,4529.04,"s01","p004",3,3,2,1480,1435,101,35,90,30
"right",4625.79,4613.36,"s01","p004",16,7,3,1487,1451,101,36,90,30
"left",4647.99,4636.31,"s01","p004",1,2,1,1488,1453,102,36,30,90
"left",4698.06,4662.99,"s01","p004",1,8,2,1489,1461,103,36,30,90
"left",4713.82,4712.06,"s01","p004",4,0,3,1493,1461,104,36,30,90
"left",4721.82,4718.82,"s01","p004",2,0,4,1495,1461,105,36,30,90
"left",4758.05,4749.82,"s01","p004",19,1,5,1514,1462,106,36,30,90
"left",4779.37,4776.05,"s01","p004",17,0,6,1531,1462,107,36,30,90
"right",4799.29,4767.79,"s01","p004",1,6,1,1537,1463,107,37,90,30
"right",4803.73,4803.29,"s01","p004",1,0,2,1537,1464,107,38,90,30
"left",4865.41,4841.37,"s01","p004",8,10,1,1545,1474,108,38,30,90
"right",4872.26,4869.73,"s01","p004",1,0,1,1545,1475,108,39,90,30
"left",4882.02,4874.41,"s01","p004",1,4,1,1546,1479,109,39,30,90
"right",4933.45,4929.26,"s01","p004",3,8,1,1554,1482,109,40,90,30
"left",4966.76,4955.02,"s01","p004",9,6,1,1563,1488,110,40,30,90
"left",4993.19,4988.76,"s01","p004",2,2,2,1565,1490,111,40,30,90
"left",5013.11,5012.19,"s01","p004",9,0,3,1574,1490,112,40,30,90
"left",5041.28,5027.11,"s01","p004",5,5,4,1579,1495,113,40,30,90
"left",5149.95,5146.28,"s01","p004",20,13,5,1599,1508,114,40,30,90
"left",5167.18,5165.95,"s01","p004",5,0,6,1604,1508,115,40,30,90
"left",5177.7,5177.18,"s01","p004",2,0,7,1606,1508,116,40,30,90
"left",5223.98,5213.7,"s01","p004",7,2,8,1613,1510,117,40,30,90
"left",5297.45,5294.98,"s01","p004",4,8,9,1617,1518,118,40,30,90
"right",5322.19,5321.45,"s01","p004",1,2,1,1619,1519,118,41,90,30
"left",5333.99,5312.45,"s01","p004",1,2,1,1620,1521,119,41,30,90
"left",5375.68,5361.99,"s01","p004",5,2,2,1625,1523,120,41,30,90
"right",112.54,39.99,"s02","p004",1,1,1,1,1,0,1,90,30
"left",126.16,51.99,"s02","p004",1,1,1,2,2,1,1,30,90
"left",193.31,190.16,"s02","p004",12,9,2,14,11,2,1,30,90
"right",247.73,237.54,"s02","p004",1,8,1,22,12,2,2,90,30
"left",256,238.31,"s02","p004",1,0,1,23,12,3,2,30,90
"left",265.63,263,"s02","p004",2,0,2,25,12,4,2,30,90
"left",271.81,271.63,"s02","p004",2,0,3,27,12,5,2,30,90
"left",306.18,302.81,"s02","p004",16,3,4,43,15,6,2,30,90
"left",321.86,318.18,"s02","p004",4,1,5,47,16,7,2,30,90
"right",341.77,341.73,"s02","p004",5,4,1,51,21,7,3,90,30
"left",349.26,345.86,"s02","p004",1,0,1,52,21,8,3,30,90
"right",379.25,378.77,"s02","p004",4,19,1,71,25,8,4,90,30
"left",487.27,487.26,"s02","p004",16,45,1,87,70,9,4,30,90
"left",575.36,574.27,"s02","p004",8,17,2,95,87,10,4,30,90
"left",596.8,588.36,"s02","p004",1,7,3,96,94,11,4,30,90
"left",630.91,627.8,"s02","p004",6,3,4,102,97,12,4,30,90
"left",694.01,693.91,"s02","p004",7,2,5,109,99,13,4,30,90
"left",748.96,747.01,"s02","p004",6,1,6,115,100,14,4,30,90
"right",757.01,747.25,"s02","p004",1,0,1,115,101,14,5,90,30
"left",773.64,760.96,"s02","p004",1,5,1,116,106,15,5,30,90
"left",791.74,785.64,"s02","p004",2,3,2,118,109,16,5,30,90
"left",806.76,799.74,"s02","p004",2,0,3,120,109,17,5,30,90
"left",826.96,813.76,"s02","p004",1,4,4,121,113,18,5,30,90
"left",831.94,830.96,"s02","p004",1,0,5,122,113,19,5,30,90
"left",837.95,837.94,"s02","p004",1,0,6,123,113,20,5,30,90
"left",843.54,842.95,"s02","p004",1,0,7,124,113,21,5,30,90
"left",867.85,866.54,"s02","p004",11,1,8,135,114,22,5,30,90
"left",906.76,899.85,"s02","p004",17,1,9,152,115,23,5,30,90
"right",925.08,897.01,"s02","p004",1,7,1,159,116,23,6,90,30
"left",953.82,951.76,"s02","p004",7,6,1,166,122,24,6,30,90
"right",963.11,954.08,"s02","p004",1,1,1,167,123,24,7,90,30
"left",976,974.82,"s02","p004",3,0,1,170,123,25,7,30,90
"left",989.55,987,"s02","p004",3,1,2,173,124,26,7,30,90
"left",1005.6,997.55,"s02","p004",3,0,3,176,124,27,7,30,90
"left",1039.4,1034.6,"s02","p004",7,0,4,183,124,28,7,30,90
"right",1045.96,1037.11,"s02","p004",1,0,1,183,125,28,8,90,30
"left",1084.08,1079.4,"s02","p004",8,8,1,191,133,29,8,30,90
"left",1095.54,1095.08,"s02","p004",1,2,2,192,135,30,8,30,90
"left",1106.25,1103.54,"s02","p004",3,1,3,195,136,31,8,30,90
"left",1161.9,1160.25,"s02","p004",11,11,4,206,147,32,8,30,90
"right",1205.14,1192.96,"s02","p004",1,9,1,215,148,32,9,90,30
"left",1213.62,1206.9,"s02","p004",1,0,1,216,148,33,9,30,90
"left",1253.24,1219.62,"s02","p004",1,3,2,217,151,34,9,30,90
"right",1311.4,1307.14,"s02","p004",8,5,1,222,159,34,10,90,30
"left",1319.44,1310.24,"s02","p004",1,1,1,223,160,35,10,30,90
"right",1334.62,1328.4,"s02","p004",1,1,1,224,161,35,11,90,30
"left",1341.29,1327.44,"s02","p004",1,0,1,225,161,36,11,30,90
"left",1352.44,1350.29,"s02","p004",1,1,2,226,162,37,11,30,90
"right",1405.14,1399.62,"s02","p004",5,9,1,235,167,37,12,90,30
"left",1419.07,1415.44,"s02","p004",2,2,1,237,169,38,12,30,90
"right",1430.65,1419.14,"s02","p004",1,2,1,239,170,38,13,90,30
"right",1441.49,1439.65,"s02","p004",1,1,2,240,171,38,14,90,30
"left",1466.79,1454.07,"s02","p004",3,11,1,243,182,39,14,30,90
"left",1511.05,1510.79,"s02","p004",5,14,2,248,196,40,14,30,90
"left",1550.8,1525.05,"s02","p004",3,8,3,251,204,41,14,30,90
"left",1626.43,1586.8,"s02","p004",4,11,4,255,215,42,14,30,90
"left",1641.97,1636.43,"s02","p004",1,0,5,256,215,43,14,30,90
"left",1676.69,1668.97,"s02","p004",4,9,6,260,224,44,14,30,90
"left",1695.7,1695.69,"s02","p004",4,4,7,264,228,45,14,30,90
"left",1759.44,1758.7,"s02","p004",16,7,8,280,235,46,14,30,90
"left",1770.89,1768.44,"s02","p004",2,1,9,282,236,47,14,30,90
"left",1777.91,1775.89,"s02","p004",1,0,10,283,236,48,14,30,90
"left",1798.01,1792.91,"s02","p004",4,3,11,287,239,49,14,30,90
"left",1811.47,1811.01,"s02","p004",3,1,12,290,240,50,14,30,90
"left",1844.58,1842.47,"s02","p004",11,3,13,301,243,51,14,30,90
"left",1863.3,1856.58,"s02","p004",3,2,14,304,245,52,14,30,90
"left",1904.09,1902.3,"s02","p004",10,1,15,314,246,53,14,30,90
"left",1943.57,1940.09,"s02","p004",9,7,16,323,253,54,14,30,90
"left",1951.83,1951.57,"s02","p004",1,2,17,324,255,55,14,30,90
"right",1973.61,1969.49,"s02","p004",6,3,1,327,261,55,15,90,30
"left",2072.67,2056.83,"s02","p004",13,17,1,340,278,56,15,30,90
"right",2086.91,2072.61,"s02","p004",1,2,1,342,279,56,16,90,30
"left",2100.15,2082.67,"s02","p004",1,2,1,343,281,57,16,30,90
"right",2136.97,2122.91,"s02","p004",4,1,1,344,285,57,17,90,30
"right",2144.96,2143.97,"s02","p004",1,0,2,344,286,57,18,90,30
"left",2155.62,2129.15,"s02","p004",1,2,1,345,288,58,18,30,90
"right",2187.82,2182.96,"s02","p004",10,4,1,349,298,58,19,90,30
"left",2224.82,2219.62,"s02","p004",5,12,1,354,310,59,19,30,90
"left",2239.57,2231.82,"s02","p004",3,1,2,357,311,60,19,30,90
"left",2246.66,2244.57,"s02","p004",1,2,3,358,313,61,19,30,90
"right",2253.21,2252.82,"s02","p004",1,0,1,358,314,61,20,90,30
"left",2264.8,2256.66,"s02","p004",1,3,1,359,317,62,20,30,90
"left",2284.01,2282.8,"s02","p004",1,3,2,360,320,63,20,30,90
"left",2292.6,2289.01,"s02","p004",1,1,3,361,321,64,20,30,90
"left",2312.94,2299.6,"s02","p004",2,4,4,363,325,65,20,30,90
"left",2336.31,2332.94,"s02","p004",6,8,5,369,333,66,20,30,90
"left",2352.84,2351.31,"s02","p004",6,4,6,375,337,67,20,30,90
"right",2386.14,2384.21,"s02","p004",9,15,1,390,346,67,21,90,30
"left",2440.16,2436.84,"s02","p004",18,7,1,408,353,68,21,30,90
"left",2456.66,2455.16,"s02","p004",5,4,2,413,357,69,21,30,90
"right",2484.26,2480.14,"s02","p004",2,6,1,419,359,69,22,90,30
"left",2502.69,2502.66,"s02","p004",4,6,1,423,365,70,22,30,90
"left",2518.88,2517.69,"s02","p004",3,5,2,426,370,71,22,30,90
"left",2526.12,2523.88,"s02","p004",2,1,3,428,371,72,22,30,90
"left",2572.34,2571.12,"s02","p004",12,7,4,440,378,73,22,30,90
"left",2614.32,2608.34,"s02","p004",15,8,5,455,386,74,22,30,90
"left",2673.72,2657.32,"s02","p004",8,12,6,463,398,75,22,30,90
"left",2709.93,2683.72,"s02","p004",2,9,7,465,407,76,22,30,90
"right",2721.61,2717.26,"s02","p004",1,1,1,466,408,76,23,90,30
"left",2769.02,2765.93,"s02","p004",7,11,1,473,419,77,23,30,90
"left",2800.5,2790.02,"s02","p004",5,6,2,478,425,78,23,30,90
"right",2830.44,2827.61,"s02","p004",6,7,1,485,431,78,24,90,30
"left",2930.62,2927.5,"s02","p004",17,29,1,502,460,79,24,30,90
"left",2957.22,2955.62,"s02","p004",5,5,2,507,465,80,24,30,90
"right",3148.42,3130.44,"s02","p004",43,11,1,518,508,80,25,90,30
"left",3164.52,3072.22,"s02","p004",1,4,1,519,512,81,25,30,90
"left",3171.75,3170.52,"s02","p004",1,0,2,520,512,82,25,30,90
"left",3194.12,3191.75,"s02","p004",5,5,3,525,517,83,25,30,90
"left",3220.53,3215.12,"s02","p004",5,6,4,530,523,84,25,30,90
"left",3227.66,3226.53,"s02","p004",1,1,5,531,524,85,25,30,90
"left",3239.9,3239.66,"s02","p004",3,1,6,534,525,86,25,30,90
"left",3357.33,3330.9,"s02","p004",17,8,7,551,533,87,25,30,90
"left",3429.91,3420.33,"s02","p004",3,8,8,554,541,88,25,30,90
"right",3520.95,3423.42,"s02","p004",1,1,1,555,542,88,26,90,30
"left",3525.99,3474.91,"s02","p004",1,0,1,556,542,89,26,30,90
"left",3534.26,3532.99,"s02","p004",1,0,2,557,542,90,26,30,90
"right",3539.1,3530.95,"s02","p004",1,0,1,557,543,90,27,90,30
"left",3568.69,3561.26,"s02","p004",2,8,1,559,551,91,27,30,90
"right",3589.5,3588.1,"s02","p004",5,2,1,561,556,91,28,90,30
"right",67.36,52.99,"s03","p004",1,0,1,0,1,0,1,90,30
"right",496.61,172.86,"s03","p004",12,0,2,0,13,0,2,90,30
"left",506.42,17.99,"s03","p004",1,6,1,1,19,1,2,30,90
"right",513.37,508.11,"s03","p004",1,0,1,1,20,1,3,90,30
"left",554.05,512.92,"s03","p004",1,3,1,2,23,2,3,30,90
"right",707.85,666.87,"s03","p004",37,0,1,2,60,2,4,90,30
"left",744.56,566.55,"s03","p004",1,12,1,3,72,3,4,30,90
"right",784.36,779.35,"s03","p004",13,0,1,3,85,3,5,90,30
"right",945.29,904.86,"s03","p004",28,3,2,6,113,3,6,90,30
"right",957.14,955.79,"s03","p004",2,0,3,6,115,3,7,90,30
"left",965.45,882.06,"s03","p004",1,2,1,7,117,4,7,30,90
"left",993.52,981.95,"s03","p004",2,6,2,9,123,5,7,30,90
"right",1131.3,1114.64,"s03","p004",35,5,1,14,158,5,8,90,30
"left",1232.81,1040.02,"s03","p004",1,16,1,15,174,6,8,30,90
"right",1254.15,1250.8,"s03","p004",3,0,1,15,177,6,9,90,30
"left",1265.43,1237.31,"s03","p004",1,1,1,16,178,7,9,30,90
"left",1290.83,1286.93,"s03","p004",1,5,2,17,183,8,9,30,90
"left",1334.32,1333.33,"s03","p004",7,11,3,24,194,9,9,30,90
"left",1382.14,1377.82,"s03","p004",2,13,4,26,207,10,9,30,90
"left",1389.76,1388.64,"s03","p004",1,2,5,27,209,11,9,30,90
"right",1416.24,1415.65,"s03","p004",10,7,1,34,219,11,10,90,30
"left",1420.93,1416.26,"s03","p004",1,0,1,35,219,12,10,30,90
"left",1457.91,1456.43,"s03","p004",12,14,2,47,233,13,10,30,90
"left",1475.13,1467.41,"s03","p004",1,5,3,48,238,14,10,30,90
"left",1498.7,1498.63,"s03","p004",3,9,4,51,247,15,10,30,90
"right",1504.9,1495.74,"s03","p004",1,0,1,51,248,15,11,90,30
"left",1511.18,1507.2,"s03","p004",1,1,1,52,249,16,11,30,90
"right",1516.86,1515.4,"s03","p004",1,0,1,52,250,16,12,90,30
"left",1560.55,1556.68,"s03","p004",11,17,1,63,267,17,12,30,90
"left",1575.05,1570.05,"s03","p004",1,5,2,64,272,18,12,30,90
"left",1600.88,1600.55,"s03","p004",2,11,3,66,283,19,12,30,90
"left",1619.14,1617.38,"s03","p004",4,7,4,70,290,20,12,30,90
"left",1639.33,1634.64,"s03","p004",5,6,5,75,296,21,12,30,90
"left",1714.57,1699.83,"s03","p004",12,29,6,87,325,22,12,30,90
"right",1720.58,1716.36,"s03","p004",1,0,1,87,326,22,13,90,30
"left",1733.76,1730.07,"s03","p004",1,3,1,88,329,23,13,30,90
"left",1747.2,1746.26,"s03","p004",5,4,2,93,333,24,13,30,90
"right",1752.07,1749.08,"s03","p004",1,0,1,93,334,24,14,90,30
"left",1758.05,1756.7,"s03","p004",1,1,1,94,335,25,14,30,90
"left",1775.49,1773.55,"s03","p004",4,4,2,98,339,26,14,30,90
"left",1792.06,1789.99,"s03","p004",3,7,3,101,346,27,14,30,90
"left",1804.97,1803.56,"s03","p004",4,4,4,105,350,28,14,30,90
"left",1815.34,1814.47,"s03","p004",4,1,5,109,351,29,14,30,90
"right",1836.85,1831.57,"s03","p004",6,5,1,114,357,29,15,90,30
"right",2270.36,1983.35,"s03","p004",13,8,2,122,370,29,16,90,30
"left",2276.29,1896.84,"s03","p004",1,3,1,123,373,30,16,30,90
"right",2348.25,2345.86,"s03","p004",29,12,1,135,402,30,17,90,30
"left",2410.69,2406.79,"s03","p004",7,22,1,142,424,31,17,30,90
"right",2416.78,2412.75,"s03","p004",1,0,1,142,425,31,18,90,30
"right",2482.17,2472.28,"s03","p004",23,8,2,150,448,31,19,90,30
"right",2534.35,2530.67,"s03","p004",19,1,3,151,467,31,20,90,30
"left",2553.49,2512.19,"s03","p004",1,6,1,152,473,32,20,30,90
"left",2568.42,2567.99,"s03","p004",5,5,2,157,478,33,20,30,90
"left",2601.59,2594.92,"s03","p004",5,13,3,162,491,34,20,30,90
"left",2655.41,2653.09,"s03","p004",10,21,4,172,512,35,20,30,90
"right",2691.23,2690.85,"s03","p004",11,4,1,176,523,35,21,90,30
"right",2699.38,2697.73,"s03","p004",3,0,2,176,526,35,22,90,30
"left",2707.5,2676.91,"s03","p004",1,2,1,177,528,36,22,30,90
"right",2722.39,2721.88,"s03","p004",8,0,1,177,536,36,23,90,30
"left",2774.61,2772,"s03","p004",9,23,1,186,559,37,23,30,90
"left",2815.24,2813.11,"s03","p004",4,16,2,190,575,38,23,30,90
"left",2845.8,2820.74,"s03","p004",1,10,3,191,585,39,23,30,90
"left",2861.65,2857.3,"s03","p004",1,6,4,192,591,40,23,30,90
"left",2867.93,2866.15,"s03","p004",1,2,5,193,593,41,23,30,90
"left",2895.24,2894.43,"s03","p004",4,9,6,197,602,42,23,30,90
"right",2927.98,2927.89,"s03","p004",10,9,1,206,612,42,24,90,30
"left",2935.93,2933.74,"s03","p004",1,2,1,207,614,43,24,30,90
"right",2968.8,2966.48,"s03","p004",14,5,1,212,628,43,25,90,30
"left",2972.92,2971.43,"s03","p004",1,0,1,213,628,44,25,30,90
"right",3020.37,3018.3,"s03","p004",15,2,1,215,643,44,26,90,30
"left",3034.92,3022.42,"s03","p004",1,5,1,216,648,45,26,30,90
"left",3050.27,3049.42,"s03","p004",4,2,2,220,650,46,26,30,90
"left",3120.81,3075.77,"s03","p004",1,19,3,221,669,47,26,30,90
"right",3156.45,3152.87,"s03","p004",16,14,1,235,685,47,27,90,30
"right",3164.2,3162.95,"s03","p004",1,2,2,237,686,47,28,90,30
"right",3197.19,3196.7,"s03","p004",21,11,3,248,707,47,29,90,30
"right",3219.43,3218.69,"s03","p004",1,5,4,253,708,47,30,90,30
"left",3244.67,3242.31,"s03","p004",5,16,1,258,724,48,30,30,90
"left",3277.22,3277.17,"s03","p004",10,14,2,268,738,49,30,30,90
"left",3295.04,3294.72,"s03","p004",5,6,3,273,744,50,30,30,90
"left",3301.32,3300.54,"s03","p004",1,1,4,274,745,51,30,30,90
"left",3321.77,3316.82,"s03","p004",1,5,5,275,750,52,30,30,90
"left",3329.74,3325.27,"s03","p004",1,3,6,276,753,53,30,30,90
"left",3339.83,3338.24,"s03","p004",1,2,7,277,755,54,30,30,90
"left",3360.3,3356.33,"s03","p004",8,6,8,285,761,55,30,30,90
"left",3366.04,3364.8,"s03","p004",1,0,9,286,761,56,30,30,90
