"lever","time","scheduled_since","session","bird","cost_local","cost_alter","streak_length","cum_resp_left","cum_resp_right","cum_reinf_left","cum_reinf_right","local_VI","alter_VI"
"right",186.62,183.99,"s02","p736",1,11,1,85,3,6,1,90,30
"left",192.01,187.3,"s02","p736",1,0,1,86,3,7,1,30,90
"left",233.85,233.01,"s02","p736",24,7,2,110,10,8,1,30,90
"left",251.33,247.85,"s02","p736",7,2,3,117,12,9,1,30,90
"left",282.81,280.33,"s02","p736",19,4,4,136,16,10,1,30,90
"left",300.71,297.81,"s02","p736",10,1,5,146,17,11,1,30,90
"left",329.97,329.71,"s02","p736",20,1,6,166,18,12,1,30,90
"left",341.26,339.97,"s02","p736",6,0,7,172,18,13,1,30,90
"left",350.41,349.26,"s02","p736",4,0,8,176,18,14,1,30,90
"left",366.7,366.41,"s02","p736",8,0,9,184,18,15,1,30,90
"left",407.84,406.7,"s02","p736",41,1,10,225,19,16,1,30,90
"right",420.84,403.62,"s02","p736",1,5,1,230,20,16,2,90,30
"left",441.59,439.84,"s02","p736",13,3,1,243,23,17,2,30,90
"right",457.99,454.84,"s02","p736",1,8,1,251,24,17,3,90,30
"left",477.81,477.59,"s02","p736",15,2,1,266,26,18,3,30,90
"left",494.87,494.81,"s02","p736",14,0,2,280,26,19,3,30,90
"left",524.92,524.87,"s02","p736",26,3,3,306,29,20,3,30,90
"left",537.66,534.92,"s02","p736",7,1,4,313,30,21,3,30,90
"left",573.78,573.66,"s02","p736",25,2,5,338,32,22,3,30,90
"left",613.27,612.78,"s02","p736",35,1,6,373,33,23,3,30,90
"left",663.79,663.27,"s02","p736",31,1,7,404,34,24,3,30,90
"left",685.04,682.79,"s02","p736",18,1,8,422,35,25,3,30,90
"left",704.55,704.04,"s02","p736",12,0,9,434,35,26,3,30,90
"left",784.74,783.55,"s02","p736",56,6,10,490,41,27,3,30,90
"left",816.6,815.74,"s02","p736",28,0,11,518,41,28,3,30,90
"left",826.31,824.6,"s02","p736",3,0,12,521,41,29,3,30,90
"left",831.59,830.31,"s02","p736",1,0,13,522,41,30,3,30,90
"left",900.05,898.59,"s02","p736",61,1,14,583,42,31,3,30,90
"left",933.88,933.05,"s02","p736",26,2,15,609,44,32,3,30,90
"left",990.48,987.88,"s02","p736",48,0,16,657,44,33,3,30,90
"left",997.64,997.48,"s02","p736",2,0,17,659,44,34,3,30,90
"left",1035.45,1034.64,"s02","p736",36,0,18,695,44,35,3,30,90
"left",1046.89,1046.45,"s02","p736",7,0,19,702,44,36,3,30,90
"left",1071.29,1070.89,"s02","p736",24,0,20,726,44,37,3,30,90
"left",1076.56,1075.29,"s02","p736",1,0,21,727,44,38,3,30,90
"left",1087.72,1087.56,"s02","p736",5,0,22,732,44,39,3,30,90
"left",1094.22,1093.72,"s02","p736",1,0,23,733,44,40,3,30,90
"left",1176.17,1175.22,"s02","p736",81,2,24,814,46,41,3,30,90
"left",1194.51,1193.17,"s02","p736",12,0,25,826,46,42,3,30,90
"left",1232.69,1232.51,"s02","p736",27,0,26,853,46,43,3,30,90
"right",1245.36,1217.99,"s02","p736",1,9,1,862,47,43,4,90,30
"left",1251.64,1244.69,"s02","p736",1,0,1,863,47,44,4,30,90
"left",1257.49,1255.64,"s02","p736",1,0,2,864,47,45,4,30,90
"left",1278.85,1276.49,"s02","p736",13,1,3,877,48,46,4,30,90
"left",1297.38,1296.85,"s02","p736",12,1,4,889,49,47,4,30,90
"left",1322.88,1322.38,"s02","p736",16,2,5,905,51,48,4,30,90
"right",1350.49,1342.36,"s02","p736",1,18,1,923,52,48,5,90,30
"right",1366.39,1364.49,"s02","p736",2,7,2,930,54,48,6,90,30
"left",1410.75,1407.88,"s02","p736",30,8,1,960,62,49,6,30,90
"left",1428.71,1427.75,"s02","p736",8,2,2,968,64,50,6,30,90
"left",1435.97,1434.71,"s02","p736",1,0,3,969,64,51,6,30,90
"right",1464.23,1460.39,"s02","p736",2,17,1,986,66,51,7,90,30
"left",1476.58,1473.97,"s02","p736",5,1,1,991,67,52,7,30,90
"left",1482.11,1481.58,"s02","p736",1,0,2,992,67,53,7,30,90
"left",1508.75,1508.11,"s02","p736",17,6,3,1009,73,54,7,30,90
"right",1608.92,1591.23,"s02","p736",11,73,1,1082,84,54,8,90,30
"left",1614.79,1609.75,"s02","p736",1,0,1,1083,84,55,8,30,90
"right",1631.37,1616.92,"s02","p736",1,8,1,1091,85,55,9,90,30
"left",1637.71,1630.79,"s02","p736",1,0,1,1092,85,56,9,30,90
"left",1702.6,1700.71,"s02","p736",33,6,2,1125,91,57,9,30,90
"left",1708.57,1707.6,"s02","p736",1,0,3,1126,91,58,9,30,90
"left",1742.58,1742.57,"s02","p736",25,1,4,1151,92,59,9,30,90
"left",1770.53,1768.58,"s02","p736",17,2,5,1168,94,60,9,30,90
"left",1782.6,1782.53,"s02","p736",7,0,6,1175,94,61,9,30,90
"left",1828.85,1828.6,"s02","p736",32,3,7,1207,97,62,9,30,90
"left",1887.29,1886.85,"s02","p736",39,3,8,1246,100,63,9,30,90
"left",1901.75,1901.29,"s02","p736",7,0,9,1253,100,64,9,30,90
"left",1911.1,1910.75,"s02","p736",2,0,10,1255,100,65,9,30,90
"left",1928.08,1926.1,"s02","p736",6,1,11,1261,101,66,9,30,90
"left",1935.58,1934.08,"s02","p736",3,0,12,1264,101,67,9,30,90
"left",2042.56,2040.58,"s02","p736",72,6,13,1336,107,68,9,30,90
"left",2104.26,2099.56,"s02","p736",33,2,14,1369,109,69,9,30,90
"left",2109.89,2109.26,"s02","p736",1,0,15,1370,109,70,9,30,90
"right",2131.13,2110.37,"s02","p736",1,14,1,1384,110,70,10,90,30
"left",2156.97,2156.89,"s02","p736",8,3,1,1392,113,71,10,30,90
"left",2188.04,2186.97,"s02","p736",19,2,2,1411,115,72,10,30,90
"left",2232.49,2228.04,"s02","p736",31,4,3,1442,119,73,10,30,90
"left",2252.55,2247.49,"s02","p736",7,2,4,1449,121,74,10,30,90
"left",2267.98,2266.55,"s02","p736",4,0,5,1453,121,75,10,30,90
"right",2281.73,2275.13,"s02","p736",1,5,1,1458,122,75,11,90,30
"left",2287.32,2286.98,"s02","p736",3,0,1,1461,122,76,11,30,90
"left",2313.73,2312.32,"s02","p736",11,2,2,1472,124,77,11,30,90
"left",2352.71,2351.73,"s02","p736",22,2,3,1494,126,78,11,30,90
"left",2363.12,2360.71,"s02","p736",3,1,4,1497,127,79,11,30,90
"left",2375.94,2372.12,"s02","p736",3,1,5,1500,128,80,11,30,90
"left",2415.93,2411.94,"s02","p736",23,3,6,1523,131,81,11,30,90
"left",2443.6,2440.93,"s02","p736",18,2,7,1541,133,82,11,30,90
"left",2453.12,2450.6,"s02","p736",4,1,8,1545,134,83,11,30,90
"left",2476.24,2474.12,"s02","p736",9,1,9,1554,135,84,11,30,90
"left",2481.86,2481.24,"s02","p736",2,0,10,1556,135,85,11,30,90
"left",2497.47,2496.86,"s02","p736",5,0,11,1561,135,86,11,30,90
"right",2524.01,2515.73,"s02","p736",2,15,1,1576,137,86,12,90,30
"left",2535.19,2525.47,"s02","p736",1,0,1,1577,137,87,12,30,90
"right",2603.03,2599.01,"s02","p736",12,36,1,1613,149,87,13,90,30
"left",2616.86,2615.19,"s02","p736",7,1,1,1620,150,88,13,30,90
"right",2645.72,2642.03,"s02","p736",3,9,1,1629,153,88,14,90,30
"left",2671.63,2663.86,"s02","p736",9,4,1,1638,157,89,14,30,90
"right",2681.25,2668.72,"s02","p736",1,1,1,1639,158,89,15,90,30
"left",2712.7,2711.63,"s02","p736",17,3,1,1656,161,90,15,30,90
"left",2748.43,2747.7,"s02","p736",14,3,2,1670,164,91,15,30,90
"left",2773.14,2771.43,"s02","p736",12,4,3,1682,168,92,15,30,90
"left",2862.07,2858.14,"s02","p736",45,8,4,1727,176,93,15,30,90
"left",2969.23,2969.07,"s02","p736",60,8,5,1787,184,94,15,30,90
"left",3017.05,3015.23,"s02","p736",24,6,6,1811,190,95,15,30,90
"left",3023.34,3023.05,"s02","p736",1,0,7,1812,190,96,15,30,90
"right",3048.18,3018.25,"s02","p736",1,15,1,1827,191,96,16,90,30
"left",3082.07,3080.34,"s02","p736",8,2,1,1835,193,97,16,30,90
"right",3157.14,3125.18,"s02","p736",4,40,1,1875,197,97,17,90,30
"right",3175.4,3171.14,"s02","p736",1,6,2,1881,198,97,18,90,30
"left",3203.87,3201.07,"s02","p736",13,2,1,1894,200,98,18,30,90
"right",3211.77,3198.4,"s02","p736",1,1,1,1895,201,98,19,90,30
"right",3218.66,3215.77,"s02","p736",1,0,2,1895,202,98,20,90,30
"left",3280.32,3278.87,"s02","p736",35,12,1,1930,214,99,20,30,90
"left",3302.77,3302.32,"s02","p736",10,2,2,1940,216,100,20,30,90
"left",3312.44,3309.77,"s02","p736",3,1,3,1943,217,101,20,30,90
"left",3353.65,3353.44,"s02","p736",21,6,4,1964,223,102,20,30,90
"left",3369.02,3367.65,"s02","p736",4,1,5,1968,224,103,20,30,90
"left",3379.42,3379.02,"s02","p736",6,0,6,1974,224,104,20,30,90
"right",3388.54,3372.66,"s02","p736",1,1,1,1975,225,104,21,90,30
"left",3410.51,3406.42,"s02","p736",10,5,1,1985,230,105,21,30,90
"left",3451.62,3451.51,"s02","p736",27,8,2,2012,238,106,21,30,90
"left",3482.46,3481.62,"s02","p736",13,6,3,2025,244,107,21,30,90
"left",3557.58,3555.46,"s02","p736",53,12,4,2078,256,108,21,30,90
"left",3564.25,3563.58,"s02","p736",2,0,5,2080,256,109,21,30,90
"left",3585.36,3585.25,"s02","p736",13,2,6,2093,258,110,21,30,90
"left",3592.13,3590.36,"s02","p736",2,0,7,2095,258,111,21,30,90
"left",55.78,11.99,"s03","p736",1,0,1,1,0,1,0,30,90
"left",80.4,78.28,"s03","p736",18,0,2,19,0,2,0,30,90
"right",92.01,46.99,"s03","p736",1,8,1,27,1,2,1,90,30
"left",104.34,103.9,"s03","p736",6,0,1,33,1,3,1,30,90
"right",134.23,131.51,"s03","p736",3,20,1,53,4,3,2,90,30
"left",152.31,151.84,"s03","p736",13,2,1,66,6,4,2,30,90
"left",183.38,181.81,"s03","p736",18,6,2,84,12,5,2,30,90
"left",196.37,194.88,"s03","p736",13,1,3,97,13,6,2,30,90
"left",207.97,206.87,"s03","p736",7,1,4,104,14,7,2,30,90
"right",226.06,203.73,"s03","p736",1,14,1,118,15,7,3,90,30
"left",255.09,254.47,"s03","p736",25,5,1,143,20,8,3,30,90
"left",365.91,363.59,"s03","p736",83,9,2,226,29,9,3,30,90
"left",410.63,405.41,"s03","p736",30,0,3,256,29,10,3,30,90
"right",419.97,367.56,"s03","p736",1,2,1,258,30,10,4,90,30
"left",440.14,440.13,"s03","p736",16,2,1,274,32,11,4,30,90
"left",472.74,472.64,"s03","p736",38,2,2,312,34,12,4,30,90
"left",503.01,501.24,"s03","p736",34,3,3,346,37,13,4,30,90
"left",552.77,552.51,"s03","p736",44,8,4,390,45,14,4,30,90
"left",571.36,571.27,"s03","p736",16,0,5,406,45,15,4,30,90
"left",575.49,574.86,"s03","p736",1,0,6,407,45,16,4,30,90
"left",585.39,581.99,"s03","p736",5,0,7,412,45,17,4,30,90
"left",625.94,625.89,"s03","p736",41,0,8,453,45,18,4,30,90
"left",643.49,642.44,"s03","p736",14,2,9,467,47,19,4,30,90
"left",653.72,650.99,"s03","p736",4,0,10,471,47,20,4,30,90
"left",732.69,732.22,"s03","p736",68,13,11,539,60,21,4,30,90
"left",761.94,761.19,"s03","p736",25,2,12,564,62,22,4,30,90
"left",766.44,765.44,"s03","p736",1,0,13,565,62,23,4,30,90
"left",770.9,769.94,"s03","p736",1,0,14,566,62,24,4,30,90
"right",825.77,770.47,"s03","p736",1,52,1,618,63,24,5,90,30
"left",888.3,880.4,"s03","p736",37,7,1,655,70,25,5,30,90
"left",894.65,893.8,"s03","p736",4,0,2,659,70,26,5,30,90
"left",910.43,910.15,"s03","p736",13,0,3,672,70,27,5,30,90
"left",923.03,920.93,"s03","p736",11,0,4,683,70,28,5,30,90
"right",930.29,902.27,"s03","p736",1,4,1,687,71,28,6,90,30
"left",935.47,933.53,"s03","p736",1,0,1,688,71,29,6,30,90
"left",969.18,967.97,"s03","p736",25,2,2,713,73,30,6,30,90
"left",973.56,972.68,"s03","p736",1,0,3,714,73,31,6,30,90
"left",979.23,979.06,"s03","p736",1,0,4,715,73,32,6,30,90
"left",1001.15,999.73,"s03","p736",18,1,5,733,74,33,6,30,90
"left",1028.73,1027.65,"s03","p736",14,0,6,747,74,34,6,30,90
"left",1054.47,1054.23,"s03","p736",19,2,7,766,76,35,6,30,90
"left",1060.14,1059.97,"s03","p736",2,0,8,768,76,36,6,30,90
"right",1073.69,1054.79,"s03","p736",1,11,1,779,77,36,7,90,30
"left",1089.07,1087.64,"s03","p736",6,1,1,785,78,37,7,30,90
"left",1105.87,1104.57,"s03","p736",7,2,2,792,80,38,7,30,90
"left",1118.59,1117.37,"s03","p736",8,0,3,800,80,39,7,30,90
"right",1127.84,1106.19,"s03","p736",1,6,1,806,81,39,8,90,30
"left",1157.11,1157.09,"s03","p736",24,3,1,830,84,40,8,30,90
"left",1164.68,1163.61,"s03","p736",8,0,2,838,84,41,8,30,90
"left",1183.79,1183.18,"s03","p736",15,1,3,853,85,42,8,30,90
"left",1300.69,1300.29,"s03","p736",84,12,4,937,97,43,8,30,90
"left",1341.5,1341.19,"s03","p736",30,0,5,967,97,44,8,30,90
"right",1348.28,1283.34,"s03","p736",1,2,1,969,98,44,9,90,30
"left",1363.06,1362,"s03","p736",8,0,1,977,98,45,9,30,90
"left",1373.55,1371.56,"s03","p736",7,1,2,984,99,46,9,30,90
"left",1387.77,1387.05,"s03","p736",8,1,3,992,100,47,9,30,90
"right",1403.73,1386.78,"s03","p736",1,11,1,1003,101,47,10,90,30
"right",1432.17,1430.23,"s03","p736",4,25,2,1028,105,47,11,90,30
"right",1445.74,1441.67,"s03","p736",2,5,3,1033,107,47,12,90,30
"left",1454.48,1454.27,"s03","p736",5,1,1,1038,108,48,12,30,90
"right",1474.35,1464.24,"s03","p736",1,12,1,1050,109,48,13,90,30
"left",1493.32,1491.98,"s03","p736",14,2,1,1064,111,49,13,30,90
"left",1519.8,1518.82,"s03","p736",19,5,2,1083,116,50,13,30,90
"left",1558.91,1558.3,"s03","p736",34,5,3,1117,121,51,13,30,90
"left",1614.13,1613.41,"s03","p736",41,6,4,1158,127,52,13,30,90
"left",1633.46,1632.63,"s03","p736",16,0,5,1174,127,53,13,30,90
"left",1645.05,1643.96,"s03","p736",9,0,6,1183,127,54,13,30,90
"right",1657.08,1612.85,"s03","p736",1,6,1,1189,128,54,14,90,30
"right",1676.28,1675.58,"s03","p736",2,13,2,1202,130,54,15,90,30
"left",1726.22,1725.55,"s03","p736",38,7,1,1240,137,55,15,30,90
"left",1740.66,1739.72,"s03","p736",10,2,2,1250,139,56,15,30,90
"left",1753.93,1752.16,"s03","p736",9,2,3,1259,141,57,15,30,90
"right",1766.86,1757.78,"s03","p736",1,6,1,1265,142,57,16,90,30
"left",1771.76,1770.43,"s03","p736",1,0,1,1266,142,58,16,30,90
"left",1793.8,1793.26,"s03","p736",16,1,2,1282,143,59,16,30,90
"left",1826.89,1823.3,"s03","p736",23,5,3,1305,148,60,16,30,90
"left",1849.72,1848.39,"s03","p736",16,4,4,1321,152,61,16,30,90
"left",1875.64,1875.22,"s03","p736",18,2,5,1339,154,62,16,30,90
"left",1896.23,1895.14,"s03","p736",16,1,6,1355,155,63,16,30,90
"left",1916.47,1912.73,"s03","p736",17,0,7,1372,155,64,16,30,90
"right",1925.56,1892.36,"s03","p736",1,1,1,1373,156,64,17,90,30
"left",1930.56,1928.97,"s03","p736",1,0,1,1374,156,65,17,30,90
