"lever","time","scheduled_since","session","bird","cost_local","cost_alter","streak_length","cum_resp_left","cum_resp_right","cum_reinf_left","cum_reinf_right","local_VI","alter_VI"
"right",2321.41,2319.31,"s43","p138",3,2,2,351,668,28,52,30,90
"right",2354.38,2349.91,"s43","p138",9,8,3,359,677,28,53,30,90
"right",2366.36,2364.88,"s43","p138",7,0,4,359,684,28,54,30,90
"right",2375.29,2374.86,"s43","p138",3,0,5,359,687,28,55,30,90
"right",2387.26,2383.79,"s43","p138",4,1,6,360,691,28,56,30,90
"right",2405.02,2404.76,"s43","p138",7,1,7,361,698,28,57,30,90
"right",2430.95,2429.52,"s43","p138",12,4,8,365,710,28,58,30,90
"right",2479.65,2479.45,"s43","p138",19,5,9,370,729,28,59,30,90
"right",2496.88,2495.15,"s43","p138",7,1,10,371,736,28,60,30,90
"right",2534.45,2534.38,"s43","p138",9,4,11,375,745,28,61,30,90
"right",2539.58,2537.95,"s43","p138",1,0,12,375,746,28,62,30,90
"left",2545.9,2545.63,"s43","p138",1,0,1,376,746,29,62,90,30
"right",2615.16,2613.08,"s43","p138",23,9,1,385,769,29,63,30,90
"right",2621.12,2620.66,"s43","p138",1,0,2,385,770,29,64,30,90
"right",2645.78,2643.62,"s43","p138",10,1,3,386,780,29,65,30,90
"right",2658.59,2657.28,"s43","p138",8,0,4,386,788,29,66,30,90
"right",2673.41,2670.09,"s43","p138",5,0,5,386,793,29,67,30,90
"right",2737.83,2734.91,"s43","p138",26,9,6,395,819,29,68,30,90
"right",2768.96,2759.33,"s43","p138",7,0,7,395,826,29,69,30,90
"left",2777.99,2753.4,"s43","p138",1,6,1,396,832,30,69,90,30
"right",2838.63,2833.46,"s43","p138",28,4,1,400,860,30,70,30,90
"right",2855.84,2849.13,"s43","p138",5,0,2,400,865,30,71,30,90
"right",2871.94,2866.34,"s43","p138",3,0,3,400,868,30,72,30,90
"right",2876.15,2875.44,"s43","p138",3,0,4,400,871,30,73,30,90
"right",2884.64,2883.65,"s43","p138",3,1,5,401,874,30,74,30,90
"right",2891.55,2888.14,"s43","p138",1,0,6,401,875,30,75,30,90
"left",2939.13,2938.49,"s43","p138",3,22,1,404,897,31,75,90,30
"right",2961.18,2960.05,"s43","p138",12,2,1,406,909,31,76,30,90
"left",2981.59,2980.63,"s43","p138",2,8,1,408,917,32,76,90,30
"left",3045.87,3043.09,"s43","p138",8,18,2,416,935,33,76,90,30
"right",3054.29,3053.68,"s43","p138",4,0,1,416,939,33,77,30,90
"right",3068.88,3064.79,"s43","p138",5,2,2,418,944,33,78,30,90
"right",3169.96,3161.38,"s43","p138",14,16,3,434,958,33,79,30,90
"right",3197.26,3178.46,"s43","p138",3,2,4,436,961,33,80,30,90
"right",3219.16,3209.76,"s43","p138",4,1,5,437,965,33,81,30,90
"right",3268.11,3267.66,"s43","p138",14,1,6,438,979,33,82,30,90
"left",3299.72,3293.37,"s43","p138",3,6,1,441,985,34,82,90,30
"right",3325.34,3311.61,"s43","p138",5,1,1,442,990,34,83,30,90
"left",3340.37,3337.22,"s43","p138",1,6,1,443,996,35,83,90,30
"right",3373.4,3370.84,"s43","p138",6,7,1,450,1002,35,84,30,90
"right",3417.1,3414.9,"s43","p138",7,0,2,450,1009,35,85,30,90
"right",3449.78,3446.6,"s43","p138",13,5,3,455,1022,35,86,30,90
"right",3459.52,3456.28,"s43","p138",2,0,4,455,1024,35,87,30,90
"right",3530.44,3529.02,"s43","p138",22,8,5,463,1046,35,88,30,90
"left",3567.65,3548.87,"s43","p138",2,7,1,465,1053,36,88,90,30
"right",3584.55,3575.94,"s43","p138",3,2,1,467,1056,36,89,30,90
"right",90.33,89.99,"s44","p138",19,10,1,10,19,0,1,30,90
"right",101.82,99.83,"s44","p138",4,1,2,11,23,0,2,30,90
"left",143.89,141.99,"s44","p138",7,21,1,18,44,1,2,90,30
"right",162.36,161.32,"s44","p138",3,7,1,25,47,1,3,30,90
"right",211.54,206.86,"s44","p138",20,14,2,39,67,1,4,30,90
"left",218.75,211.39,"s44","p138",1,2,1,40,69,2,4,90,30
"right",228.61,228.04,"s44","p138",3,4,1,44,72,2,5,30,90
"left",242.27,242.25,"s44","p138",3,2,1,47,74,3,5,90,30
"right",260.22,260.11,"s44","p138",7,6,1,53,81,3,6,30,90
"left",272.15,270.77,"s44","p138",1,3,1,54,84,4,6,90,30
"right",321.36,314.72,"s44","p138",22,10,1,64,106,4,7,30,90
"right",332.23,326.86,"s44","p138",3,2,2,66,109,4,8,30,90
"left",338.2,337.65,"s44","p138",1,1,1,67,110,5,8,90,30
"left",380.21,375.7,"s44","p138",16,12,2,83,122,6,8,90,30
"right",389.83,386.73,"s44","p138",3,2,1,85,125,6,9,30,90
"left",453.6,452.71,"s44","p138",17,23,1,102,148,7,9,90,30
"right",475.32,474.33,"s44","p138",7,7,1,109,155,7,10,30,90
"right",489.29,488.82,"s44","p138",4,1,2,110,159,7,11,30,90
"right",502.2,499.79,"s44","p138",6,1,3,111,165,7,12,30,90
"right",546,542.7,"s44","p138",16,10,4,121,181,7,13,30,90
"right",556.08,552.5,"s44","p138",3,0,5,121,184,7,14,30,90
"left",563.98,557.1,"s44","p138",1,3,1,122,187,8,14,90,30
"right",569.11,568.58,"s44","p138",1,0,1,122,188,8,15,30,90
"left",596.3,594.48,"s44","p138",3,12,1,125,200,9,15,90,30
"right",600.88,597.61,"s44","p138",1,0,1,125,201,9,16,30,90
"left",606.47,605.8,"s44","p138",1,3,1,126,204,10,16,90,30
"left",671.04,670.97,"s44","p138",11,24,2,137,228,11,16,90,30
"right",689.68,685.38,"s44","p138",9,6,1,143,237,11,17,30,90
"right",749.3,744.18,"s44","p138",20,4,2,147,257,11,18,30,90
"right",777.19,776.8,"s44","p138",11,5,3,152,268,11,19,30,90
"left",791.36,788.54,"s44","p138",2,6,1,154,274,12,19,90,30
"left",826.74,825.86,"s44","p138",7,17,2,161,291,13,19,90,30
"right",863.14,860.69,"s44","p138",13,7,1,168,304,13,20,30,90
"right",880.47,877.64,"s44","p138",6,4,2,172,310,13,21,30,90
"left",1016.9,1007.24,"s44","p138",23,45,1,195,355,14,21,90,30
"right",1076.03,1075.97,"s44","p138",18,16,1,211,373,14,22,30,90
"right",1099.17,1098.53,"s44","p138",14,4,2,215,387,14,23,30,90
"right",1117.79,1116.67,"s44","p138",13,4,3,219,400,14,24,30,90
"right",1149.7,1147.29,"s44","p138",15,8,4,227,415,14,25,30,90
"right",1159.22,1159.2,"s44","p138",2,1,5,228,417,14,26,30,90
"right",1175.59,1174.72,"s44","p138",9,3,6,231,426,14,27,30,90
"right",1211.6,1211.09,"s44","p138",18,9,7,240,444,14,28,30,90
"right",1221.87,1218.1,"s44","p138",4,2,8,242,448,14,29,30,90
"right",1311.23,1310.37,"s44","p138",51,16,9,258,499,14,30,30,90
"right",1326.36,1322.73,"s44","p138",6,1,10,259,505,14,31,30,90
"right",1363.98,1359.86,"s44","p138",23,3,11,262,528,14,32,30,90
"left",1384.92,1378.4,"s44","p138",2,9,1,264,537,15,32,90,30
"right",1389.73,1387.48,"s44","p138",1,0,1,264,538,15,33,30,90
"right",1426.67,1426.23,"s44","p138",21,1,2,265,559,15,34,30,90
"left",1435.91,1415.42,"s44","p138",1,2,1,266,561,16,34,90,30
"right",1444.9,1443.17,"s44","p138",4,3,1,269,565,16,35,30,90
"right",1480.74,1478.4,"s44","p138",17,2,2,271,582,16,36,30,90
"right",1543.31,1536.24,"s44","p138",28,4,3,275,610,16,37,30,90
"right",1550.91,1550.81,"s44","p138",4,0,4,275,614,16,38,30,90
"right",1560.47,1557.41,"s44","p138",3,0,5,275,617,16,39,30,90
"right",1567.52,1565.97,"s44","p138",2,0,6,275,619,16,40,30,90
"right",1590.13,1588.02,"s44","p138",8,0,7,275,627,16,41,30,90
"right",1594.63,1593.63,"s44","p138",2,0,8,275,629,16,42,30,90
"left",1600.69,1577.41,"s44","p138",1,1,1,276,630,17,42,90,30
"right",1642.75,1640.13,"s44","p138",24,8,1,284,654,17,43,30,90
"right",1693.75,1691.25,"s44","p138",25,4,2,288,679,17,44,30,90
"left",1701.4,1680.19,"s44","p138",1,2,1,289,681,18,44,90,30
"right",1709.89,1708.25,"s44","p138",4,1,1,290,685,18,45,30,90
"right",1760.1,1758.39,"s44","p138",19,2,2,292,704,18,46,30,90
"right",1780.93,1777.6,"s44","p138",12,1,3,293,716,18,47,30,90
"left",1793.25,1790.9,"s44","p138",3,4,1,296,720,19,47,90,30
"right",1797.69,1795.43,"s44","p138",1,0,1,296,721,19,48,30,90
"right",1808.51,1805.19,"s44","p138",2,2,2,298,723,19,49,30,90
"right",1893.47,1891.01,"s44","p138",35,3,3,301,758,19,50,30,90
"right",1939.77,1935.97,"s44","p138",19,5,4,306,777,19,51,30,90
"left",1949.65,1929.75,"s44","p138",1,3,1,307,780,20,51,90,30
"right",1964.89,1961.27,"s44","p138",7,2,1,309,787,20,52,30,90
"right",1975.48,1972.39,"s44","p138",4,0,2,309,791,20,53,30,90
"right",2028.29,2027.98,"s44","p138",15,5,3,314,806,20,54,30,90
"right",2032.83,2031.79,"s44","p138",1,0,4,314,807,20,55,30,90
"right",2054.49,2049.33,"s44","p138",7,1,5,315,814,20,56,30,90
"right",2076.29,2073.99,"s44","p138",9,4,6,319,823,20,57,30,90
"left",2103.72,2096.15,"s44","p138",3,3,1,322,826,21,57,90,30
"right",2124.24,2121.79,"s44","p138",6,2,1,324,832,21,58,30,90
"right",2137.91,2137.74,"s44","p138",5,0,2,324,837,21,59,30,90
"left",2146.49,2122.22,"s44","p138",1,3,1,325,840,22,59,90,30
"right",2151.42,2149.41,"s44","p138",1,0,1,325,841,22,60,30,90
"right",2164.98,2164.92,"s44","p138",5,1,2,326,846,22,61,30,90
"right",2187.85,2186.48,"s44","p138",5,3,3,329,851,22,62,30,90
"right",2204.51,2201.35,"s44","p138",7,5,4,334,858,22,63,30,90
"right",2220.96,2219.01,"s44","p138",6,2,5,336,864,22,64,30,90
"right",2250.4,2249.46,"s44","p138",13,3,6,339,877,22,65,30,90
"right",2272.93,2266.9,"s44","p138",11,3,7,342,888,22,66,30,90
"right",2300.66,2299.43,"s44","p138",11,1,8,343,899,22,67,30,90
"left",2306,2302.99,"s44","p138",1,1,1,344,900,23,67,90,30
"right",2334.76,2333.16,"s44","p138",14,2,1,346,914,23,68,30,90
"right",2341.61,2340.26,"s44","p138",1,1,2,347,915,23,69,30,90
"right",2346.39,2346.11,"s44","p138",2,0,3,347,917,23,70,30,90
"right",2355.25,2352.89,"s44","p138",4,0,4,347,921,23,71,30,90
"right",2378.63,2376.75,"s44","p138",10,3,5,350,931,23,72,30,90
"right",2390.57,2388.13,"s44","p138",7,0,6,350,938,23,73,30,90
"right",2401.34,2399.07,"s44","p138",4,2,7,352,942,23,74,30,90
"right",2424.43,2422.84,"s44","p138",12,3,8,355,954,23,75,30,90
"right",2443.87,2439.93,"s44","p138",9,2,9,357,963,23,76,30,90
"right",2471.63,2469.37,"s44","p138",16,1,10,358,979,23,77,30,90
"right",2506.68,2505.13,"s44","p138",15,2,11,360,994,23,78,30,90
"right",2511.25,2511.18,"s44","p138",1,0,12,360,995,23,79,30,90
"right",2518.13,2515.75,"s44","p138",2,0,13,360,997,23,80,30,90
"left",2522.74,2490.5,"s44","p138",1,0,1,361,997,24,80,90,30
"right",2534.99,2531.63,"s44","p138",4,1,1,362,1001,24,81,30,90
"right",2628.32,2623.49,"s44","p138",44,6,2,368,1045,24,82,30,90
"right",2645.99,2644.82,"s44","p138",9,1,3,369,1054,24,83,30,90
"right",2717.31,2713.49,"s44","p138",31,5,4,374,1085,24,84,30,90
"right",2739.61,2738.81,"s44","p138",10,0,5,374,1095,24,85,30,90
"right",2772.14,2769.11,"s44","p138",8,1,6,375,1103,24,86,30,90
"right",2787.57,2782.64,"s44","p138",5,1,7,376,1108,24,87,30,90
"right",2859.33,2859.07,"s44","p138",20,3,8,379,1128,24,88,30,90
"left",2899.3,2882.24,"s44","p138",1,15,1,380,1143,25,88,90,30
"right",2903.67,2902.83,"s44","p138",1,0,1,380,1144,25,89,30,90
"left",2955.47,2934.8,"s44","p138",2,32,1,382,1176,26,89,90,30
"right",3005.28,2999.17,"s44","p138",16,3,1,385,1192,26,90,30,90
"right",3042.07,3036.78,"s44","p138",10,3,2,388,1202,26,91,30,90
"right",3064.94,3064.57,"s44","p138",8,1,3,389,1210,26,92,30,90
"right",3111.35,3102.44,"s44","p138",13,3,4,392,1223,26,93,30,90
"right",3136.37,3133.85,"s44","p138",8,0,5,392,1231,26,94,30,90
"right",3159.33,3158.87,"s44","p138",9,0,6,392,1240,26,95,30,90
"left",3175.29,3166.97,"s44","p138",1,7,1,393,1247,27,95,90,30
"right",3179.72,3176.83,"s44","p138",1,0,1,393,1248,27,96,30,90
"right",3238.36,3237.22,"s44","p138",19,3,2,396,1267,27,97,30,90
"right",3256.97,3256.86,"s44","p138",5,1,3,397,1272,27,98,30,90
"left",3264.77,3243.79,"s44","p138",1,4,1,398,1276,28,98,90,30
"right",3304.39,3303.47,"s44","p138",18,0,1,398,1294,28,99,30,90
"right",3315.57,3312.89,"s44","p138",5,1,2,399,1299,28,100,30,90
"right",3339.74,3338.07,"s44","p138",10,1,3,400,1309,28,101,30,90
"right",3361.72,3356.24,"s44","p138",11,3,4,403,1320,28,102,30,90
"left",3374.72,3374.27,"s44","p138",1,3,1,404,1323,29,102,90,30
"right",3379.53,3370.22,"s44","p138",1,0,1,404,1324,29,103,30,90
"right",3461.78,3461.03,"s44","p138",33,9,2,413,1357,29,104,30,90
"left",3502.23,3501.22,"s44","p138",2,21,1,415,1378,30,104,90,30
"left",3523.28,3516.73,"s44","p138",1,11,2,416,1389,31,104,90,30
"right",49.39,29.99,"s45","p138",1,0,1,0,1,0,1,30,90
"right",63.32,53.89,"s45","p138",1,0,2,0,2,0,2,30,90
"right",76.21,72.82,"s45","p138",2,1,3,1,4,0,3,30,90
"left",112.81,105.99,"s45","p138",4,10,1,5,14,1,3,90,30
"right",135.97,135.71,"s45","p138",5,9,1,14,19,1,4,30,90
"right",152.63,141.47,"s45","p138",2,2,2,16,21,1,5,30,90
"right",178.75,176.13,"s45","p138",5,3,3,19,26,1,6,30,90
"right",273.1,245.25,"s45","p138",17,18,4,37,43,1,7,30,90
"right",289.01,287.6,"s45","p138",7,1,5,38,50,1,8,30,90
"right",389.92,387.51,"s45","p138",16,8,6,46,66,1,9,30,90
"left",423.02,408.31,"s45","p138",1,7,1,47,73,2,9,90,30
"left",437.24,432.52,"s45","p138",1,5,2,48,78,3,9,90,30
"right",455.02,448.42,"s45","p138",2,4,1,52,80,3,10,30,90
"right",471.94,471.52,"s45","p138",4,3,2,55,84,3,11,30,90
"left",520.15,514.74,"s45","p138",9,4,1,64,88,4,11,90,30
"right",535.06,533.44,"s45","p138",3,4,1,68,91,4,12,30,90
"right",546.47,543.56,"s45","p138",2,0,2,68,93,4,13,30,90
"left",568.32,563.65,"s45","p138",4,5,1,72,98,5,13,90,30
"right",584.92,581.97,"s45","p138",3,3,1,75,101,5,14,30,90
"left",601.23,597.82,"s45","p138",4,3,1,79,104,6,14,90,30
"right",607.17,599.42,"s45","p138",1,0,1,79,105,6,15,30,90
"left",633.48,632.73,"s45","p138",5,6,1,84,111,7,15,90,30
"right",653.17,650.67,"s45","p138",3,5,1,89,114,7,16,30,90
"right",695.75,694.67,"s45","p138",12,9,2,98,126,7,17,30,90
"right",712.75,707.25,"s45","p138",2,0,3,98,128,7,18,30,90
"right",721.78,719.25,"s45","p138",1,0,4,98,129,7,19,30,90
"right",779.5,776.28,"s45","p138",22,8,5,106,151,7,20,30,90
"right",907.49,894,"s45","p138",28,18,6,124,179,7,21,30,90
"left",914.07,908.98,"s45","p138",1,1,1,125,180,8,21,90,30
"left",948.29,944.57,"s45","p138",4,5,2,129,185,9,21,90,30
"right",1002.08,994.99,"s45","p138",8,8,1,137,193,9,22,30,90
"left",1010.99,999.79,"s45","p138",1,1,1,138,194,10,22,90,30
"right",1016.39,1010.58,"s45","p138",1,1,1,139,195,10,23,30,90
"right",1026.93,1022.89,"s45","p138",1,2,2,141,196,10,24,30,90
"right",1048.53,1046.43,"s45","p138",4,3,3,144,200,10,25,30,90
"right",1073.04,1063.03,"s45","p138",4,4,4,148,204,10,26,30,90
"right",1116.48,1112.54,"s45","p138",7,4,5,152,211,10,27,30,90
"right",1149.28,1145.98,"s45","p138",7,3,6,155,218,10,28,30,90
"right",1175.58,1174.78,"s45","p138",4,2,7,157,222,10,29,30,90
"left",1182.39,1178.49,"s45","p138",1,0,1,158,222,11,29,90,30
"right",1189.22,1187.08,"s45","p138",1,0,1,158,223,11,30,30,90
"left",1195.38,1191.89,"s45","p138",1,2,1,159,225,12,30,90,30
"right",1211.65,1204.72,"s45","p138",2,0,1,159,227,12,31,30,90
"right",1303.88,1302.15,"s45","p138",24,10,2,169,251,12,32,30,90
"right",1358.99,1351.38,"s45","p138",9,5,3,174,260,12,33,30,90
"left",1371.46,1350.88,"s45","p138",1,0,1,175,260,13,33,90,30
"right",1390.41,1389.49,"s45","p138",4,2,1,177,264,13,34,30,90
"right",1412.25,1407.91,"s45","p138",8,2,2,179,272,13,35,30,90
"right",1431.12,1423.75,"s45","p138",4,2,3,181,276,13,36,30,90
"right",1447.78,1447.62,"s45","p138",3,2,4,183,279,13,37,30,90
"right",1457.15,1455.28,"s45","p138",1,1,5,184,280,13,38,30,90
"right",1523.52,1521.65,"s45","p138",24,5,6,189,304,13,39,30,90
"left",1535.17,1532.96,"s45","p138",1,4,1,190,308,14,39,90,30
"right",1549.79,1544.02,"s45","p138",2,2,1,192,310,14,40,30,90
"right",1578.82,1571.29,"s45","p138",5,1,2,193,315,14,41,30,90
"right",1597.97,1595.32,"s45","p138",5,1,3,194,320,14,42,30,90
"right",1612.51,1606.47,"s45","p138",5,1,4,195,325,14,43,30,90
"left",1626.88,1621.67,"s45","p138",2,3,1,197,328,15,43,90,30
"right",1646.71,1626.01,"s45","p138",1,3,1,200,329,15,44,30,90
"right",1657.87,1653.21,"s45","p138",3,0,2,200,332,15,45,30,90
"right",1679.57,1678.37,"s45","p138",13,0,3,200,345,15,46,30,90
"left",1689.06,1666.38,"s45","p138",1,7,1,201,352,16,46,90,30
"right",1704.28,1702.07,"s45","p138",6,0,1,201,358,16,47,30,90
"left",1723.24,1713.56,"s45","p138",2,7,1,203,365,17,47,90,30
"right",1743.13,1741.78,"s45","p138",10,1,1,204,375,17,48,30,90
"right",1766.17,1765.63,"s45","p138",5,0,2,204,380,17,49,30,90
"right",1808.91,1802.67,"s45","p138",14,2,3,206,394,17,50,30,90
"right",1860.21,1852.41,"s45","p138",16,1,4,207,410,17,51,30,90
"right",1904.73,1903.71,"s45","p138",16,2,5,209,426,17,52,30,90
"right",1911.74,1908.23,"s45","p138",1,0,6,209,427,17,53,30,90
"right",1944.52,1944.24,"s45","p138",12,2,7,211,439,17,54,30,90
"left",1955.73,1928.74,"s45","p138",1,1,1,212,440,18,54,90,30
"right",1979.19,1977.02,"s45","p138",9,0,1,212,449,18,55,30,90
"right",2002.33,1996.69,"s45","p138",7,1,2,213,456,18,56,30,90
"left",2015.54,2014.23,"s45","p138",1,5,1,214,461,19,56,90,30
"right",2020.57,2016.83,"s45","p138",1,0,1,214,462,19,57,30,90
"right",2028.18,2026.07,"s45","p138",1,0,2,214,463,19,58,30,90
"right",2079.14,2077.68,"s45","p138",21,2,3,216,484,19,59,30,90
"right",2186.05,2185.64,"s45","p138",36,9,4,225,520,19,60,30,90
"right",2214.81,2204.55,"s45","p138",7,0,5,225,527,19,61,30,90
"left",2219.93,2195.04,"s45","p138",1,1,1,226,528,20,61,90,30
"right",2224.91,2219.31,"s45","p138",1,1,1,227,529,20,62,30,90
"right",2253.32,2249.41,"s45","p138",4,3,2,230,533,20,63,30,90
"right",2305.19,2304.82,"s45","p138",12,3,3,233,545,20,64,30,90
"right",2326.57,2317.69,"s45","p138",6,5,4,238,551,20,65,30,90
"right",2339.65,2339.07,"s45","p138",4,1,5,239,555,20,66,30,90
"right",2415.79,2402.15,"s45","p138",20,0,6,239,575,20,67,30,90
"left",2432.33,2354.43,"s45","p138",1,7,1,240,582,21,67,90,30
"right",2481.27,2479.29,"s45","p138",22,3,1,243,604,21,68,30,90
"right",2589.44,2572.77,"s45","p138",32,7,2,250,636,21,69,30,90
"right",2655.96,2653.94,"s45","p138",12,0,3,250,648,21,70,30,90
"right",2679.2,2676.46,"s45","p138",7,0,4,250,655,21,71,30,90
"left",2695.1,2585.83,"s45","p138",1,7,1,251,662,22,71,90,30
"left",2719.9,2717.6,"s45","p138",3,8,2,254,670,23,71,90,30
"left",2772.26,2769.4,"s45","p138",3,15,3,257,685,24,71,90,30
"right",2810.27,2809.7,"s45","p138",5,3,1,260,690,24,72,30,90
"right",2831.52,2830.77,"s45","p138",5,0,2,260,695,24,73,30,90
"right",2856.91,2845.02,"s45","p138",7,2,3,262,702,24,74,30,90
"left",2871.68,2851.76,"s45","p138",1,6,1,263,708,25,74,90,30
"right",3055.66,3042.41,"s45","p138",41,6,1,269,749,25,75,30,90
"right",3085.33,3080.16,"s45","p138",7,0,2,269,756,25,76,30,90
"left",3090.29,3051.18,"s45","p138",1,0,1,270,756,26,76,90,30
"right",3183.55,3182.83,"s45","p138",20,9,1,279,776,26,77,30,90
"left",3209.54,3185.79,"s45","p138",1,6,1,280,782,27,77,90,30
"right",3217.19,3216.05,"s45","p138",2,1,1,281,784,27,78,30,90
"left",3222.95,3213.04,"s45","p138",1,2,1,282,786,28,78,90,30
"right",3237.87,3228.69,"s45","p138",2,1,1,283,788,28,79,30,90
"right",3258.28,3257.37,"s45","p138",4,1,2,284,792,28,80,30,90
"right",3304.46,3301.78,"s45","p138",9,2,3,286,801,28,81,30,90
"left",3315.87,3283.45,"s45","p138",1,6,1,287,807,29,81,90,30
"right",3353.26,3348.96,"s45","p138",16,2,1,289,823,29,82,30,90
"left",3364.54,3351.37,"s45","p138",1,3,1,290,826,30,82,90,30
"right",3372.75,3368.76,"s45","p138",1,0,1,290,827,30,83,30,90
"right",3416.05,3412.25,"s45","p138",15,4,2,294,842,30,84,30,90
"right",3474.33,3470.55,"s45","p138",21,0,3,294,863,30,85,30,90
"right",3489.99,3486.83,"s45","p138",8,0,4,294,871,30,86,30,90
"left",3529.88,3424.04,"s45","p138",1,18,1,295,889,31,86,90,30
"right",3535.7,3522.49,"s45","p138",1,1,1,296,890,31,87,30,90
"right",3552.42,3551.2,"s45","p138",6,0,2,296,896,31,88,30,90
"left",3588.36,3541.38,"s45","p138",1,10,1,297,906,32,88,90,30
"right",3593.15,3590.92,"s45","p138",1,0,1,297,907,32,89,30,90
"right",24.77,14.99,"s46","p138",1,3,1,3,1,0,1,30,90
"right",47.72,47.27,"s46","p138",4,0,2,3,5,0,2,30,90
"right",101.92,98.22,"s46","p138",23,3,3,6,28,0,3,30,90
"left",114.92,108.99,"s46","p138",1,4,1,7,32,1,3,90,30
"right",136.75,136.42,"s46","p138",10,5,1,12,42,1,4,30,90
"left",146.84,141.42,"s46","p138",1,3,1,13,45,2,4,90,30
"right",155.14,150.25,"s46","p138",1,2,1,15,46,2,5,30,90
"left",181.47,181.34,"s46","p138",3,13,1,18,59,3,5,90,30
"right",208.5,207.64,"s46","p138",5,7,1,25,64,3,6,30,90
"right",217.04,215,"s46","p138",2,2,2,27,66,3,7,30,90
"left",241.6,239.97,"s46","p138",6,8,1,33,74,4,7,90,30
"left",276.39,257.1,"s46","p138",5,7,2,38,81,5,7,90,30
"right",315.93,305.54,"s46","p138",8,13,1,51,89,5,8,30,90
"left",336.62,335.89,"s46","p138",4,4,1,55,93,6,8,90,30
"left",348.35,344.12,"s46","p138",2,3,2,57,96,7,8,90,30
"left",358.83,356.85,"s46","p138",3,4,3,60,100,8,8,90,30
"left",370.9,365.33,"s46","p138",5,4,4,65,104,9,8,90,30
"right",380.65,380.43,"s46","p138",3,4,1,69,107,9,9,30,90
"right",408.16,408.15,"s46","p138",11,4,2,73,118,9,10,30,90
"right",441.51,439.66,"s46","p138",11,9,3,82,129,9,11,30,90
"right",455.59,453.01,"s46","p138",3,4,4,86,132,9,12,30,90
"left",466,462.4,"s46","p138",1,3,1,87,135,10,12,90,30
"right",514.81,499.09,"s46","p138",9,14,1,101,144,10,13,30,90
"right",519.63,519.31,"s46","p138",1,0,2,101,145,10,14,30,90
"right",532.47,530.13,"s46","p138",8,0,3,101,153,10,15,30,90
"right",545.6,544.97,"s46","p138",3,0,4,101,156,10,16,30,90
"left",551.55,547.5,"s46","p138",1,2,1,102,158,11,16,90,30
"right",565.58,564.1,"s46","p138",6,4,1,106,164,11,17,30,90
"left",609.09,607.05,"s46","p138",8,12,1,114,176,12,17,90,30
"left",663.03,662.59,"s46","p138",13,17,2,127,193,13,17,90,30
"right",727.31,724.08,"s46","p138",11,15,1,142,204,13,18,30,90
"right",734.37,730.81,"s46","p138",1,2,2,144,205,13,19,30,90
"right",752.01,748.87,"s46","p138",9,1,3,145,214,13,20,30,90
"right",758.24,756.51,"s46","p138",3,2,4,147,217,13,21,30,90
"left",797.77,787.53,"s46","p138",2,13,1,149,230,14,21,90,30
"right",825.57,817.74,"s46","p138",8,8,1,157,238,14,22,30,90
"right",942.53,936.07,"s46","p138",34,28,2,185,272,14,23,30,90
"right",947.04,947.03,"s46","p138",1,0,3,185,273,14,24,30,90
"right",955.09,952.54,"s46","p138",1,1,4,186,274,14,25,30,90
"right",966.6,964.59,"s46","p138",3,1,5,187,277,14,26,30,90
"right",973.46,973.1,"s46","p138",1,2,6,189,278,14,27,30,90
"left",1027.17,1022.27,"s46","p138",6,22,1,195,300,15,27,90,30
"right",1032.13,1027.96,"s46","p138",1,2,1,197,301,15,28,30,90
"right",1044.19,1038.63,"s46","p138",2,3,2,200,303,15,29,30,90
"right",1056.35,1055.69,"s46","p138",5,3,3,203,308,15,30,30,90
"right",1104,1103.85,"s46","p138",15,5,4,208,323,15,31,30,90
"left",1110,1109.67,"s46","p138",1,3,1,209,326,16,31,90,30
"right",1122.37,1121.5,"s46","p138",3,3,1,212,329,16,32,30,90
"left",1138.08,1137.5,"s46","p138",1,4,1,213,333,17,32,90,30
"left",1165.23,1164.58,"s46","p138",2,9,2,215,342,18,32,90,30
"right",1217.07,1204.87,"s46","p138",11,5,1,220,353,18,33,30,90
"right",1221.82,1220.57,"s46","p138",1,0,2,220,354,18,34,30,90
"right",1248.71,1244.32,"s46","p138",7,4,3,224,361,18,35,30,90
"left",1254.76,1250.73,"s46","p138",1,1,1,225,362,19,35,90,30
"left",1267.85,1261.26,"s46","p138",3,2,2,228,364,20,35,90,30
"right",1307.95,1307.21,"s46","p138",19,7,1,235,383,20,36,30,90
"right",1326,1323.45,"s46","p138",5,0,2,235,388,20,37,30,90
"left",1330.28,1303.35,"s46","p138",1,0,1,236,388,21,37,90,30
"right",1337.15,1333.5,"s46","p138",1,2,1,238,389,21,38,30,90
"right",1354.07,1351.65,"s46","p138",8,2,2,240,397,21,39,30,90
"right",1391.27,1388.57,"s46","p138",12,5,3,245,409,21,40,30,90
"right",1409.62,1399.77,"s46","p138",2,2,4,247,411,21,41,30,90
"right",1465.75,1462.12,"s46","p138",13,4,5,251,424,21,42,30,90
"left",1497.65,1490.78,"s46","p138",1,11,1,252,435,22,42,90,30
"right",1526.54,1526.25,"s46","p138",10,3,1,255,445,22,43,30,90
"left",1532.44,1523.15,"s46","p138",1,1,1,256,446,23,43,90,30
"right",1539.05,1539.04,"s46","p138",1,2,1,258,447,23,44,30,90
"right",1547.72,1544.55,"s46","p138",1,0,2,258,448,23,45,30,90
"right",1565.13,1564.22,"s46","p138",5,1,3,259,453,23,46,30,90
