"lever","time","scheduled_since","session","bird","cost_local","cost_alter","streak_length","cum_resp_left","cum_resp_right","cum_reinf_left","cum_reinf_right","local_VI","alter_VI"
"right",1503.12,1501.96,"s19","p530",10,3,8,621,918,15,55,30,90
"right",1507.26,1506.62,"s19","p530",2,0,9,621,920,15,56,30,90
"left",1511.12,1502.48,"s19","p530",1,0,1,622,920,16,56,90,30
"right",1526.77,1526.76,"s19","p530",11,12,1,634,931,16,57,30,90
"right",1549.37,1547.27,"s19","p530",23,4,2,638,954,16,58,30,90
"right",1615.8,1613.87,"s19","p530",37,15,3,653,991,16,59,30,90
"left",1619.85,1612.62,"s19","p530",1,1,1,654,992,17,59,90,30
"right",1655.8,1649.3,"s19","p530",23,12,1,666,1015,17,60,30,90
"left",1673.9,1662.35,"s19","p530",3,13,1,669,1028,18,60,90,30
"right",1685.52,1681.3,"s19","p530",6,4,1,673,1034,18,61,30,90
"right",1742.74,1741.02,"s19","p530",38,10,2,683,1072,18,62,30,90
"right",1750.31,1746.24,"s19","p530",2,5,3,688,1074,18,63,30,90
"left",1764.29,1762.4,"s19","p530",6,8,1,694,1082,19,63,90,30
"right",1769.45,1762.81,"s19","p530",1,1,1,695,1083,19,64,30,90
"right",1801.19,1800.95,"s19","p530",17,12,2,707,1100,19,65,30,90
"right",1839.68,1838.69,"s19","p530",16,12,3,719,1116,19,66,30,90
"right",1851.31,1850.18,"s19","p530",3,3,4,722,1119,19,67,30,90
"right",1868.98,1868.81,"s19","p530",11,6,5,728,1130,19,68,30,90
"right",1903.8,1902.48,"s19","p530",25,12,6,740,1155,19,69,30,90
"right",1924.05,1919.3,"s19","p530",12,9,7,749,1167,19,70,30,90
"right",1946.58,1944.55,"s19","p530",16,1,8,750,1183,19,71,30,90
"left",1964.78,1959.79,"s19","p530",5,14,1,755,1197,20,71,90,30
"right",1976.46,1976.08,"s19","p530",7,6,1,761,1204,20,72,30,90
"right",1987.84,1985.96,"s19","p530",6,4,2,765,1210,20,73,30,90
"right",1994.56,1993.34,"s19","p530",4,2,3,767,1214,20,74,30,90
"right",2016.25,2015.06,"s19","p530",11,8,4,775,1225,20,75,30,90
"right",2086.77,2084.75,"s19","p530",30,8,5,783,1255,20,76,30,90
"left",2092.57,2079.28,"s19","p530",1,1,1,784,1256,21,76,90,30
"right",2140.12,2138.27,"s19","p530",26,14,1,798,1282,21,77,30,90
"right",2150.54,2148.62,"s19","p530",4,5,2,803,1286,21,78,30,90
"right",2156.28,2155.04,"s19","p530",1,2,3,805,1287,21,79,30,90
"right",2161.13,2159.78,"s19","p530",1,2,4,807,1288,21,80,30,90
"left",2191.93,2190.07,"s19","p530",14,22,1,821,1310,22,80,90,30
"right",2198.78,2197.63,"s19","p530",2,4,1,825,1312,22,81,30,90
"right",2214.39,2214.28,"s19","p530",7,4,2,829,1319,22,82,30,90
"right",2225.89,2224.89,"s19","p530",8,2,3,831,1327,22,83,30,90
"right",2296.68,2296.39,"s19","p530",40,28,4,859,1367,22,84,30,90
"right",2320.31,2317.18,"s19","p530",19,8,5,867,1386,22,85,30,90
"left",2343.74,2338.43,"s19","p530",11,17,1,878,1403,23,85,90,30
"right",2348.63,2343.81,"s19","p530",1,2,1,880,1404,23,86,30,90
"right",2365.78,2364.13,"s19","p530",11,7,2,887,1415,23,87,30,90
"right",2405.3,2405.28,"s19","p530",33,10,3,897,1448,23,88,30,90
"left",2415.25,2412.24,"s19","p530",4,6,1,901,1454,24,88,90,30
"right",2421.91,2420.8,"s19","p530",2,4,1,905,1456,24,89,30,90
"right",2431.16,2429.41,"s19","p530",5,4,2,909,1461,24,90,30,90
"left",2441.39,2438.75,"s19","p530",5,4,1,914,1465,25,90,90,30
"left",2501.97,2495.89,"s19","p530",18,43,2,932,1508,26,90,90,30
"right",2506.51,2505.66,"s19","p530",1,2,1,934,1509,26,91,30,90
"left",2516.51,2516.47,"s19","p530",4,6,1,938,1515,27,91,90,30
"right",2528.1,2527.01,"s19","p530",8,7,1,945,1523,27,92,30,90
"right",2546.61,2546.6,"s19","p530",12,6,2,951,1535,27,93,30,90
"right",2557.6,2556.11,"s19","p530",5,5,3,956,1540,27,94,30,90
"right",2567.71,2567.1,"s19","p530",8,4,4,960,1548,27,95,30,90
"right",2596.3,2596.21,"s19","p530",21,14,5,974,1569,27,96,30,90
"right",2635.9,2634.8,"s19","p530",23,14,6,988,1592,27,97,30,90
"right",2648.25,2646.4,"s19","p530",7,7,7,995,1599,27,98,30,90
"right",2684.57,2682.75,"s19","p530",34,14,8,1009,1633,27,99,30,90
"right",2707.74,2707.07,"s19","p530",21,8,9,1017,1654,27,100,30,90
"right",2747.91,2746.24,"s19","p530",35,14,10,1031,1689,27,101,30,90
"right",2784.61,2782.41,"s19","p530",32,17,11,1048,1721,27,102,30,90
"left",2825.1,2822.01,"s19","p530",15,28,1,1063,1749,28,102,90,30
"right",2833.3,2833.11,"s19","p530",4,3,1,1066,1753,28,103,30,90
"right",2848.04,2847.8,"s19","p530",10,7,2,1073,1763,28,104,30,90
"right",2866.03,2865.54,"s19","p530",8,9,3,1082,1771,28,105,30,90
"right",2876.94,2876.53,"s19","p530",4,0,4,1082,1775,28,106,30,90
"left",2888.49,2866.6,"s19","p530",1,5,1,1083,1780,29,106,90,30
"left",2901.06,2900.99,"s19","p530",8,4,2,1091,1784,30,106,90,30
"right",2953.49,2951.44,"s19","p530",35,15,1,1106,1819,30,107,30,90
"left",2957.28,2953.56,"s19","p530",1,0,1,1107,1819,31,107,90,30
"right",2968.25,2967.99,"s19","p530",4,4,1,1111,1823,31,108,30,90
"right",3029.8,3029.75,"s19","p530",46,10,2,1121,1869,31,109,30,90
"right",3119.96,3118.3,"s19","p530",67,23,3,1144,1936,31,110,30,90
"right",3151.55,3151.46,"s19","p530",23,10,4,1154,1959,31,111,30,90
"right",3164.34,3164.05,"s19","p530",8,5,5,1159,1967,31,112,30,90
"right",3174.04,3171.84,"s19","p530",5,4,6,1163,1972,31,113,30,90
"right",3200.04,3197.54,"s19","p530",17,2,7,1165,1989,31,114,30,90
"right",3215.34,3214.54,"s19","p530",9,2,8,1167,1998,31,115,30,90
"right",3220.07,3218.84,"s19","p530",1,0,9,1167,1999,31,116,30,90
"right",3290.5,3288.57,"s19","p530",43,13,10,1180,2042,31,117,30,90
"right",3312.21,3312,"s19","p530",11,8,11,1188,2053,31,118,30,90
"right",3330.04,3328.71,"s19","p530",6,4,12,1192,2059,31,119,30,90
"right",3334.38,3333.54,"s19","p530",2,1,13,1193,2061,31,120,30,90
"left",3345.58,3340.78,"s19","p530",3,5,1,1196,2066,32,120,90,30
"right",3352.36,3351.88,"s19","p530",3,2,1,1198,2069,32,121,30,90
"left",3366.25,3366.08,"s19","p530",4,9,1,1202,2078,33,121,90,30
"right",3422.7,3417.86,"s19","p530",23,9,1,1211,2101,33,122,30,90
"right",3429.78,3428.2,"s19","p530",5,4,2,1215,2106,33,123,30,90
"right",3486.6,3484.28,"s19","p530",39,15,3,1230,2145,33,124,30,90
"right",3510.53,3509.1,"s19","p530",17,5,4,1235,2162,33,125,30,90
"left",3539.55,3538.75,"s19","p530",11,16,1,1246,2178,34,125,90,30
"right",3545.92,3537.03,"s19","p530",1,3,1,1249,2179,34,126,30,90
"left",3562.87,3559.05,"s19","p530",2,15,1,1251,2194,35,126,90,30
"right",3569.66,3568.42,"s19","p530",3,2,1,1253,2197,35,127,30,90
"left",27.74,13.99,"s20","p530",2,0,1,2,0,1,0,90,30
"right",32.87,6.99,"s20","p530",1,1,1,3,1,1,1,30,90
"left",46.26,46.24,"s20","p530",8,0,1,11,1,2,1,90,30
"right",59.22,39.37,"s20","p530",1,13,1,24,2,2,2,30,90
"right",67.35,64.72,"s20","p530",3,3,2,27,5,2,3,30,90
"left",168.32,166.76,"s20","p530",63,54,1,90,59,3,3,90,30
"right",179.09,178.85,"s20","p530",5,5,1,95,64,3,4,30,90
"left",205.27,203.82,"s20","p530",6,22,1,101,86,4,4,90,30
"right",277.73,276.59,"s20","p530",41,35,1,136,127,4,5,30,90
"right",307.44,306.23,"s20","p530",11,9,2,145,138,4,6,30,90
"right",339.79,335.94,"s20","p530",22,13,3,158,160,4,7,30,90
"right",353.79,351.29,"s20","p530",7,7,4,165,167,4,8,30,90
"right",380.3,380.29,"s20","p530",14,11,5,176,181,4,9,30,90
"right",386.86,386.8,"s20","p530",6,0,6,176,187,4,10,30,90
"right",412.55,410.36,"s20","p530",15,12,7,188,202,4,11,30,90
"right",424.56,423.05,"s20","p530",7,2,8,190,209,4,12,30,90
"right",428.83,428.06,"s20","p530",2,0,9,190,211,4,13,30,90
"right",467.76,467.33,"s20","p530",28,16,10,206,239,4,14,30,90
"left",562.16,561.77,"s20","p530",33,60,1,239,299,5,14,90,30
"right",622.15,620.26,"s20","p530",33,21,1,260,332,5,15,30,90
"right",641.28,639.65,"s20","p530",9,9,2,269,341,5,16,30,90
"right",646.62,644.78,"s20","p530",1,1,3,270,342,5,17,30,90
"right",653.82,652.12,"s20","p530",5,2,4,272,347,5,18,30,90
"right",675.28,673.32,"s20","p530",11,5,5,277,358,5,19,30,90
"right",681.55,679.78,"s20","p530",3,0,6,277,361,5,20,30,90
"right",692.25,692.05,"s20","p530",8,1,7,278,369,5,21,30,90
"right",791.18,790.75,"s20","p530",46,24,8,302,415,5,22,30,90
"right",831.69,831.68,"s20","p530",23,11,9,313,438,5,23,30,90
"right",850.19,847.19,"s20","p530",14,7,10,320,452,5,24,30,90
"left",866,860.66,"s20","p530",2,7,1,322,459,6,24,90,30
"right",891.16,887.69,"s20","p530",12,3,1,325,471,6,25,30,90
"left",911.37,907.5,"s20","p530",7,13,1,332,484,7,25,90,30
"right",953.01,951.66,"s20","p530",28,14,1,346,512,7,26,30,90
"left",992.79,991.87,"s20","p530",8,27,1,354,539,8,26,90,30
"left",1004.18,1000.29,"s20","p530",3,8,2,357,547,9,26,90,30
"right",1035.47,1032.51,"s20","p530",21,9,1,366,568,9,27,30,90
"right",1043.82,1041.97,"s20","p530",9,4,2,370,577,9,28,30,90
"right",1056.83,1056.32,"s20","p530",10,5,3,375,587,9,29,30,90
"right",1121.13,1115.33,"s20","p530",42,22,4,397,629,9,30,30,90
"left",1135.63,1120.68,"s20","p530",1,3,1,398,632,10,30,90,30
"right",1180.78,1180.63,"s20","p530",39,16,1,414,671,10,31,30,90
"right",1185.35,1184.28,"s20","p530",1,0,2,414,672,10,32,30,90
"left",1204.02,1201.13,"s20","p530",7,15,1,421,687,11,32,90,30
"right",1216.91,1216.85,"s20","p530",11,6,1,427,698,11,33,30,90
"right",1233.43,1233.41,"s20","p530",8,6,2,433,706,11,34,30,90
"right",1239.09,1237.93,"s20","p530",1,0,3,433,707,11,35,30,90
"right",1281.58,1278.59,"s20","p530",27,14,4,447,734,11,36,30,90
"left",1308.23,1307.52,"s20","p530",13,20,1,460,754,12,36,90,30
"right",1329.98,1329.08,"s20","p530",18,9,1,469,772,12,37,30,90
"right",1365.69,1363.48,"s20","p530",26,9,2,478,798,12,38,30,90
"left",1375.47,1373.73,"s20","p530",3,5,1,481,803,13,38,90,30
"left",1389.66,1388.97,"s20","p530",6,10,2,487,813,14,38,90,30
"right",1408.86,1405.19,"s20","p530",12,3,1,490,825,14,39,30,90
"left",1422.56,1422.16,"s20","p530",3,8,1,493,833,15,39,90,30
"right",1445.61,1445.36,"s20","p530",18,11,1,504,851,15,40,30,90
"right",1460.16,1460.11,"s20","p530",10,7,2,511,861,15,41,30,90
"left",1464,1461.06,"s20","p530",1,0,1,512,861,16,41,90,30
"right",1473.77,1471.66,"s20","p530",1,3,1,515,862,16,42,30,90
"right",1484.59,1483.27,"s20","p530",8,1,2,516,870,16,43,30,90
"right",1497.13,1497.09,"s20","p530",5,5,3,521,875,16,44,30,90
"right",1561.9,1561.63,"s20","p530",40,18,4,539,915,16,45,30,90
"right",1576.86,1572.4,"s20","p530",6,0,5,539,921,16,46,30,90
"left",1582.54,1569.5,"s20","p530",1,4,1,540,925,17,46,90,30
"right",1587.03,1582.36,"s20","p530",1,0,1,540,926,17,47,30,90
"right",1593.87,1593.53,"s20","p530",3,3,2,543,929,17,48,30,90
"right",1616.67,1616.37,"s20","p530",14,6,3,549,943,17,49,30,90
"right",1625.63,1625.17,"s20","p530",3,2,4,551,946,17,50,30,90
"right",1677.54,1676.13,"s20","p530",40,18,5,569,986,17,51,30,90
"right",1708.93,1707.04,"s20","p530",22,7,6,576,1008,17,52,30,90
"right",1736.89,1734.43,"s20","p530",17,9,7,585,1025,17,53,30,90
"right",1755.3,1754.39,"s20","p530",12,9,8,594,1037,17,54,30,90
"right",1762.83,1762.8,"s20","p530",5,1,9,595,1042,17,55,30,90
"right",1804.26,1802.33,"s20","p530",21,9,10,604,1063,17,56,30,90
"right",1854.39,1853.76,"s20","p530",32,17,11,621,1095,17,57,30,90
"right",1892.52,1890.89,"s20","p530",23,11,12,632,1118,17,58,30,90
"right",1952.1,1930.02,"s20","p530",27,14,13,646,1145,17,59,30,90
"left",1963.68,1961.04,"s20","p530",3,5,1,649,1150,18,59,90,30
"right",1970.3,1966.6,"s20","p530",1,1,1,650,1151,18,60,30,90
"right",1980.32,1978.8,"s20","p530",5,1,2,651,1156,18,61,30,90
"right",2010.31,2008.82,"s20","p530",23,9,3,660,1179,18,62,30,90
"right",2015.21,2013.81,"s20","p530",2,1,4,661,1181,18,63,30,90
"right",2040.08,2038.71,"s20","p530",24,6,5,667,1205,18,64,30,90
"left",2056,2054.18,"s20","p530",3,7,1,670,1212,19,64,90,30
"left",2066.89,2065.5,"s20","p530",4,8,2,674,1220,20,64,90,30
"left",2121.74,2121.39,"s20","p530",11,40,3,685,1260,21,64,90,30
"left",2149.16,2146.24,"s20","p530",11,13,4,696,1273,22,64,90,30
"right",2166.1,2164.58,"s20","p530",10,6,1,702,1283,22,65,30,90
"left",2175.22,2174.66,"s20","p530",3,9,1,705,1292,23,65,90,30
"right",2182.25,2179.6,"s20","p530",3,1,1,706,1295,23,66,30,90
"right",2223.01,2220.75,"s20","p530",25,12,2,718,1320,23,67,30,90
"right",2234.41,2233.51,"s20","p530",6,4,3,722,1326,23,68,30,90
"left",2240.08,2238.72,"s20","p530",1,2,1,723,1328,24,68,90,30
"right",2269.99,2269.91,"s20","p530",25,9,1,732,1353,24,69,30,90
"left",2273.94,2265.58,"s20","p530",1,0,1,733,1353,25,69,90,30
"left",2313.16,2311.44,"s20","p530",14,25,2,747,1378,26,69,90,30
"right",2354.59,2354.49,"s20","p530",28,12,1,759,1406,26,70,30,90
"left",2375.06,2368.66,"s20","p530",7,15,1,766,1421,27,70,90,30
"right",2393.98,2392.09,"s20","p530",15,9,1,775,1436,27,71,30,90
"right",2432.89,2431.48,"s20","p530",18,8,2,783,1454,27,72,30,90
"right",2466.06,2465.39,"s20","p530",22,12,3,795,1476,27,73,30,90
"left",2514.29,2512.56,"s20","p530",14,31,1,809,1507,28,73,90,30
"right",2564.29,2561.56,"s20","p530",42,15,1,824,1549,28,74,30,90
"left",2586.53,2579.79,"s20","p530",6,12,1,830,1561,29,74,90,30
"left",2612.06,2609.03,"s20","p530",7,17,2,837,1578,30,74,90,30
"right",2687.38,2685.79,"s20","p530",48,22,1,859,1626,30,75,30,90
"left",2691.57,2691.56,"s20","p530",2,1,1,861,1627,31,75,90,30
"left",2709.84,2708.07,"s20","p530",3,12,2,864,1639,32,75,90,30
"right",2717.04,2716.88,"s20","p530",4,3,1,867,1643,32,76,30,90
"right",2731.18,2728.54,"s20","p530",9,6,2,873,1652,32,77,30,90
"left",2753.92,2745.34,"s20","p530",6,19,1,879,1671,33,77,90,30
"right",2773.11,2772.68,"s20","p530",16,5,1,884,1687,33,78,30,90
"left",2779.88,2779.42,"s20","p530",1,4,1,885,1691,34,78,90,30
"left",2788.42,2788.38,"s20","p530",5,4,2,890,1695,35,78,90,30
"right",2794.01,2788.61,"s20","p530",1,4,1,894,1696,35,79,30,90
"right",2818.07,2813.51,"s20","p530",11,4,2,898,1707,35,80,30,90
"right",2986.73,2985.57,"s20","p530",99,42,3,940,1806,35,81,30,90
"right",3010.41,3010.23,"s20","p530",12,7,4,947,1818,35,82,30,90
"left",3014.53,3008.92,"s20","p530",1,0,1,948,1818,36,82,90,30
"right",3040.43,3038.91,"s20","p530",13,10,1,958,1831,36,83,30,90
"right",3052.02,3049.93,"s20","p530",4,2,2,960,1835,36,84,30,90
"right",3066.57,3066.52,"s20","p530",12,5,3,965,1847,36,85,30,90
"right",3074.74,3074.07,"s20","p530",7,2,4,967,1854,36,86,30,90
"right",3094.65,3093.24,"s20","p530",13,5,5,972,1867,36,87,30,90
"left",3100.72,3096.03,"s20","p530",1,2,1,973,1869,37,87,90,30
"right",3127.92,3125.15,"s20","p530",17,8,1,981,1886,37,88,30,90
"left",3158.21,3146.22,"s20","p530",5,16,1,986,1902,38,88,90,30
"right",3163.33,3155.42,"s20","p530",1,4,1,990,1903,38,89,30,90
"right",3170.92,3170.83,"s20","p530",5,3,2,993,1908,38,90,30,90
"left",3213.23,3204.71,"s20","p530",12,32,1,1005,1940,39,90,90,30
"right",3224.05,3222.42,"s20","p530",5,3,1,1008,1945,39,91,30,90
"right",3245.13,3243.55,"s20","p530",12,5,2,1013,1957,39,92,30,90
"right",3265.5,3261.63,"s20","p530",8,5,3,1018,1965,39,93,30,90
"left",3281.87,3280.73,"s20","p530",4,10,1,1022,1975,40,93,90,30
"left",3287.54,3286.37,"s20","p530",3,1,2,1025,1976,41,93,90,30
"right",3292.18,3288,"s20","p530",1,0,1,1025,1977,41,94,30,90
"right",3304.55,3303.68,"s20","p530",1,6,2,1031,1978,41,95,30,90
"right",3317.34,3316.05,"s20","p530",7,6,3,1037,1985,41,96,30,90
"right",3326.12,3325.84,"s20","p530",3,2,4,1039,1988,41,97,30,90
"left",3369.28,3367.04,"s20","p530",12,34,1,1051,2022,42,97,90,30
"right",3386.13,3384.62,"s20","p530",14,5,1,1056,2036,42,98,30,90
"right",3396.07,3395.63,"s20","p530",6,3,2,1059,2042,42,99,30,90
"right",3402.98,3402.57,"s20","p530",4,3,3,1062,2046,42,100,30,90
"left",3406.75,3403.78,"s20","p530",1,1,1,1063,2047,43,100,90,30
"right",3439.51,3438.48,"s20","p530",28,7,1,1070,2075,43,101,30,90
"right",3460.36,3459.01,"s20","p530",18,7,2,1077,2093,43,102,30,90
"right",3541.39,3540.86,"s20","p530",54,26,3,1103,2147,43,103,30,90
"left",3592.84,3589.25,"s20","p530",15,42,1,1118,2189,44,103,90,30
"right",42.18,41.99,"s21","p530",4,22,1,22,4,0,1,30,90
"left",48.11,43.99,"s21","p530",1,4,1,23,8,1,1,90,30
"right",75,74.68,"s21","p530",8,16,1,39,16,1,2,30,90
"right",91.2,90.5,"s21","p530",13,10,2,49,29,1,3,30,90
"left",106.31,105.61,"s21","p530",8,9,1,57,38,2,3,90,30
"right",115.32,113.7,"s21","p530",3,5,1,62,41,2,4,30,90
"right",141.93,139.82,"s21","p530",19,19,2,81,60,2,5,30,90
"right",155.23,154.43,"s21","p530",10,8,3,89,70,2,6,30,90
"right",162.24,160.73,"s21","p530",5,2,4,91,75,2,7,30,90
"right",170.71,168.74,"s21","p530",3,7,5,98,78,2,8,30,90
"right",202.19,200.21,"s21","p530",23,17,6,115,101,2,9,30,90
"right",211.88,210.69,"s21","p530",7,5,7,120,108,2,10,30,90
"right",244.87,244.38,"s21","p530",31,12,8,132,139,2,11,30,90
"right",288.97,287.37,"s21","p530",47,12,9,144,186,2,12,30,90
"right",329.49,329.47,"s21","p530",37,18,10,162,223,2,13,30,90
"right",408.7,407.99,"s21","p530",68,29,11,191,291,2,14,30,90
"right",413.41,413.2,"s21","p530",3,0,12,191,294,2,15,30,90
"right",420.89,419.91,"s21","p530",2,4,13,195,296,2,16,30,90
"right",437.56,437.39,"s21","p530",12,4,14,199,308,2,17,30,90
"right",442.11,442.06,"s21","p530",2,0,15,199,310,2,18,30,90
"right",502.02,500.61,"s21","p530",50,27,16,226,360,2,19,30,90
"left",507.4,501.81,"s21","p530",1,3,1,227,363,3,19,90,30
"right",527.46,526.52,"s21","p530",5,3,1,230,368,3,20,30,90
"left",542.55,538.9,"s21","p530",4,7,1,234,375,4,20,90,30
"right",571.65,569.96,"s21","p530",15,7,1,241,390,4,21,30,90
"right",587.6,587.15,"s21","p530",7,3,2,244,397,4,22,30,90
"right",651.76,644.1,"s21","p530",26,11,3,255,423,4,23,30,90
"right",677.8,675.26,"s21","p530",13,2,4,257,436,4,24,30,90
"left",706.91,657.05,"s21","p530",1,16,1,258,452,5,24,90,30
"right",717.74,716.3,"s21","p530",6,4,1,262,458,5,25,30,90
"right",730.74,729.24,"s21","p530",9,4,2,266,467,5,26,30,90
"right",747.25,747.24,"s21","p530",16,2,3,268,483,5,27,30,90
"left",777.66,763.41,"s21","p530",4,21,1,272,504,6,27,90,30
"right",786.44,785.75,"s21","p530",4,2,1,274,508,6,28,30,90
"right",793.88,792.94,"s21","p530",5,1,2,275,513,6,29,30,90
"right",802.52,800.38,"s21","p530",3,2,3,277,516,6,30,30,90
"right",810.12,810.02,"s21","p530",5,2,4,279,521,6,31,30,90
"right",847.69,846.62,"s21","p530",32,8,5,287,553,6,32,30,90
"left",856.78,855.16,"s21","p530",2,7,1,289,560,7,32,90,30
"right",866.3,866.19,"s21","p530",5,2,1,291,565,7,33,30,90
"right",874.33,873.8,"s21","p530",6,2,2,293,571,7,34,30,90
"right",903.84,902.83,"s21","p530",26,8,3,301,597,7,35,30,90
"right",909.36,907.34,"s21","p530",2,0,4,301,599,7,36,30,90
"right",913.89,913.86,"s21","p530",3,0,5,301,602,7,37,30,90
"right",919.12,917.39,"s21","p530",1,2,6,303,603,7,38,30,90
"left",1037.96,1034.28,"s21","p530",37,94,1,340,697,8,38,90,30
"right",1043.91,1043.62,"s21","p530",2,2,1,342,699,8,39,30,90
"left",1048.94,1045.46,"s21","p530",1,3,1,343,702,9,39,90,30
"right",1068.69,1068.41,"s21","p530",16,4,1,347,718,9,40,30,90
"right",1080.63,1079.19,"s21","p530",11,6,2,353,729,9,41,30,90
"right",1091.35,1090.13,"s21","p530",5,3,3,356,734,9,42,30,90
"left",1113.93,1108.44,"s21","p530",3,27,1,359,761,10,42,90,30
"left",1134.53,1132.43,"s21","p530",7,18,2,366,779,11,42,90,30
"right",1170.66,1168.85,"s21","p530",33,14,1,380,812,11,43,30,90
"right",1206.52,1206.16,"s21","p530",29,8,2,388,841,11,44,30,90
"right",1223.01,1221.02,"s21","p530",14,6,3,394,855,11,45,30,90
"right",1261.09,1260.51,"s21","p530",30,11,4,405,885,11,46,30,90
"left",1267.33,1257.03,"s21","p530",1,4,1,406,889,12,46,90,30
"right",1276.24,1275.59,"s21","p530",3,1,1,407,892,12,47,30,90
"right",1321.69,1320.74,"s21","p530",37,6,2,413,929,12,48,30,90
"left",1331.67,1330.83,"s21","p530",1,6,1,414,935,13,48,90,30
"right",1420.36,1417.19,"s21","p530",59,21,1,435,994,13,49,30,90
"left",1431.94,1428.17,"s21","p530",3,13,1,438,1007,14,49,90,30
"right",1448.07,1446.86,"s21","p530",16,5,1,443,1023,14,50,30,90
"right",1454.16,1453.57,"s21","p530",5,0,2,443,1028,14,51,30,90
"right",1474.29,1473.66,"s21","p530",11,5,3,448,1039,14,52,30,90
"right",1507.91,1507.79,"s21","p530",29,10,4,458,1068,14,53,30,90
"right",1589.13,1585.41,"s21","p530",53,24,5,482,1121,14,54,30,90
"right",1640.58,1639.63,"s21","p530",33,20,6,502,1154,14,55,30,90
"right",1650.2,1650.08,"s21","p530",6,3,7,505,1160,14,56,30,90
"right",1658.04,1657.7,"s21","p530",2,1,8,506,1162,14,57,30,90
"right",1670.34,1669.54,"s21","p530",7,3,9,509,1169,14,58,30,90
"left",1705.41,1700.44,"s21","p530",8,24,1,517,1193,15,58,90,30
"right",1710.68,1707.84,"s21","p530",1,0,1,517,1194,15,59,30,90
"right",1814.12,1812.18,"s21","p530",71,29,2,546,1265,15,60,30,90
"right",1874.09,1872.62,"s21","p530",47,14,3,560,1312,15,61,30,90
"left",1892.5,1890.91,"s21","p530",8,12,1,568,1324,16,61,90,30
"left",1913.7,1913,"s21","p530",11,15,2,579,1339,17,61,90,30
"right",1919,1912.59,"s21","p530",1,2,1,581,1340,17,62,30,90
"right",1928.88,1927.5,"s21","p530",5,6,2,587,1345,17,63,30,90
"right",1933.81,1933.38,"s21","p530",2,0,3,587,1347,17,64,30,90
"right",2000.21,1999.31,"s21","p530",55,28,4,615,1402,17,65,30,90
"right",2013.07,2011.71,"s21","p530",14,1,5,616,1416,17,66,30,90
"right",2053.61,2053.57,"s21","p530",37,15,6,631,1453,17,67,30,90
"right",2111.6,2110.11,"s21","p530",43,12,7,643,1496,17,68,30,90
"left",2136.66,2136.2,"s21","p530",3,17,1,646,1513,18,68,90,30
"right",2141.8,2135.1,"s21","p530",1,2,1,648,1514,18,69,30,90
"right",2168.93,2167.3,"s21","p530",19,9,2,657,1533,18,70,30,90
"right",2184.82,2181.43,"s21","p530",14,5,3,662,1547,18,71,30,90
"left",2270.21,2266.16,"s21","p530",29,59,1,691,1606,19,71,90,30
"right",2281.56,2280.32,"s21","p530",8,3,1,694,1614,19,72,30,90
"right",2310.24,2310.06,"s21","p530",26,6,2,700,1640,19,73,30,90
"left",2345.06,2340.71,"s21","p530",9,30,1,709,1670,20,73,90,30
"right",2477.56,2476.74,"s21","p530",81,36,1,745,1751,20,74,30,90
"left",2524.08,2521.56,"s21","p530",13,34,1,758,1785,21,74,90,30
"left",2550.13,2546.58,"s21","p530",9,17,2,767,1802,22,74,90,30
"right",2559.75,2558.06,"s21","p530",7,3,1,770,1809,22,75,30,90
"left",2567.89,2560.63,"s21","p530",1,4,1,771,1813,23,75,90,30
"right",2605.4,2603.25,"s21","p530",27,10,1,781,1840,23,76,30,90
"left",2611.69,2611.39,"s21","p530",3,2,1,784,1842,24,76,90,30
"right",2633.91,2632.9,"s21","p530",12,10,1,794,1854,24,77,30,90
"right",2655.83,2655.41,"s21","p530",15,8,2,802,1869,24,78,30,90
"right",2663.37,2663.33,"s21","p530",4,3,3,805,1873,24,79,30,90
"right",2716.17,2715.87,"s21","p530",31,12,4,817,1904,24,80,30,90
"left",2756.4,2752.19,"s21","p530",7,29,1,824,1933,25,80,90,30
"right",2786.31,2785.67,"s21","p530",22,7,1,831,1955,25,81,30,90
"right",2836.8,2833.81,"s21","p530",35,11,2,842,1990,25,82,30,90
"left",2903.66,2899.9,"s21","p530",20,47,1,862,2037,26,82,90,30
"right",2919.35,2919.3,"s21","p530",11,3,1,865,2048,26,83,30,90
"right",2932.54,2931.85,"s21","p530",7,3,2,868,2055,26,84,30,90
"right",2967.46,2966.04,"s21","p530",18,7,3,875,2073,26,85,30,90
"left",2988.2,2988.16,"s21","p530",2,18,1,877,2091,27,85,90,30
"left",3008.56,2994.7,"s21","p530",5,16,2,882,2107,28,85,90,30
"right",3013.64,3008.96,"s21","p530",1,0,1,882,2108,28,86,30,90
"right",3043.18,3043.14,"s21","p530",26,9,2,891,2134,28,87,30,90
"left",3089.26,3089.06,"s21","p530",12,30,1,903,2164,29,87,90,30
"right",3205.81,3205.68,"s21","p530",66,34,1,937,2230,29,88,30,90
"left",3209.87,3208.76,"s21","p530",1,0,1,938,2230,30,88,90,30
"right",3270.43,3270.31,"s21","p530",43,20,1,958,2273,30,89,30,90
"left",3300.58,3296.37,"s21","p530",10,20,1,968,2293,31,89,90,30
"right",3390.34,3389.93,"s21","p530",59,34,1,1002,2352,31,90,30,90
"right",3397.65,3395.84,"s21","p530",6,3,2,1005,2358,31,91,30,90
"right",3424.51,3422.15,"s21","p530",19,4,3,1009,2377,31,92,30,90
