"session","bird","n_responses","n_reinforcers","lever","time_start","time_end","local_VI","alter_VI"
"s68","p138",1,0,"left",1582.45,1582.45,30,90
"s68","p138",1,0,"right",1585.55,1585.55,90,30
"s68","p138",4,0,"left",1588.53,1593.15,30,90
"s68","p138",1,0,"right",1595.27,1595.27,90,30
"s68","p138",5,1,"left",1599.45,1606.26,30,90
"s68","p138",1,0,"right",1611.89,1611.89,90,30
"s68","p138",8,1,"left",1613.33,1633.53,30,90
"s68","p138",1,0,"right",1635.67,1635.67,90,30
"s68","p138",2,0,"left",1640.19,1640.25,30,90
"s68","p138",2,0,"right",1641.7,1643.05,90,30
"s68","p138",3,1,"left",1644.07,1644.2,30,90
"s68","p138",2,1,"right",1653.57,1653.63,90,30
"s68","p138",3,0,"left",1659.04,1662.86,30,90
"s68","p138",1,0,"right",1665.26,1665.26,90,30
"s68","p138",3,0,"left",1666.27,1669.63,30,90
"s68","p138",2,0,"right",1671.61,1674.97,90,30
"s68","p138",2,0,"left",1676.18,1676.25,30,90
"s68","p138",1,0,"right",1678.78,1678.78,90,30
"s68","p138",9,0,"left",1679.97,1689.28,30,90
"s68","p138",1,0,"right",1695,1695,90,30
"s68","p138",1,0,"left",1695.93,1695.93,30,90
"s68","p138",2,0,"right",1697.62,1697.87,90,30
"s68","p138",1,0,"left",1698.93,1698.93,30,90
"s68","p138",1,0,"right",1701.02,1701.02,90,30
"s68","p138",1,0,"left",1702.12,1702.12,30,90
"s68","p138",10,0,"right",1704.3,1720.77,90,30
"s68","p138",3,1,"left",1721.76,1728.16,30,90
"s68","p138",1,0,"right",1730.25,1730.25,90,30
"s68","p138",3,0,"left",1734.07,1742.65,30,90
"s68","p138",3,0,"right",1744.85,1745.2,90,30
"s68","p138",1,0,"left",1746.21,1746.21,30,90
"s68","p138",1,0,"right",1748.37,1748.37,90,30
"s68","p138",1,0,"left",1749.48,1749.48,30,90
"s68","p138",1,0,"right",1754.38,1754.38,90,30
"s68","p138",4,1,"left",1755.34,1764.98,30,90
"s68","p138",1,0,"right",1770.36,1770.36,90,30
"s68","p138",3,0,"left",1772.43,1773.76,30,90
"s68","p138",1,0,"right",1782.52,1782.52,90,30
"s68","p138",6,1,"left",1783.55,1797.45,30,90
"s68","p138",1,0,"right",1799.76,1799.76,90,30
"s68","p138",4,0,"left",1800.91,1808.05,30,90
"s68","p138",3,0,"right",1810.11,1817.13,90,30
"s68","p138",8,1,"left",1818.16,1846.38,30,90
"s68","p138",3,0,"right",1852.52,1855.88,90,30
"s68","p138",2,1,"left",1856.89,1857.04,30,90
"s68","p138",2,0,"right",1863.29,1863.61,90,30
"s68","p138",3,0,"left",1864.65,1871.57,30,90
"s68","p138",1,0,"right",1884.8,1884.8,90,30
"s68","p138",7,2,"left",1885.92,1903.42,30,90
"s68","p138",1,0,"right",1905.79,1905.79,90,30
"s68","p138",3,0,"left",1906.79,1916.32,30,90
"s68","p138",1,0,"right",1918.37,1918.37,90,30
"s68","p138",1,0,"left",1919.63,1919.63,30,90
"s68","p138",2,0,"right",1921.1,1921.41,90,30
"s68","p138",1,0,"left",1922.41,1922.41,30,90
"s68","p138",2,0,"right",1924.96,1925.23,90,30
"s68","p138",1,1,"left",1926.27,1926.27,30,90
"s68","p138",1,0,"right",1947.3,1947.3,90,30
"s68","p138",2,0,"left",1948.67,1958.77,30,90
"s68","p138",1,0,"right",1961.61,1961.61,90,30
"s68","p138",4,1,"left",1963.17,1974.35,30,90
"s68","p138",2,0,"right",1979.77,1979.84,90,30
"s68","p138",2,0,"left",1981.11,1984.71,30,90
"s68","p138",2,0,"right",1991.25,1991.31,90,30
"s68","p138",2,0,"left",1992.37,1992.43,30,90
"s68","p138",1,0,"right",1994.01,1994.01,90,30
"s68","p138",2,0,"left",1995.24,1995.29,30,90
"s68","p138",1,0,"right",1998.37,1998.37,90,30
"s68","p138",3,1,"left",1999.36,2003.39,30,90
"s68","p138",3,0,"right",2012.52,2012.89,90,30
"s68","p138",16,3,"left",2014.14,2069.64,30,90
"s68","p138",1,0,"right",2071.32,2071.32,90,30
"s68","p138",3,0,"left",2072.21,2077.18,30,90
"s68","p138",1,0,"right",2079.67,2079.67,90,30
"s68","p138",3,0,"left",2080.99,2088.69,30,90
"s68","p138",2,0,"right",2099.38,2099.44,90,30
"s68","p138",5,0,"left",2100.45,2106.75,30,90
"s68","p138",1,0,"right",2114.99,2114.99,90,30
"s68","p138",1,1,"left",2116.06,2116.06,30,90
"s68","p138",2,0,"right",2123.77,2123.83,90,30
"s68","p138",11,0,"left",2124.85,2148.83,30,90
"s68","p138",2,0,"right",2151.38,2151.44,90,30
"s68","p138",1,0,"left",2152.53,2152.53,30,90
"s68","p138",2,0,"right",2154.81,2155.1,90,30
"s68","p138",4,1,"left",2157.35,2169.33,30,90
"s68","p138",1,0,"right",2171.32,2171.32,90,30
"s68","p138",3,0,"left",2175.94,2185.33,30,90
"s68","p138",1,0,"right",2187.05,2187.05,90,30
"s68","p138",2,0,"left",2189.12,2193.58,30,90
"s68","p138",1,0,"right",2196.48,2196.48,90,30
"s68","p138",1,0,"left",2197.53,2197.53,30,90
"s68","p138",3,0,"right",2199.78,2203.54,90,30
"s68","p138",4,0,"left",2217.14,2232.62,30,90
"s68","p138",2,0,"right",2238.13,2244.95,90,30
"s68","p138",3,0,"left",2246.02,2250.62,30,90
"s68","p138",1,0,"right",2257.51,2257.51,90,30
"s68","p138",9,0,"left",2258.76,2277.74,30,90
"s68","p138",1,0,"right",2280.27,2280.27,90,30
"s68","p138",1,0,"left",2281.36,2281.36,30,90
"s68","p138",2,0,"right",2283.42,2283.68,90,30
"s68","p138",1,0,"left",2289.06,2289.06,30,90
"s68","p138",1,0,"right",2290.82,2290.82,90,30
"s68","p138",1,0,"left",2302.01,2302.01,30,90
"s68","p138",1,0,"right",2305.53,2305.53,90,30
"s68","p138",6,1,"left",2307.75,2329.08,30,90
"s68","p138",1,0,"right",2334.57,2334.57,90,30
"s68","p138",1,1,"left",2342.28,2342.28,30,90
"s68","p138",1,0,"right",2347.57,2347.57,90,30
"s68","p138",3,1,"left",2348.49,2357.47,30,90
"s68","p138",1,0,"right",2363.59,2363.59,90,30
"s68","p138",13,1,"left",2368.46,2398.36,30,90
"s68","p138",1,1,"right",2400.91,2400.91,90,30
"s68","p138",2,0,"left",2405.78,2418.04,30,90
"s68","p138",1,1,"right",2425.56,2425.56,90,30
"s68","p138",5,0,"left",2430.6,2444.37,30,90
"s68","p138",1,0,"right",2449.65,2449.65,90,30
"s68","p138",5,0,"left",2457.65,2459.12,30,90
"s68","p138",3,0,"right",2461.86,2463.66,90,30
"s68","p138",2,0,"left",2464.79,2464.87,30,90
"s68","p138",2,0,"right",2466.98,2478.42,90,30
"s68","p138",1,0,"left",2479.42,2479.42,30,90
"s68","p138",1,0,"right",2481.69,2481.69,90,30
"s68","p138",3,0,"left",2486.09,2492.71,30,90
"s68","p138",1,1,"right",2495.2,2495.2,90,30
"s68","p138",1,0,"left",2499.74,2499.74,30,90
"s68","p138",1,1,"right",2505.17,2505.17,90,30
"s68","p138",5,0,"left",2509.29,2517.77,30,90
"s68","p138",1,0,"right",2521.2,2521.2,90,30
"s68","p138",4,0,"left",2526.02,2527.87,30,90
"s68","p138",2,0,"right",2533.25,2533.55,90,30
"s68","p138",3,1,"left",2541.61,2547.83,30,90
"s68","p138",2,0,"right",2550.65,2550.71,90,30
"s68","p138",2,0,"left",2555.97,2559.17,30,90
"s68","p138",10,1,"right",2563.57,2597.62,90,30
"s68","p138",1,1,"left",2610.48,2610.48,30,90
"s68","p138",4,1,"right",2621.84,2638.79,90,30
"s68","p138",4,1,"left",2645.01,2658.06,30,90
"s68","p138",1,1,"right",2664.14,2664.14,90,30
"s68","p138",1,0,"left",2668.38,2668.38,30,90
"s68","p138",2,0,"right",2671.45,2676.18,90,30
"s68","p138",3,0,"left",2682.92,2683.86,30,90
"s68","p138",3,0,"right",2689.19,2694.64,90,30
"s68","p138",1,1,"left",2700.2,2700.2,30,90
"s68","p138",1,0,"right",2710.42,2710.42,90,30
"s68","p138",2,1,"left",2713.73,2713.79,30,90
"s68","p138",6,0,"right",2719.9,2727.3,90,30
"s68","p138",2,0,"left",2733.08,2733.13,30,90
"s68","p138",1,0,"right",2735.7,2735.7,90,30
"s68","p138",3,0,"left",2736.79,2736.91,30,90
"s68","p138",1,0,"right",2739.65,2739.65,90,30
"s68","p138",1,0,"left",2741.11,2741.11,30,90
"s68","p138",1,0,"right",2743.34,2743.34,90,30
"s68","p138",8,1,"left",2748.56,2768.25,30,90
"s68","p138",1,0,"right",2775.55,2775.55,90,30
"s68","p138",2,1,"left",2782.26,2782.33,30,90
"s68","p138",4,1,"right",2789.89,2804.59,90,30
"s68","p138",1,0,"left",2805.75,2805.75,30,90
"s68","p138",3,0,"right",2808.55,2819.68,90,30
"s68","p138",4,1,"left",2820.7,2834.49,30,90
"s68","p138",5,0,"right",2836.91,2862.75,90,30
"s68","p138",8,0,"left",2874.6,2884.65,30,90
"s68","p138",1,0,"right",2887.95,2887.95,90,30
"s68","p138",1,0,"left",2892.39,2892.39,30,90
"s68","p138",1,0,"right",2895.9,2895.9,90,30
"s68","p138",5,2,"left",2900.87,2911.85,30,90
"s68","p138",2,1,"right",2921.35,2921.4,90,30
"s68","p138",4,1,"left",2925.66,2929.93,30,90
"s68","p138",1,0,"right",2935.78,2935.78,90,30
"s68","p138",11,2,"left",2944.43,2979.12,30,90
"s68","p138",2,1,"right",2984.62,2993,90,30
"s68","p138",1,0,"left",2997.45,2997.45,30,90
"s68","p138",3,0,"right",3003.35,3006.82,90,30
"s68","p138",6,2,"left",3012.4,3046.1,30,90
"s68","p138",1,1,"right",3049.37,3049.37,90,30
"s68","p138",4,1,"left",3056.38,3067.12,30,90
"s68","p138",1,0,"right",3071.13,3071.13,90,30
"s68","p138",2,0,"left",3072.2,3072.32,30,90
"s68","p138",2,0,"right",3074.5,3075.13,90,30
"s68","p138",4,1,"left",3086.64,3093.85,30,90
"s68","p138",1,0,"right",3097.73,3097.73,90,30
"s68","p138",1,0,"left",3098.63,3098.63,30,90
"s68","p138",1,0,"right",3102.53,3102.53,90,30
"s68","p138",4,1,"left",3111.67,3128.67,30,90
"s68","p138",1,1,"right",3131.21,3131.21,90,30
"s68","p138",4,1,"left",3137.22,3151.34,30,90
"s68","p138",1,1,"right",3156.94,3156.94,90,30
"s68","p138",1,1,"left",3160.99,3160.99,30,90
"s68","p138",1,0,"right",3168.85,3168.85,90,30
"s68","p138",1,0,"left",3177.89,3177.89,30,90
"s68","p138",3,0,"right",3179.55,3182.07,90,30
"s68","p138",1,1,"left",3182.95,3182.95,30,90
"s68","p138",3,0,"right",3189.73,3194.5,90,30
"s68","p138",3,1,"left",3195.78,3203.76,30,90
"s68","p138",5,1,"right",3206.86,3220.37,90,30
"s68","p138",2,2,"left",3221.5,3243.11,30,90
"s68","p138",1,0,"right",3250.48,3250.48,90,30
"s68","p138",14,2,"left",3251.42,3314.37,30,90
"s68","p138",1,0,"right",3316.74,3316.74,90,30
"s68","p138",2,1,"left",3320.8,3320.86,30,90
"s68","p138",2,0,"right",3327.75,3334.18,90,30
"s68","p138",5,1,"left",3335.12,3354.24,30,90
"s68","p138",1,0,"right",3360.58,3360.58,90,30
"s68","p138",3,0,"left",3364.81,3377.62,30,90
"s68","p138",1,0,"right",3390.78,3390.78,90,30
"s68","p138",3,0,"left",3391.58,3394.63,30,90
"s68","p138",2,0,"right",3398.82,3404.59,90,30
"s68","p138",2,0,"left",3405.37,3414.68,30,90
"s68","p138",2,0,"right",3416.79,3420.86,90,30
"s68","p138",4,1,"left",3421.98,3433.72,30,90
"s68","p138",1,1,"right",3439.41,3439.41,90,30
"s68","p138",1,0,"left",3443.77,3443.77,30,90
"s68","p138",1,0,"right",3447.15,3447.15,90,30
"s68","p138",1,1,"left",3448.12,3448.12,30,90
"s68","p138",2,0,"right",3453.69,3458.56,90,30
"s68","p138",1,0,"left",3459.62,3459.62,30,90
"s68","p138",1,0,"right",3465.18,3465.18,90,30
"s68","p138",3,1,"left",3469.06,3489.33,30,90
"s68","p138",1,0,"right",3507.89,3507.89,90,30
"s68","p138",4,1,"left",3512.58,3531.48,30,90
"s68","p138",1,0,"right",3536.58,3536.58,90,30
"s68","p138",2,1,"left",3537.46,3544.57,30,90
"s68","p138",1,0,"right",3546.89,3546.89,90,30
"s69","p138",1,0,"left",19.79,19.79,30,90
"s69","p138",2,1,"right",22.65,30.51,90,30
"s69","p138",15,1,"left",31.79,56.49,30,90
"s69","p138",1,0,"right",61.73,61.73,90,30
"s69","p138",2,1,"left",74.8,79.68,30,90
"s69","p138",2,0,"right",90.73,92.25,90,30
"s69","p138",1,0,"left",93.87,93.87,30,90
"s69","p138",1,0,"right",97.37,97.37,90,30
"s69","p138",6,2,"left",101.81,119.25,30,90
"s69","p138",1,0,"right",121.31,121.31,90,30
"s69","p138",27,3,"left",122.41,196.03,30,90
"s69","p138",2,1,"right",198.58,204.49,90,30
"s69","p138",8,1,"left",209.67,220.78,30,90
"s69","p138",2,1,"right",222.23,224.09,90,30
"s69","p138",3,0,"left",235.19,237.86,30,90
"s69","p138",2,0,"right",240.97,241.04,90,30
"s69","p138",1,1,"left",242.07,242.07,30,90
"s69","p138",3,0,"right",247.1,250.24,90,30
"s69","p138",1,0,"left",251.48,251.48,30,90
"s69","p138",2,0,"right",253.63,253.68,90,30
"s69","p138",8,0,"left",254.67,261.32,30,90
"s69","p138",1,0,"right",268.46,268.46,90,30
"s69","p138",5,2,"left",269.37,282.08,30,90
"s69","p138",3,0,"right",286.11,290.05,90,30
"s69","p138",3,1,"left",294.12,294.27,30,90
"s69","p138",2,1,"right",301.73,301.8,90,30
"s69","p138",2,0,"left",307.15,307.2,30,90
"s69","p138",2,0,"right",311.09,311.17,90,30
"s69","p138",2,0,"left",311.98,312.05,30,90
"s69","p138",2,0,"right",314.24,314.28,90,30
"s69","p138",8,0,"left",316.89,320.29,30,90
"s69","p138",2,0,"right",324.65,324.7,90,30
"s69","p138",2,0,"left",325.83,325.86,30,90
"s69","p138",1,0,"right",327.88,327.88,90,30
"s69","p138",1,0,"left",328.83,328.83,30,90
"s69","p138",1,0,"right",330.53,330.53,90,30
"s69","p138",7,0,"left",331.62,338.61,30,90
"s69","p138",2,1,"right",341.34,341.41,90,30
"s69","p138",1,0,"left",345.51,345.51,30,90
"s69","p138",2,0,"right",347.77,347.81,90,30
"s69","p138",8,0,"left",349.62,352.42,30,90
"s69","p138",1,0,"right",355.42,355.42,90,30
"s69","p138",1,1,"left",379.78,379.78,30,90
"s69","p138",1,1,"right",390.09,390.09,90,30
"s69","p138",1,0,"left",394.41,394.41,30,90
"s69","p138",1,0,"right",397.49,397.49,90,30
"s69","p138",16,1,"left",398.62,422.5,30,90
"s69","p138",2,0,"right",433.53,433.58,90,30
"s69","p138",1,0,"left",434.56,434.56,30,90
"s69","p138",1,0,"right",436.83,436.83,90,30
"s69","p138",1,0,"left",437.86,437.86,30,90
"s69","p138",2,0,"right",440.92,440.98,90,30
"s69","p138",2,1,"left",444.52,444.59,30,90
"s69","p138",3,0,"right",449.07,450.98,90,30
"s69","p138",4,1,"left",455.66,465.19,30,90
"s69","p138",4,0,"right",471.57,474.56,90,30
"s69","p138",7,0,"left",475.49,486.69,30,90
"s69","p138",3,0,"right",490.42,492.2,90,30
"s69","p138",14,0,"left",499.04,524.4,30,90
"s69","p138",2,0,"right",526.59,526.65,90,30
"s69","p138",1,1,"left",527.88,527.88,30,90
"s69","p138",2,1,"right",533.7,533.75,90,30
"s69","p138",1,0,"left",538.21,538.21,30,90
"s69","p138",4,0,"right",539.71,545.16,90,30
"s69","p138",1,1,"left",546.19,546.19,30,90
"s69","p138",3,0,"right",550.69,557.63,90,30
"s69","p138",4,1,"left",558.85,566.48,30,90
"s69","p138",1,0,"right",570.27,570.27,90,30
"s69","p138",4,0,"left",571.56,574.27,30,90
"s69","p138",1,0,"right",576.96,576.96,90,30
"s69","p138",11,1,"left",577.91,598.14,30,90
"s69","p138",1,1,"right",600.62,600.62,90,30
"s69","p138",4,1,"left",607.27,615.45,30,90
"s69","p138",1,1,"right",617.64,617.64,90,30
"s69","p138",9,2,"left",624.46,633.7,30,90
"s69","p138",2,1,"right",639.24,644.88,90,30
"s69","p138",1,0,"left",646.18,646.18,30,90
"s69","p138",1,0,"right",647.82,647.82,90,30
"s69","p138",1,0,"left",648.76,648.76,30,90
"s69","p138",3,0,"right",650.05,650.41,90,30
"s69","p138",1,0,"left",656.86,656.86,30,90
"s69","p138",2,0,"right",658.27,658.55,90,30
"s69","p138",2,0,"left",659.51,662.69,30,90
"s69","p138",1,0,"right",665.5,665.5,90,30
"s69","p138",2,0,"left",666.69,666.74,30,90
"s69","p138",3,0,"right",668.81,669.13,90,30
"s69","p138",2,0,"left",670.09,670.13,30,90
"s69","p138",1,0,"right",672.69,672.69,90,30
"s69","p138",5,0,"left",673.77,677.46,30,90
"s69","p138",1,0,"right",679.69,679.69,90,30
"s69","p138",10,1,"left",680.71,698.3,30,90
"s69","p138",1,1,"right",703.02,703.02,90,30
"s69","p138",4,0,"left",707.06,714.67,30,90
"s69","p138",1,1,"right",716.86,716.86,90,30
"s69","p138",4,0,"left",723.91,726.62,30,90
"s69","p138",3,0,"right",729,729.35,90,30
"s69","p138",1,0,"left",730.31,730.31,30,90
"s69","p138",1,0,"right",733.89,733.89,90,30
"s69","p138",1,0,"left",735.22,735.22,30,90
"s69","p138",1,0,"right",737.52,737.52,90,30
"s69","p138",1,0,"left",738.78,738.78,30,90
"s69","p138",1,0,"right",742.36,742.36,90,30
"s69","p138",3,1,"left",743.6,747.95,30,90
"s69","p138",1,0,"right",749.25,749.25,90,30
"s69","p138",2,0,"left",750.51,750.58,30,90
"s69","p138",2,0,"right",752.33,752.38,90,30
"s69","p138",1,0,"left",753.55,753.55,30,90
"s69","p138",1,0,"right",755.77,755.77,90,30
"s69","p138",1,0,"left",757.04,757.04,30,90
"s69","p138",2,0,"right",758.94,759.22,90,30
"s69","p138",6,0,"left",760.26,768.35,30,90
"s69","p138",2,0,"right",770.04,771.43,90,30
"s69","p138",1,0,"left",772.64,772.64,30,90
"s69","p138",1,0,"right",774.72,774.72,90,30
"s69","p138",4,1,"left",778.64,784.65,30,90
"s69","p138",1,0,"right",785.96,785.96,90,30
"s69","p138",4,1,"left",787.15,794.16,30,90
"s69","p138",1,0,"right",795.81,795.81,90,30
"s69","p138",2,0,"left",797.01,797.08,30,90
"s69","p138",1,0,"right",801.46,801.46,90,30
"s69","p138",1,0,"left",802.77,802.77,30,90
"s69","p138",1,0,"right",804.75,804.75,90,30
"s69","p138",6,0,"left",805.7,816.12,30,90
"s69","p138",1,0,"right",818.57,818.57,90,30
"s69","p138",8,0,"left",819.7,840.26,30,90
"s69","p138",2,1,"right",842.4,842.47,90,30
"s69","p138",2,0,"left",847.35,849.57,30,90
"s69","p138",1,0,"right",851.65,851.65,90,30
"s69","p138",2,0,"left",852.8,852.86,30,90
"s69","p138",1,0,"right",854.9,854.9,90,30
"s69","p138",3,1,"left",855.93,860.22,30,90
"s69","p138",1,0,"right",865.28,865.28,90,30
"s69","p138",2,0,"left",869.52,869.58,30,90
"s69","p138",2,0,"right",871.71,873.15,90,30
"s69","p138",2,0,"left",874.29,874.35,30,90
"s69","p138",2,0,"right",876.11,876.17,90,30
"s69","p138",2,0,"left",877.05,877.11,30,90
"s69","p138",1,0,"right",879.22,879.22,90,30
"s69","p138",2,0,"left",880.25,880.32,30,90
"s69","p138",1,0,"right",882.79,882.79,90,30
"s69","p138",10,1,"left",883.96,912.87,30,90
"s69","p138",2,0,"right",915.23,915.53,90,30
"s69","p138",2,0,"left",916.54,916.6,30,90
"s69","p138",1,0,"right",918.11,918.11,90,30
"s69","p138",2,0,"left",919.14,919.2,30,90
"s69","p138",1,0,"right",921.37,921.37,90,30
"s69","p138",4,1,"left",925.01,929.65,30,90
"s69","p138",1,0,"right",932.06,932.06,90,30
"s69","p138",1,0,"left",933.11,933.11,30,90
"s69","p138",2,0,"right",935.15,938.41,90,30
"s69","p138",4,0,"left",941.85,943.88,30,90
"s69","p138",2,0,"right",946.52,946.59,90,30
"s69","p138",1,0,"left",947.55,947.55,30,90
"s69","p138",1,0,"right",949.04,949.04,90,30
"s69","p138",6,1,"left",950.04,962.47,30,90
"s69","p138",5,1,"right",968.87,982.66,90,30
"s69","p138",3,1,"left",983.83,988.18,30,90
"s69","p138",1,0,"right",990.21,990.21,90,30
"s69","p138",1,0,"left",991.14,991.14,30,90
"s69","p138",1,0,"right",992.65,992.65,90,30
"s69","p138",4,0,"left",1001.88,1003.52,30,90
"s69","p138",3,0,"right",1009.03,1010.67,90,30
"s69","p138",3,0,"left",1013.15,1013.61,30,90
"s69","p138",1,0,"right",1021.82,1021.82,90,30
"s69","p138",1,0,"left",1022.79,1022.79,30,90
"s69","p138",2,0,"right",1024.3,1024.36,90,30
"s69","p138",3,1,"left",1025.22,1030.98,30,90
"s69","p138",2,0,"right",1032.45,1032.76,90,30
"s69","p138",4,0,"left",1033.87,1043.32,30,90
"s69","p138",1,0,"right",1045.6,1045.6,90,30
"s69","p138",1,0,"left",1046.61,1046.61,30,90
"s69","p138",1,0,"right",1048.82,1048.82,90,30
"s69","p138",5,0,"left",1049.74,1054.8,30,90
"s69","p138",2,0,"right",1057.37,1061.6,90,30
"s69","p138",6,1,"left",1062.64,1068.28,30,90
"s69","p138",1,0,"right",1070.05,1070.05,90,30
"s69","p138",10,3,"left",1071.19,1111.55,30,90
"s69","p138",1,0,"right",1113.6,1113.6,90,30
"s69","p138",1,1,"left",1114.81,1114.81,30,90
"s69","p138",1,0,"right",1123.8,1123.8,90,30
"s69","p138",2,1,"left",1132.42,1132.57,30,90
"s69","p138",1,1,"right",1140.32,1140.32,90,30
"s69","p138",1,0,"left",1145.78,1145.78,30,90
"s69","p138",1,0,"right",1147.7,1147.7,90,30
"s69","p138",3,1,"left",1151.69,1151.82,30,90
"s69","p138",3,0,"right",1156.38,1162.02,90,30
"s69","p138",7,0,"left",1163.02,1174.49,30,90
"s69","p138",1,0,"right",1180.71,1180.71,90,30
"s69","p138",7,2,"left",1184.69,1207.99,30,90
"s69","p138",1,0,"right",1214.81,1214.81,90,30
"s69","p138",4,0,"left",1215.75,1222.33,30,90
"s69","p138",4,0,"right",1226.05,1233.06,90,30
"s69","p138",1,1,"left",1239.14,1239.14,30,90
"s69","p138",2,0,"right",1244.41,1246.6,90,30
"s69","p138",7,1,"left",1247.52,1262.82,30,90
"s69","p138",1,1,"right",1266.17,1266.17,90,30
"s69","p138",3,1,"left",1270.12,1270.26,30,90
"s69","p138",2,0,"right",1276.24,1278.86,90,30
"s69","p138",1,0,"left",1279.8,1279.8,30,90
"s69","p138",2,0,"right",1281.3,1282.39,90,30
"s69","p138",4,0,"left",1291.2,1292.46,30,90
"s69","p138",2,0,"right",1294.28,1300.13,90,30
"s69","p138",8,0,"left",1304.58,1308.41,30,90
"s69","p138",2,0,"right",1311.19,1314.42,90,30
"s69","p138",6,0,"left",1315.73,1329.19,30,90
"s69","p138",1,0,"right",1331.08,1331.08,90,30
"s69","p138",8,1,"left",1334.89,1345.07,30,90
"s69","p138",3,0,"right",1346.86,1350.19,90,30
"s69","p138",3,1,"left",1351.2,1361.31,30,90
"s69","p138",1,0,"right",1366.11,1366.11,90,30
"s69","p138",2,0,"left",1371.42,1371.48,30,90
"s69","p138",3,0,"right",1374.57,1380.54,90,30
"s69","p138",3,1,"left",1385.86,1386.02,30,90
"s69","p138",5,0,"right",1390.46,1395.46,90,30
"s69","p138",1,0,"left",1399.93,1399.93,30,90
"s69","p138",1,0,"right",1405.27,1405.27,90,30
"s69","p138",1,0,"left",1406.3,1406.3,30,90
"s69","p138",2,0,"right",1408.23,1410.01,90,30
"s69","p138",7,1,"left",1411.25,1439.83,30,90
"s69","p138",1,0,"right",1441.67,1441.67,90,30
"s69","p138",7,3,"left",1442.96,1478.04,30,90
"s69","p138",1,1,"right",1479.59,1479.59,90,30
"s69","p138",1,0,"left",1483.93,1483.93,30,90
"s69","p138",3,0,"right",1485.99,1488.58,90,30
"s69","p138",1,1,"left",1495.8,1495.8,30,90
"s69","p138",3,0,"right",1503.05,1507.44,90,30
"s69","p138",3,0,"left",1508.65,1511.84,30,90
"s69","p138",1,0,"right",1517.67,1517.67,90,30
"s69","p138",2,1,"left",1518.91,1523.59,30,90
"s69","p138",2,0,"right",1525.47,1525.53,90,30
"s69","p138",1,0,"left",1526.37,1526.37,30,90
"s69","p138",2,0,"right",1529.06,1532.68,90,30
"s69","p138",1,0,"left",1538.86,1538.86,30,90
"s69","p138",2,1,"right",1541.73,1546.98,90,30
"s69","p138",2,0,"left",1548.07,1548.12,30,90
"s69","p138",1,0,"right",1550.01,1550.01,90,30
"s69","p138",3,0,"left",1552.99,1556.36,30,90
"s69","p138",1,1,"right",1564.42,1564.42,90,30
"s69","p138",9,1,"left",1568.61,1609.69,30,90
"s69","p138",1,0,"right",1615.89,1615.89,90,30
"s69","p138",4,0,"left",1616.88,1620.83,30,90
"s69","p138",1,0,"right",1624.38,1624.38,90,30
"s69","p138",2,0,"left",1625.24,1625.31,30,90
"s69","p138",2,0,"right",1626.82,1626.89,90,30
"s69","p138",1,0,"left",1627.98,1627.98,30,90
"s69","p138",1,0,"right",1630.54,1630.54,90,30
"s69","p138",6,0,"left",1635.51,1639.38,30,90
"s69","p138",2,0,"right",1641.97,1644.86,90,30
"s69","p138",3,0,"left",1648.07,1652.06,30,90
"s69","p138",1,0,"right",1655.8,1655.8,90,30
"s69","p138",2,0,"left",1658.59,1658.64,30,90
"s69","p138",2,0,"right",1663.99,1664.28,90,30
"s69","p138",3,0,"left",1665.35,1671.3,30,90
"s69","p138",1,0,"right",1681.88,1681.88,90,30
"s69","p138",2,0,"left",1683.1,1683.16,30,90
"s69","p138",1,0,"right",1685.28,1685.28,90,30
"s69","p138",5,0,"left",1686.49,1693.63,30,90
"s69","p138",1,0,"right",1696,1696,90,30
"s69","p138",4,0,"left",1697.06,1700.09,30,90
"s69","p138",1,0,"right",1702.23,1702.23,90,30
"s69","p138",4,0,"left",1707.62,1710.97,30,90
"s69","p138",3,0,"right",1713.29,1713.62,90,30
"s69","p138",1,0,"left",1721.32,1721.32,30,90
"s69","p138",1,0,"right",1725.39,1725.39,90,30
"s69","p138",9,1,"left",1726.37,1752.09,30,90
"s69","p138",2,0,"right",1753.96,1757.35,90,30
"s69","p138",9,1,"left",1758.31,1783.02,30,90
"s69","p138",3,0,"right",1788.15,1789.59,90,30
"s69","p138",3,1,"left",1790.68,1794.57,30,90
"s69","p138",1,0,"right",1798.78,1798.78,90,30
"s69","p138",4,1,"left",1802.98,1814.13,30,90
"s69","p138",1,0,"right",1823.4,1823.4,90,30
"s69","p138",1,0,"left",1827.65,1827.65,30,90
"s69","p138",1,0,"right",1829.88,1829.88,90,30
"s69","p138",1,0,"left",1831.22,1831.22,30,90
"s69","p138",1,0,"right",1834.16,1834.16,90,30
"s69","p138",7,1,"left",1835.23,1850.41,30,90
"s69","p138",1,0,"right",1851.68,1851.68,90,30
"s69","p138",3,0,"left",1852.54,1857.27,30,90
"s69","p138",1,0,"right",1859.11,1859.11,90,30
"s69","p138",7,1,"left",1860.03,1882.52,30,90
"s69","p138",1,1,"right",1890.86,1890.86,90,30
"s69","p138",1,1,"left",1894.9,1894.9,30,90
"s69","p138",2,0,"right",1904.62,1907.97,90,30
"s69","p138",5,0,"left",1909.17,1918.36,30,90
"s69","p138",1,0,"right",1923.58,1923.58,90,30
"s69","p138",7,1,"left",1928.08,1949.84,30,90
"s69","p138",1,0,"right",1952.47,1952.47,90,30
