"session","bird","n_responses","n_reinforcers","lever","time_start","time_end","local_VI","alter_VI"
"s01","p138",392,5,"left",2.33,275.84,30,90
"s01","p138",1,1,"right",279.02,279.02,90,30
"s01","p138",7,3,"left",284.13,304.28,30,90
"s01","p138",3,0,"right",307.76,308.96,90,30
"s01","p138",31,0,"left",310.54,339.2,30,90
"s01","p138",1,1,"right",341.08,341.08,90,30
"s01","p138",8,0,"left",345.45,348.54,30,90
"s01","p138",1,1,"right",357.2,357.2,90,30
"s01","p138",10,0,"left",364.5,367.5,30,90
"s01","p138",2,0,"right",370.47,371.85,90,30
"s01","p138",869,22,"left",374.72,1209.23,30,90
"s01","p138",13,1,"right",1215.2,1241.13,90,30
"s01","p138",67,2,"left",1249.16,1300.88,30,90
"s01","p138",1,0,"right",1303.98,1303.98,90,30
"s01","p138",84,2,"left",1306.47,1436.2,30,90
"s01","p138",1,1,"right",1439.13,1439.13,90,30
"s01","p138",2,0,"left",1448.54,1449.06,30,90
"s01","p138",8,0,"right",1460.85,1465.09,90,30
"s01","p138",24,1,"left",1469.77,1504.75,30,90
"s01","p138",1,1,"right",1510.39,1510.39,90,30
"s01","p138",14,1,"left",1515.49,1534.22,30,90
"s01","p138",5,1,"right",1536.35,1551.12,90,30
"s01","p138",5,0,"left",1553.29,1559.87,30,90
"s01","p138",6,0,"right",1572.54,1576.49,90,30
"s01","p138",15,2,"left",1578.6,1599.36,30,90
"s01","p138",1,1,"right",1602.79,1602.79,90,30
"s01","p138",85,2,"left",1607.53,1673.98,30,90
"s01","p138",1,1,"right",1680.34,1680.34,90,30
"s01","p138",4,0,"left",1684.68,1685.95,30,90
"s01","p138",4,1,"right",1691.27,1701.21,90,30
"s01","p138",7,1,"left",1704.69,1732.99,30,90
"s01","p138",3,1,"right",1746.97,1753.69,90,30
"s01","p138",5,1,"left",1758.27,1768.37,30,90
"s01","p138",2,0,"right",1770.55,1770.63,90,30
"s01","p138",2,0,"left",1776.06,1783.09,30,90
"s01","p138",3,0,"right",1785.1,1790.51,90,30
"s01","p138",11,2,"left",1793.11,1824.11,30,90
"s01","p138",2,2,"right",1827.58,1839.53,90,30
"s01","p138",5,0,"left",1843.92,1846.87,30,90
"s01","p138",10,0,"right",1849.7,1860.19,90,30
"s01","p138",1,0,"left",1863.6,1863.6,30,90
"s01","p138",4,0,"right",1870.41,1874.67,90,30
"s01","p138",3,1,"left",1876.49,1881.88,30,90
"s01","p138",2,0,"right",1887.76,1887.87,90,30
"s01","p138",14,2,"left",1891.69,1912.22,30,90
"s01","p138",1,1,"right",1914.16,1914.16,90,30
"s01","p138",6,0,"left",1919.77,1923.27,30,90
"s01","p138",4,0,"right",1926.44,1928.81,90,30
"s01","p138",9,0,"left",1937.73,1952.29,30,90
"s01","p138",3,2,"right",1961.82,1978.99,90,30
"s01","p138",6,1,"left",1983.58,1994.3,30,90
"s01","p138",6,0,"right",1997.09,2009.61,90,30
"s01","p138",1,1,"left",2011,2011,30,90
"s01","p138",2,0,"right",2017.8,2017.86,90,30
"s01","p138",1,0,"left",2021.35,2021.35,30,90
"s01","p138",2,0,"right",2022.85,2023.38,90,30
"s01","p138",2,0,"left",2033.51,2033.62,30,90
"s01","p138",1,0,"right",2044.79,2044.79,90,30
"s01","p138",4,2,"left",2048.33,2066.15,30,90
"s01","p138",3,1,"right",2070.33,2078.85,90,30
"s01","p138",6,1,"left",2082.39,2093.07,30,90
"s01","p138",5,0,"right",2097.55,2100.29,90,30
"s01","p138",6,0,"left",2103.99,2108.36,30,90
"s01","p138",4,0,"right",2115.48,2119.55,90,30
"s01","p138",3,0,"left",2121.54,2121.99,30,90
"s01","p138",1,0,"right",2124.5,2124.5,90,30
"s01","p138",13,1,"left",2127.98,2165.55,30,90
"s01","p138",5,0,"right",2166.96,2173.63,90,30
"s01","p138",1,1,"left",2179.64,2179.64,30,90
"s01","p138",1,0,"right",2188.88,2188.88,90,30
"s01","p138",1,0,"left",2192.79,2192.79,30,90
"s01","p138",3,0,"right",2207.06,2214.15,90,30
"s01","p138",18,0,"left",2219.22,2244.19,30,90
"s01","p138",6,1,"right",2246.86,2267.65,90,30
"s01","p138",1,0,"left",2271.62,2271.62,30,90
"s01","p138",1,1,"right",2274.84,2274.84,90,30
"s01","p138",55,2,"left",2279.48,2351.82,30,90
"s01","p138",2,1,"right",2353.44,2363.98,90,30
"s01","p138",3,0,"left",2366.17,2367.09,30,90
"s01","p138",3,0,"right",2372.16,2375.24,90,30
"s01","p138",3,0,"left",2378.57,2379.03,30,90
"s01","p138",1,0,"right",2382.39,2382.39,90,30
"s01","p138",1,0,"left",2384.85,2384.85,30,90
"s01","p138",1,0,"right",2388.09,2388.09,90,30
"s01","p138",36,0,"left",2390.98,2429.9,30,90
"s01","p138",1,0,"right",2432.25,2432.25,90,30
"s01","p138",31,2,"left",2438.94,2481.42,30,90
"s01","p138",1,1,"right",2486.89,2486.89,90,30
"s01","p138",1,0,"left",2494.21,2494.21,30,90
"s01","p138",1,0,"right",2496.11,2496.11,90,30
"s01","p138",2,0,"left",2498.28,2498.58,30,90
"s01","p138",2,0,"right",2501.92,2513.54,90,30
"s01","p138",1,0,"left",2516.05,2516.05,30,90
"s01","p138",3,0,"right",2524.93,2525.38,90,30
"s01","p138",2,1,"left",2527.02,2532.98,30,90
"s01","p138",1,0,"right",2536.38,2536.38,90,30
"s01","p138",167,6,"left",2538.85,2794.12,30,90
"s01","p138",1,1,"right",2808.02,2808.02,90,30
"s01","p138",1,0,"left",2812.8,2812.8,30,90
"s01","p138",1,1,"right",2820.74,2820.74,90,30
"s01","p138",5,2,"left",2833.28,2847.42,30,90
"s01","p138",2,0,"right",2853.76,2861.94,90,30
"s01","p138",7,1,"left",2864.96,2887.69,30,90
"s01","p138",2,1,"right",2890.63,2890.69,90,30
"s01","p138",5,0,"left",2897.58,2900.71,30,90
"s01","p138",6,0,"right",2904.33,2915.85,90,30
"s01","p138",6,2,"left",2917.67,2968.92,30,90
"s01","p138",1,0,"right",2980.8,2980.8,90,30
"s01","p138",73,6,"left",2982.92,3107.62,30,90
"s01","p138",2,2,"right",3109.14,3120.4,90,30
"s01","p138",38,2,"left",3125.49,3159.77,30,90
"s01","p138",2,1,"right",3163.13,3171.4,90,30
"s01","p138",18,1,"left",3178.81,3206.04,30,90
"s01","p138",1,1,"right",3217.76,3217.76,90,30
"s01","p138",3,0,"left",3222.57,3225.02,30,90
"s01","p138",6,0,"right",3228.43,3235.73,90,30
"s01","p138",1,0,"left",3237.06,3237.06,30,90
"s01","p138",4,0,"right",3239.79,3253.25,90,30
"s01","p138",1,1,"left",3257.31,3257.31,30,90
"s01","p138",1,0,"right",3262.48,3262.48,90,30
"s01","p138",8,0,"left",3265.99,3272.9,30,90
"s01","p138",1,0,"right",3286.41,3286.41,90,30
"s01","p138",2,1,"left",3296.85,3305.17,30,90
"s01","p138",1,0,"right",3319.91,3319.91,90,30
"s01","p138",22,2,"left",3321.72,3398.59,30,90
"s01","p138",4,1,"right",3403.76,3414.67,90,30
"s01","p138",16,1,"left",3428.28,3465.23,30,90
"s01","p138",2,1,"right",3485.32,3500.01,90,30
"s01","p138",2,1,"left",3544.57,3553.49,30,90
"s01","p138",1,0,"right",3556.7,3556.7,90,30
"s01","p138",1,0,"left",3559.26,3559.26,30,90
"s01","p138",3,0,"right",3565.58,3568.37,90,30
"s01","p138",10,0,"left",3574.09,3590.09,30,90
"s01","p138",2,1,"right",3596.42,3605.1,90,30
"s01","p138",3,1,"left",3606.42,3611.87,30,90
"s01","p138",18,1,"right",3624.24,3663.52,90,30
"s01","p138",7,1,"left",3666.66,3676.41,30,90
"s01","p138",3,0,"right",3682.53,3687.68,90,30
"s01","p138",1,0,"left",3691.9,3691.9,30,90
"s01","p138",1,0,"right",3694.4,3694.4,90,30
"s01","p138",1,0,"left",3700.71,3700.71,30,90
"s01","p138",14,2,"right",3707.39,3738.08,90,30
"s01","p138",3,0,"left",3743.14,3744.44,30,90
"s01","p138",22,0,"right",3747.95,3785.86,90,30
"s01","p138",1,1,"left",3788.09,3788.09,30,90
"s01","p138",6,0,"right",3794.13,3809.19,90,30
"s01","p138",6,0,"left",3814.15,3816.41,30,90
"s01","p138",2,0,"right",3827.43,3831.53,90,30
"s01","p138",1,1,"left",3844.92,3844.92,30,90
"s01","p138",1,0,"right",3858.75,3858.75,90,30
"s01","p138",31,2,"left",3860.9,3909.92,30,90
"s01","p138",2,1,"right",3918.92,3929.83,90,30
"s01","p138",3,1,"left",3941.29,3949.59,30,90
"s01","p138",1,0,"right",3953.39,3953.39,90,30
"s01","p138",10,1,"left",3954.86,3974.8,30,90
"s01","p138",1,0,"right",3981.04,3981.04,90,30
"s01","p138",4,0,"left",3989.31,3996.64,30,90
"s01","p138",2,0,"right",4004.07,4011.18,90,30
"s01","p138",5,1,"left",4014.02,4052.19,30,90
"s01","p138",1,1,"right",4054.75,4054.75,90,30
"s01","p138",2,0,"left",4066.18,4066.25,30,90
"s01","p138",1,0,"right",4071.63,4071.63,90,30
"s01","p138",2,0,"left",4076.09,4076.6,30,90
"s01","p138",1,1,"right",4082.64,4082.64,90,30
"s01","p138",1,0,"left",4089.91,4089.91,30,90
"s01","p138",5,0,"right",4106.86,4120.66,90,30
"s01","p138",3,1,"left",4129.56,4138.58,30,90
"s01","p138",2,0,"right",4141.29,4141.35,90,30
"s01","p138",2,0,"left",4144.18,4144.26,30,90
"s01","p138",1,0,"right",4146.64,4146.64,90,30
"s01","p138",4,1,"left",4150.02,4160.69,30,90
"s01","p138",4,0,"right",4169.16,4182.54,90,30
"s01","p138",11,1,"left",4184.29,4204.93,30,90
"s01","p138",3,1,"right",4207.24,4218.17,90,30
"s01","p138",1,0,"left",4221.78,4221.78,30,90
"s01","p138",1,0,"right",4227.62,4227.62,90,30
"s01","p138",2,0,"left",4230.27,4230.33,30,90
"s01","p138",3,1,"right",4237.65,4255.37,90,30
"s01","p138",2,1,"left",4274.84,4285.67,30,90
"s01","p138",1,0,"right",4300.99,4300.99,90,30
"s01","p138",1,1,"left",4304.72,4304.72,30,90
"s01","p138",5,0,"right",4316.41,4322,90,30
"s01","p138",35,2,"left",4328.39,4407.63,30,90
"s01","p138",2,1,"right",4410.62,4421.03,90,30
"s01","p138",15,0,"left",4422.67,4432.45,30,90
"s01","p138",3,0,"right",4436.94,4448.38,90,30
"s01","p138",70,9,"left",4450.5,4612.18,30,90
"s01","p138",1,1,"right",4615.23,4615.23,90,30
"s01","p138",12,2,"left",4627.28,4669.98,30,90
"s01","p138",1,0,"right",4686.9,4686.9,90,30
"s01","p138",14,0,"left",4691.93,4717.51,30,90
"s01","p138",1,0,"right",4728.21,4728.21,90,30
"s01","p138",1,1,"left",4730.5,4730.5,30,90
"s01","p138",2,1,"right",4735.66,4743.2,90,30
"s01","p138",9,2,"left",4750.52,4810.67,30,90
"s01","p138",1,0,"right",4813.39,4813.39,90,30
"s01","p138",1,0,"left",4837.88,4837.88,30,90
"s01","p138",1,1,"right",4841.16,4841.16,90,30
"s01","p138",1,0,"left",4853.53,4853.53,30,90
"s01","p138",10,1,"right",4855.52,4888.8,90,30
"s01","p138",4,1,"left",4893.08,4898.94,30,90
"s01","p138",1,0,"right",4901.45,4901.45,90,30
"s01","p138",1,0,"left",4903.23,4903.23,30,90
"s01","p138",5,0,"right",4905.19,4918.18,90,30
"s01","p138",2,0,"left",4920.26,4921.12,30,90
"s01","p138",2,0,"right",4924.03,4924.1,90,30
"s01","p138",1,1,"left",4932.25,4932.25,30,90
"s01","p138",1,0,"right",4950.56,4950.56,90,30
"s01","p138",2,0,"left",4954.31,4954.99,30,90
"s01","p138",2,1,"right",4976.76,4992.33,90,30
"s01","p138",3,2,"left",4998.39,5008.82,30,90
"s01","p138",2,0,"right",5014.88,5014.96,90,30
"s01","p138",3,1,"left",5017.17,5019.32,30,90
"s01","p138",1,0,"right",5024.8,5024.8,90,30
"s01","p138",36,2,"left",5026.04,5080.82,30,90
"s01","p138",1,1,"right",5085.27,5085.27,90,30
"s01","p138",1,1,"left",5095.03,5095.03,30,90
"s01","p138",1,0,"right",5102.96,5102.96,90,30
"s01","p138",2,0,"left",5108.38,5108.48,30,90
"s01","p138",1,0,"right",5114.75,5114.75,90,30
"s01","p138",6,2,"left",5117.28,5138.79,30,90
"s01","p138",1,0,"right",5141.95,5141.95,90,30
"s01","p138",5,0,"left",5147.19,5154.27,30,90
"s01","p138",1,0,"right",5157.71,5157.71,90,30
"s01","p138",7,0,"left",5160.9,5178.4,30,90
"s01","p138",1,1,"right",5182.81,5182.81,90,30
"s01","p138",3,1,"left",5192.35,5217.53,30,90
"s01","p138",2,1,"right",5219.81,5228.33,90,30
"s01","p138",1,1,"left",5232.3,5232.3,30,90
"s01","p138",5,1,"right",5242.66,5277.22,90,30
"s02","p138",18,3,"left",55.81,142.41,30,90
"s02","p138",6,1,"right",152.49,173.76,90,30
"s02","p138",132,5,"left",177.08,268.94,30,90
"s02","p138",1,1,"right",272.4,272.4,90,30
"s02","p138",1,0,"left",276.72,276.72,30,90
"s02","p138",9,0,"right",281.75,297.45,90,30
"s02","p138",54,4,"left",302.82,526.85,30,90
"s02","p138",2,0,"right",539.76,539.82,90,30
"s02","p138",27,5,"left",545.14,763.97,30,90
"s02","p138",1,1,"right",792.59,792.59,90,30
"s02","p138",4,2,"left",805.56,836.88,30,90
"s02","p138",1,0,"right",867.58,867.58,90,30
"s02","p138",1,1,"left",873.29,873.29,30,90
"s02","p138",1,0,"right",909.83,909.83,90,30
"s02","p138",31,6,"left",976.4,1167.21,30,90
"s02","p138",3,1,"right",1180.42,1232.89,90,30
"s02","p138",65,10,"left",1236.18,1614.2,30,90
"s02","p138",1,1,"right",1624.11,1624.11,90,30
"s02","p138",17,2,"left",1637.47,1708.32,30,90
"s02","p138",1,1,"right",1734.13,1734.13,90,30
"s02","p138",1,0,"left",1749.16,1749.16,30,90
"s02","p138",1,0,"right",1762.42,1762.42,90,30
"s02","p138",2,0,"left",1764.57,1765.04,30,90
"s02","p138",2,0,"right",1770.08,1777.96,90,30
"s02","p138",19,4,"left",1805.93,1911.27,30,90
"s02","p138",3,0,"right",1916.18,1929.06,90,30
"s02","p138",31,9,"left",1932.74,2226.05,30,90
"s02","p138",5,2,"right",2256.3,2291.44,90,30
"s02","p138",3,1,"left",2295.12,2313.83,30,90
"s02","p138",1,0,"right",2319.34,2319.34,90,30
"s02","p138",1,0,"left",2333.4,2333.4,30,90
"s02","p138",6,0,"right",2336.82,2349.07,90,30
"s02","p138",2,1,"left",2355.7,2361.06,30,90
"s02","p138",1,1,"right",2363.91,2363.91,90,30
"s02","p138",1,0,"left",2377.15,2377.15,30,90
"s02","p138",4,0,"right",2391.41,2393.19,90,30
"s02","p138",1,0,"left",2410.07,2410.07,30,90
"s02","p138",2,0,"right",2416.19,2416.27,90,30
"s02","p138",7,0,"left",2425.03,2428.58,30,90
"s02","p138",2,0,"right",2433.25,2437.7,90,30
"s02","p138",54,6,"left",2441.64,2711.61,30,90
"s02","p138",1,1,"right",2722.61,2722.61,90,30
"s02","p138",1,0,"left",2743.75,2743.75,30,90
"s02","p138",2,2,"right",2766.99,2782.06,90,30
"s02","p138",1,1,"left",2793.24,2793.24,30,90
"s02","p138",19,3,"right",2802.43,2917.7,90,30
"s02","p138",1,1,"left",2945.8,2945.8,30,90
"s02","p138",1,1,"right",2970.7,2970.7,90,30
"s02","p138",2,1,"left",2994.96,3006.53,30,90
"s02","p138",5,1,"right",3013.83,3038.7,90,30
"s02","p138",2,1,"left",3043.85,3051.79,30,90
"s02","p138",10,1,"right",3063.85,3102.51,90,30
"s02","p138",6,1,"left",3111.79,3128.82,30,90
"s02","p138",9,0,"right",3137.41,3154.19,90,30
"s02","p138",31,5,"left",3159.4,3312.95,30,90
"s02","p138",1,1,"right",3316.2,3316.2,90,30
"s02","p138",5,0,"left",3326.45,3343.91,30,90
"s02","p138",1,1,"right",3351.4,3351.4,90,30
"s02","p138",5,1,"left",3364.77,3380.39,30,90
"s02","p138",2,0,"right",3383.61,3384.77,90,30
"s02","p138",6,1,"left",3390.03,3408.84,30,90
"s02","p138",2,0,"right",3411.47,3411.84,90,30
"s02","p138",13,0,"left",3419.01,3435.4,30,90
"s02","p138",2,0,"right",3448.15,3449.62,90,30
"s02","p138",7,0,"left",3455.49,3461.04,30,90
"s02","p138",4,0,"right",3466.99,3476.19,90,30
"s03","p138",26,3,"left",1.75,80.84,30,90
"s03","p138",1,1,"right",85.39,85.39,90,30
"s03","p138",11,0,"left",89.9,133.89,30,90
"s03","p138",1,1,"right",136.65,136.65,90,30
"s03","p138",1,0,"left",140.67,140.67,30,90
"s03","p138",9,1,"right",145.8,159.23,90,30
"s03","p138",17,1,"left",161.38,183.7,30,90
"s03","p138",1,1,"right",188.15,188.15,90,30
"s03","p138",2,0,"left",199.93,200.41,30,90
"s03","p138",4,0,"right",204.4,209.49,90,30
"s03","p138",22,2,"left",221.68,313.06,30,90
"s03","p138",1,1,"right",315.85,315.85,90,30
"s03","p138",3,2,"left",330.21,342.45,30,90
"s03","p138",2,0,"right",354.74,355.77,90,30
"s03","p138",9,1,"left",362.67,371.35,30,90
"s03","p138",1,0,"right",375.78,375.78,90,30
"s03","p138",3,1,"left",378.21,387.67,30,90
"s03","p138",1,0,"right",394.64,394.64,90,30
"s03","p138",8,0,"left",396.1,402.11,30,90
"s03","p138",1,0,"right",404.57,404.57,90,30
"s03","p138",17,0,"left",406.16,443.73,30,90
"s03","p138",1,0,"right",448.27,448.27,90,30
"s03","p138",13,3,"left",457.34,496.75,30,90
"s03","p138",1,1,"right",500.33,500.33,90,30
"s03","p138",6,0,"left",515.66,524.72,30,90
"s03","p138",4,1,"right",527.35,547.51,90,30
"s03","p138",9,0,"left",552.62,560.99,30,90
"s03","p138",1,0,"right",573.57,573.57,90,30
"s03","p138",5,0,"left",577.78,580.62,30,90
"s03","p138",3,0,"right",586.87,589.61,90,30
"s03","p138",1,1,"left",591.7,591.7,30,90
"s03","p138",2,0,"right",597.85,598.54,90,30
"s03","p138",10,0,"left",601.54,615.27,30,90
"s03","p138",1,0,"right",622.39,622.39,90,30
"s03","p138",2,0,"left",625.19,627,30,90
"s03","p138",1,1,"right",642.03,642.03,90,30
"s03","p138",1,0,"left",651.06,651.06,30,90
"s03","p138",2,0,"right",656.43,656.47,90,30
"s03","p138",2,1,"left",659.76,670.93,30,90
"s03","p138",3,0,"right",674.91,689.27,90,30
"s03","p138",1,1,"left",700,700,30,90
"s03","p138",1,0,"right",707.66,707.66,90,30
"s03","p138",1,0,"left",711.39,711.39,30,90
"s03","p138",1,0,"right",715.27,715.27,90,30
"s03","p138",6,0,"left",720.88,747.61,30,90
"s03","p138",1,0,"right",750.87,750.87,90,30
"s03","p138",4,0,"left",753.55,757.91,30,90
"s03","p138",2,0,"right",763.84,764.67,90,30
"s03","p138",4,0,"left",773.25,776.19,30,90
"s03","p138",1,0,"right",777.64,777.64,90,30
"s03","p138",12,4,"left",780.13,844,30,90
"s03","p138",3,1,"right",854.01,868.74,90,30
"s03","p138",1,1,"left",871.37,871.37,30,90
"s03","p138",7,0,"right",879.21,903.01,90,30
"s03","p138",3,0,"left",905.23,908,30,90
"s03","p138",11,0,"right",913,942.46,90,30
"s03","p138",5,1,"left",944.28,979.55,30,90
"s03","p138",3,0,"right",990.07,993.97,90,30
"s03","p138",4,0,"left",997.02,1012.85,30,90
"s03","p138",1,0,"right",1017.24,1017.24,90,30
"s03","p138",16,3,"left",1026.75,1082.66,30,90
"s03","p138",4,0,"right",1085.09,1089.43,90,30
"s03","p138",1,0,"left",1091.44,1091.44,30,90
"s03","p138",1,0,"right",1095.03,1095.03,90,30
"s03","p138",1,0,"left",1098.24,1098.24,30,90
"s03","p138",6,1,"right",1103,1118.12,90,30
"s03","p138",2,0,"left",1122.2,1122.26,30,90
"s03","p138",6,0,"right",1131.09,1135.42,90,30
"s03","p138",2,0,"left",1136.7,1149.14,30,90
"s03","p138",1,1,"right",1163.58,1163.58,90,30
"s03","p138",3,0,"left",1173.23,1173.98,30,90
"s03","p138",3,0,"right",1178.28,1182.41,90,30
"s03","p138",1,0,"left",1184.63,1184.63,30,90
"s03","p138",1,0,"right",1187.71,1187.71,90,30
"s03","p138",1,0,"left",1193.13,1193.13,30,90
"s03","p138",3,0,"right",1201.16,1212.23,90,30
"s03","p138",3,1,"left",1217.78,1235.06,30,90
"s03","p138",1,0,"right",1237.1,1237.1,90,30
"s03","p138",4,2,"left",1254.9,1272.87,30,90
"s03","p138",1,1,"right",1282.99,1282.99,90,30
"s03","p138",1,0,"left",1290.48,1290.48,30,90
"s03","p138",2,0,"right",1298.54,1300.39,90,30
"s03","p138",2,0,"left",1307.66,1308.11,30,90
"s03","p138",1,0,"right",1316.91,1316.91,90,30
"s03","p138",9,0,"left",1318.63,1332.65,30,90
"s03","p138",1,0,"right",1344.06,1344.06,90,30
"s03","p138",5,0,"left",1350.43,1352.33,30,90
"s03","p138",2,0,"right",1354.79,1355.78,90,30
"s03","p138",8,1,"left",1358.04,1375.65,30,90
"s03","p138",1,1,"right",1378.88,1378.88,90,30
"s03","p138",6,0,"left",1384.54,1390.34,30,90
"s03","p138",2,0,"right",1398.99,1402.21,90,30
"s03","p138",3,2,"left",1408.23,1415.28,30,90
"s03","p138",2,0,"right",1421.28,1421.36,90,30
"s03","p138",8,0,"left",1423.99,1438.91,30,90
"s03","p138",5,0,"right",1449.75,1453.87,90,30
"s03","p138",4,0,"left",1456.86,1460.32,30,90
"s03","p138",2,1,"right",1473.96,1490.95,90,30
"s03","p138",4,2,"left",1492.36,1505.84,30,90
"s03","p138",2,0,"right",1509.91,1527.86,90,30
"s03","p138",3,0,"left",1530.49,1531.28,30,90
"s03","p138",1,0,"right",1534.74,1534.74,90,30
"s03","p138",13,0,"left",1536.77,1550.54,30,90
"s03","p138",2,0,"right",1560.97,1561.06,90,30
"s03","p138",2,2,"left",1568.83,1585.48,30,90
"s03","p138",1,1,"right",1592.78,1592.78,90,30
"s03","p138",10,2,"left",1608.91,1637.67,30,90
"s03","p138",1,0,"right",1640.24,1640.24,90,30
"s03","p138",14,2,"left",1643.8,1677.59,30,90
"s03","p138",1,0,"right",1681.2,1681.2,90,30
"s03","p138",3,0,"left",1683.45,1685.61,30,90
"s03","p138",1,0,"right",1690.82,1690.82,90,30
"s03","p138",3,0,"left",1692.53,1693.42,30,90
"s03","p138",1,0,"right",1696.94,1696.94,90,30
"s03","p138",14,0,"left",1698.98,1711.57,30,90
"s03","p138",1,0,"right",1714.82,1714.82,90,30
"s03","p138",3,0,"left",1716.66,1717.7,30,90
"s03","p138",2,0,"right",1719.7,1723.51,90,30
"s03","p138",4,1,"left",1725.56,1728.2,30,90
"s03","p138",1,0,"right",1734,1734,90,30
"s03","p138",12,1,"left",1740.73,1769.78,30,90
"s03","p138",1,1,"right",1772.32,1772.32,90,30
"s03","p138",2,0,"left",1784.45,1784.83,30,90
"s03","p138",2,1,"right",1787.67,1787.75,90,30
"s03","p138",1,0,"left",1794.38,1794.38,30,90
"s03","p138",1,0,"right",1798.18,1798.18,90,30
"s03","p138",7,2,"left",1807.77,1821.16,30,90
"s03","p138",1,0,"right",1826.33,1826.33,90,30
"s03","p138",13,1,"left",1829.8,1856.69,30,90
"s03","p138",2,0,"right",1858.17,1859.36,90,30
"s03","p138",10,1,"left",1862.51,1875.3,30,90
"s03","p138",1,0,"right",1887.04,1887.04,90,30
"s03","p138",6,0,"left",1891.26,1896.79,30,90
"s03","p138",2,0,"right",1899.98,1900.94,90,30
"s03","p138",5,0,"left",1903.32,1912.26,30,90
"s03","p138",7,0,"right",1917.87,1923.85,90,30
"s03","p138",16,3,"left",1926.71,1977.16,30,90
"s03","p138",2,1,"right",1984.75,1995.42,90,30
"s03","p138",14,2,"left",1998.95,2031.32,30,90
"s03","p138",1,0,"right",2038.99,2038.99,90,30
"s03","p138",5,0,"left",2040.84,2043.01,30,90
"s03","p138",6,0,"right",2045.25,2053.62,90,30
"s03","p138",3,1,"left",2056.13,2064.45,30,90
"s03","p138",1,0,"right",2067.95,2067.95,90,30
"s03","p138",8,1,"left",2069.72,2088.02,30,90
"s03","p138",2,1,"right",2090.02,2100.37,90,30
"s03","p138",5,0,"left",2102.8,2103.75,30,90
"s03","p138",1,0,"right",2106.55,2106.55,90,30
"s03","p138",6,0,"left",2108.26,2112.37,30,90
"s03","p138",2,0,"right",2114.78,2116.17,90,30
"s03","p138",2,0,"left",2119.1,2119.43,30,90
"s03","p138",1,0,"right",2132.51,2132.51,90,30
"s03","p138",1,1,"left",2135.38,2135.38,30,90
"s03","p138",1,0,"right",2144.34,2144.34,90,30
"s03","p138",5,1,"left",2147.29,2157.11,30,90
"s03","p138",4,0,"right",2167.88,2177.46,90,30
"s03","p138",3,1,"left",2184.27,2195.93,30,90
"s03","p138",1,0,"right",2198.59,2198.59,90,30
"s03","p138",13,0,"left",2204.67,2213.52,30,90
"s03","p138",1,1,"right",2221.86,2221.86,90,30
"s03","p138",3,1,"left",2229.3,2239.53,30,90
"s03","p138",2,1,"right",2245.47,2253.21,90,30
"s03","p138",2,1,"left",2254.87,2262.61,30,90
"s03","p138",1,0,"right",2268.8,2268.8,90,30
"s03","p138",10,2,"left",2270.44,2301.77,30,90
"s03","p138",1,0,"right",2304.99,2304.99,90,30
"s03","p138",6,0,"left",2306.42,2320.83,30,90
"s03","p138",1,0,"right",2327.37,2327.37,90,30
"s03","p138",2,0,"left",2330.89,2336.34,30,90
"s03","p138",1,0,"right",2339.19,2339.19,90,30
"s03","p138",1,0,"left",2340.97,2340.97,30,90
"s03","p138",1,0,"right",2351.73,2351.73,90,30
"s03","p138",2,0,"left",2355.73,2356.4,30,90
"s03","p138",1,0,"right",2359.1,2359.1,90,30
"s03","p138",10,1,"left",2360.8,2391.39,30,90
"s03","p138",2,0,"right",2416.27,2427.87,90,30
"s03","p138",39,4,"left",2434.67,2576.93,30,90
"s03","p138",1,1,"right",2580.44,2580.44,90,30
"s03","p138",10,1,"left",2590.08,2616.96,30,90
"s03","p138",1,1,"right",2625.84,2625.84,90,30
"s03","p138",5,1,"left",2651.48,2658.41,30,90
"s03","p138",2,0,"right",2665.89,2665.94,90,30
"s03","p138",7,0,"left",2670.36,2675.96,30,90
"s03","p138",3,0,"right",2678.54,2679.59,90,30
"s03","p138",1,0,"left",2688.52,2688.52,30,90
"s03","p138",2,1,"right",2691.62,2699.01,90,30
"s03","p138",4,0,"left",2706.17,2709.14,30,90
"s03","p138",1,0,"right",2711.35,2711.35,90,30
"s03","p138",2,0,"left",2714.46,2718.86,30,90
"s03","p138",4,0,"right",2724.95,2730.9,90,30
"s03","p138",19,1,"left",2738.55,2796.16,30,90
"s03","p138",2,1,"right",2802.7,2810.46,90,30
"s03","p138",5,1,"left",2812.83,2829.18,30,90
"s03","p138",2,1,"right",2836.81,2849.15,90,30
"s03","p138",2,0,"left",2852,2852.06,30,90
"s03","p138",1,0,"right",2859.07,2859.07,90,30
"s03","p138",1,0,"left",2862.31,2862.31,30,90
"s03","p138",1,0,"right",2864.8,2864.8,90,30
"s03","p138",1,1,"left",2871.54,2871.54,30,90
"s03","p138",1,0,"right",2877.61,2877.61,90,30
"s03","p138",3,0,"left",2879.8,2884.27,30,90
"s03","p138",1,1,"right",2886.95,2886.95,90,30
"s03","p138",5,1,"left",2898.54,2912.3,30,90
"s03","p138",2,0,"right",2914.46,2915.84,90,30
"s03","p138",1,1,"left",2923.61,2923.61,30,90
"s03","p138",2,0,"right",2929.53,2930.57,90,30
"s03","p138",7,2,"left",2937.68,2962.46,30,90
"s03","p138",1,1,"right",2965.44,2965.44,90,30
"s03","p138",4,1,"left",2984.43,2999.57,30,90
