"session","bird","VIleft1","VIleft2","VIright1","VIright2","CPright","CPleft","dynamic_env","conditions_left","conditions_right","env_1","env_2"
"s84","p736",90,90,30,30,1267,1267,FALSE,"90_90","30_30","90_30","90_30"
"s85","p736",90,90,30,30,1402,1402,FALSE,"90_90","30_30","90_30","90_30"
"s86","p736",90,90,30,30,1345,1345,FALSE,"90_90","30_30","90_30","90_30"
"s87","p736",90,90,30,30,1495,1495,FALSE,"90_90","30_30","90_30","90_30"
"s88","p736",90,90,30,30,1222,1222,FALSE,"90_90","30_30","90_30","90_30"
"s89","p736",90,90,30,30,961,961,FALSE,"90_90","30_30","90_30","90_30"
"s90","p736",90,90,30,30,1459,1459,FALSE,"90_90","30_30","90_30","90_30"
"s91","p736",90,90,30,30,951,951,FALSE,"90_90","30_30","90_30","90_30"
"s92","p736",90,90,30,30,1090,1090,FALSE,"90_90","30_30","90_30","90_30"
"s93","p736",90,90,30,30,976,976,FALSE,"90_90","30_30","90_30","90_30"
"s94","p736",90,90,30,30,1046,1046,FALSE,"90_90","30_30","90_30","90_30"
"s95","p736",90,90,30,30,1346,1346,FALSE,"90_90","30_30","90_30","90_30"
"s96","p736",90,90,30,30,1444,1444,FALSE,"90_90","30_30","90_30","90_30"
"s97","p736",90,90,30,30,1295,1295,FALSE,"90_90","30_30","90_30","90_30"
"s98","p736",90,90,30,30,1312,1312,FALSE,"90_90","30_30","90_30","90_30"
"s99","p736",90,90,30,30,981,981,FALSE,"90_90","30_30","90_30","90_30"
"s100","p736",90,90,30,30,1266,1266,FALSE,"90_90","30_30","90_30","90_30"
"s101","p736",90,45,30,45,1150,1150,TRUE,"90_45","30_45","90_30","45_45"
"s102","p736",45,45,45,45,1194,1194,FALSE,"45_45","45_45","45_45","45_45"
"s103","p736",45,45,45,45,1101,1101,FALSE,"45_45","45_45","45_45","45_45"
"s104","p736",45,45,45,45,906,906,FALSE,"45_45","45_45","45_45","45_45"
"s105","p736",45,45,45,45,922,922,FALSE,"45_45","45_45","45_45","45_45"
"s106","p736",45,45,45,45,977,977,FALSE,"45_45","45_45","45_45","45_45"
"s107","p736",45,45,45,45,1092,1092,FALSE,"45_45","45_45","45_45","45_45"
"s108","p736",45,45,45,45,1151,1151,FALSE,"45_45","45_45","45_45","45_45"
"s109","p736",45,45,45,45,1159,1159,FALSE,"45_45","45_45","45_45","45_45"
"s110","p736",45,45,45,45,1185,1185,FALSE,"45_45","45_45","45_45","45_45"
"s111","p736",45,45,45,45,1133,1133,FALSE,"45_45","45_45","45_45","45_45"
"s112","p736",45,45,45,45,964,964,FALSE,"45_45","45_45","45_45","45_45"
"s113","p736",45,45,45,45,1059,1059,FALSE,"45_45","45_45","45_45","45_45"
"s114","p736",45,45,45,45,1100,1100,FALSE,"45_45","45_45","45_45","45_45"
"s115","p736",45,45,45,45,914,914,FALSE,"45_45","45_45","45_45","45_45"
"s116","p736",45,27,45,135,1729,1729,TRUE,"45_27","45_135","45_45","27_135"
"s117","p736",27,27,135,135,2027,2027,FALSE,"27_27","135_135","27_135","27_135"
"s118","p736",27,225,135,25,1373,1373,TRUE,"27_225","135_25","27_135","225_25"
"s119","p736",225,225,25,25,2174,2174,FALSE,"225_225","25_25","225_25","225_25"
"s120","p736",225,225,25,25,1883,1883,FALSE,"225_225","25_25","225_25","225_25"
"s121","p736",225,24,25,360,1736,1736,TRUE,"225_24","25_360","225_25","24_360"
"s122","p736",24,24,360,360,1857,1857,FALSE,"24_24","360_360","24_360","24_360"
"s123","p736",24,63,360,35,1251,1251,TRUE,"24_63","360_35","24_360","63_35"
"s124","p736",63,30,35,90,1695,1695,TRUE,"63_30","35_90","63_35","30_90"
"s125","p736",30,225,90,25,2333,2333,TRUE,"30_225","90_25","30_90","225_25"
"s126","p736",225,27,25,135,1977,1977,TRUE,"225_27","25_135","225_25","27_135"
"s127","p736",27,27,135,135,2319,2319,FALSE,"27_27","135_135","27_135","27_135"
"s128","p736",27,27,135,135,1364,1364,FALSE,"27_27","135_135","27_135","27_135"
"s129","p736",27,27,135,135,1344,1344,FALSE,"27_27","135_135","27_135","27_135"
"s130","p736",27,90,135,30,1332,1332,TRUE,"27_90","135_30","27_135","90_30"
"s131","p736",90,25,30,225,1915,1915,TRUE,"90_25","30_225","90_30","25_225"
"s132","p736",25,360,225,24,1731,1731,TRUE,"25_360","225_24","25_225","360_24"
"s133","p736",360,24,24,360,2338,2338,TRUE,"360_24","24_360","360_24","24_360"
"s134","p736",24,24,360,360,1564,1564,FALSE,"24_24","360_360","24_360","24_360"
"s135","p736",24,90,360,30,1277,1277,TRUE,"24_90","360_30","24_360","90_30"
"s136","p736",90,90,30,30,1852,1852,FALSE,"90_90","30_30","90_30","90_30"
"s137","p736",90,90,30,30,2057,2057,FALSE,"90_90","30_30","90_30","90_30"
"s138","p736",90,30,30,90,2306,2306,TRUE,"90_30","30_90","90_30","30_90"
"s139","p736",30,225,90,25,1404,1404,TRUE,"30_225","90_25","30_90","225_25"
"s140","p736",225,225,25,25,2282,2282,FALSE,"225_225","25_25","225_25","225_25"
"s141","p736",225,225,25,25,1851,1851,FALSE,"225_225","25_25","225_25","225_25"
"s142","p736",225,225,25,25,1396,1396,FALSE,"225_225","25_25","225_25","225_25"
"s143","p736",225,27,25,135,1999,1999,TRUE,"225_27","25_135","225_25","27_135"
"s144","p736",27,225,135,25,2291,2291,TRUE,"27_225","135_25","27_135","225_25"
"s145","p736",225,35,25,63,2034,2034,TRUE,"225_35","25_63","225_25","35_63"
"s146","p736",35,35,63,63,1636,1636,FALSE,"35_35","63_63","35_63","35_63"
"s147","p736",35,63,63,35,1634,1634,TRUE,"35_63","63_35","35_63","63_35"
"s148","p736",63,63,35,35,1456,1456,FALSE,"63_63","35_35","63_35","63_35"
"s149","p736",63,30,35,90,1960,1960,TRUE,"63_30","35_90","63_35","30_90"
"s150","p736",30,225,90,25,1586,1586,TRUE,"30_225","90_25","30_90","225_25"
"s151","p736",225,24,25,360,2070,2070,TRUE,"225_24","25_360","225_25","24_360"
"s152","p736",24,225,360,25,2344,2344,TRUE,"24_225","360_25","24_360","225_25"
"s153","p736",225,225,25,25,1319,1319,FALSE,"225_225","25_25","225_25","225_25"
"s154","p736",225,25,25,225,1562,1562,TRUE,"225_25","25_225","225_25","25_225"
"s155","p736",25,25,225,225,2169,2169,FALSE,"25_25","225_225","25_225","25_225"
"s156","p736",25,63,225,35,2354,2354,TRUE,"25_63","225_35","25_225","63_35"
"s157","p736",63,24,35,360,2350,2350,TRUE,"63_24","35_360","63_35","24_360"
"s158","p736",24,360,360,24,1633,1633,TRUE,"24_360","360_24","24_360","360_24"
"s159","p736",360,35,24,63,1873,1873,TRUE,"360_35","24_63","360_24","35_63"
"s160","p736",35,35,63,63,1271,1271,FALSE,"35_35","63_63","35_63","35_63"
"s161","p736",35,63,63,35,1907,1907,TRUE,"35_63","63_35","35_63","63_35"
"s162","p736",63,63,35,35,1576,1576,FALSE,"63_63","35_35","63_35","63_35"
"s163","p736",63,63,35,35,1388,1388,FALSE,"63_63","35_35","63_35","63_35"
"s164","p736",63,63,35,35,1404,1404,FALSE,"63_63","35_35","63_35","63_35"
"s165","p736",63,24,35,360,2332,2332,TRUE,"63_24","35_360","63_35","24_360"
"s166","p736",24,24,360,360,1840,1840,FALSE,"24_24","360_360","24_360","24_360"
"s167","p736",24,24,360,360,1899,1899,FALSE,"24_24","360_360","24_360","24_360"
"s168","p736",24,24,360,360,1581,1581,FALSE,"24_24","360_360","24_360","24_360"
"s169","p736",24,135,360,27,2388,2388,TRUE,"24_135","360_27","24_360","135_27"
"s170","p736",135,24,27,360,2352,2352,TRUE,"135_24","27_360","135_27","24_360"
"s171","p736",24,24,360,360,1600,1600,FALSE,"24_24","360_360","24_360","24_360"
"s172","p736",24,90,360,30,1343,1343,TRUE,"24_90","360_30","24_360","90_30"
"s173","p736",90,25,30,225,1211,1211,TRUE,"90_25","30_225","90_30","25_225"
"s174","p736",25,90,225,30,2044,2044,TRUE,"25_90","225_30","25_225","90_30"
"s175","p736",90,90,30,30,1636,1636,FALSE,"90_90","30_30","90_30","90_30"
"s176","p736",90,35,30,63,1929,1929,TRUE,"90_35","30_63","90_30","35_63"
"s177","p736",35,360,63,24,1453,1453,TRUE,"35_360","63_24","35_63","360_24"
"s178","p736",360,25,24,225,1326,1326,TRUE,"360_25","24_225","360_24","25_225"
"s179","p736",25,25,225,225,2300,2300,FALSE,"25_25","225_225","25_225","25_225"
"s180","p736",25,Inf,225,Inf,1228,1228,TRUE,"25_Inf","225_Inf","25_225","Inf_Inf"
