,box,data_file,date,session_start,session_end,bird,session,med_notation_file,event_key,time_sec_100,event,session_time_sec,first_cp_left,second_cp_left,first_cp_right,second_cp_right
0,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,010,0,session_start,0.0,2176.000,2793.000,2176.000,2793.000
1,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,250,0,chamber_light_on,0.0,2176.000,2793.000,2176.000,2793.000
2,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,220,0,left_light_on,0.0,2176.000,2793.000,2176.000,2793.000
3,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,230,0,right_light_on,0.0,2176.000,2793.000,2176.000,2793.000
4,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,219,response_right_key,2.19,2176.000,2793.000,2176.000,2793.000
5,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,358,response_left_key,3.58,2176.000,2793.000,2176.000,2793.000
6,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,410,response_left_key,4.1,2176.000,2793.000,2176.000,2793.000
7,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,432,response_left_key,4.32,2176.000,2793.000,2176.000,2793.000
8,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,453,response_left_key,4.53,2176.000,2793.000,2176.000,2793.000
9,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,479,response_left_key,4.79,2176.000,2793.000,2176.000,2793.000
10,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,514,response_left_key,5.14,2176.000,2793.000,2176.000,2793.000
11,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,547,response_left_key,5.47,2176.000,2793.000,2176.000,2793.000
12,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,572,response_left_key,5.72,2176.000,2793.000,2176.000,2793.000
13,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,596,response_left_key,5.96,2176.000,2793.000,2176.000,2793.000
14,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,626,response_left_key,6.26,2176.000,2793.000,2176.000,2793.000
15,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,652,response_left_key,6.52,2176.000,2793.000,2176.000,2793.000
16,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,692,response_left_key,6.92,2176.000,2793.000,2176.000,2793.000
17,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,720,response_left_key,7.2,2176.000,2793.000,2176.000,2793.000
18,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,840,response_right_key,8.4,2176.000,2793.000,2176.000,2793.000
19,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,873,response_right_key,8.73,2176.000,2793.000,2176.000,2793.000
20,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,955,response_right_key,9.55,2176.000,2793.000,2176.000,2793.000
21,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,988,response_right_key,9.88,2176.000,2793.000,2176.000,2793.000
22,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,1377,response_right_key,13.77,2176.000,2793.000,2176.000,2793.000
23,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,1676,response_left_key,16.76,2176.000,2793.000,2176.000,2793.000
24,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,1700,response_left_key,17.0,2176.000,2793.000,2176.000,2793.000
25,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,1723,response_left_key,17.23,2176.000,2793.000,2176.000,2793.000
26,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,1746,response_left_key,17.46,2176.000,2793.000,2176.000,2793.000
27,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,1778,response_left_key,17.78,2176.000,2793.000,2176.000,2793.000
28,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,120,1843,response_left_key,18.43,2176.000,2793.000,2176.000,2793.000
29,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,1919,response_right_key,19.19,2176.000,2793.000,2176.000,2793.000
30,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,1952,response_right_key,19.52,2176.000,2793.000,2176.000,2793.000
31,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,2263,response_right_key,22.63,2176.000,2793.000,2176.000,2793.000
32,5,p004_s147_japede,11/23/17,16:30:36,17:31:32,p004,s147,japede_L_135_135_135_R_27_27_27,130,2592,response_right_key,25.92,2176.000,2793.000,2176.000,2793.000
