,box,data_file,date,session_start,session_end,bird,session,med_notation_file,event_key,time_sec_100,event,session_time_sec
0,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,010,0,session_start,0.0
1,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,250,0,chamber_light_on,0.0
2,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,220,0,left_light_on,0.0
3,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,230,0,right_light_on,0.0
4,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,154,response_right_key,1.54
5,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,199,response_right_key,1.99
6,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,244,response_right_key,2.44
7,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,120,358,response_left_key,3.58
8,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,120,386,response_left_key,3.86
9,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,499,response_right_key,4.99
10,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,564,response_right_key,5.64
11,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,120,760,response_left_key,7.6
12,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,892,response_right_key,8.92
13,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,968,response_right_key,9.68
14,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,120,1583,response_left_key,15.83
15,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,740,1599,reinforcer_scheduled_left,15.99
16,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,1705,response_right_key,17.05
17,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,1751,response_right_key,17.51
18,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,1973,response_right_key,19.73
19,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,130,2401,response_right_key,24.01
20,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,540,2490,feeder_on_left,24.9
21,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,320,2490,left_light_off,24.9
22,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,330,2490,right_light_off,24.9
23,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,350,2490,chamber_light_off,24.9
24,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,240,2490,feeder_on,24.9
25,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,120,2490,response_left_key,24.9
26,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,220,2740,left_light_on,27.4
27,6,p736_s65_japede,08/31/17,16:15:29,17:16:08,p736,s65,japede_L_30_30_30_R_90_90_90,230,2740,right_light_on,27.4
