,box,data_file,date,session_start,session_end,bird,session,med_notation_file,event_key,time_sec_100,event,session_time_sec,first_cp_left,second_cp_left,first_cp_right,second_cp_right
0,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,010,0,session_start,0.0,1795.000,2965.000,1795.000,2965.000
1,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,250,0,chamber_light_on,0.0,1795.000,2965.000,1795.000,2965.000
2,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,220,0,left_light_on,0.0,1795.000,2965.000,1795.000,2965.000
3,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,230,0,right_light_on,0.0,1795.000,2965.000,1795.000,2965.000
4,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,740,399,reinforcer_scheduled_left,3.99,1795.000,2965.000,1795.000,2965.000
5,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,130,2532,response_right_key,25.32,1795.000,2965.000,1795.000,2965.000
6,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,130,2576,response_right_key,25.76,1795.000,2965.000,1795.000,2965.000
7,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,130,2620,response_right_key,26.2,1795.000,2965.000,1795.000,2965.000
8,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,130,3047,response_right_key,30.47,1795.000,2965.000,1795.000,2965.000
9,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,130,3089,response_right_key,30.89,1795.000,2965.000,1795.000,2965.000
10,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,130,3129,response_right_key,31.29,1795.000,2965.000,1795.000,2965.000
11,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,540,3424,feeder_on_left,34.24,1795.000,2965.000,1795.000,2965.000
12,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,320,3424,left_light_off,34.24,1795.000,2965.000,1795.000,2965.000
13,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,330,3424,right_light_off,34.24,1795.000,2965.000,1795.000,2965.000
14,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,350,3424,chamber_light_off,34.24,1795.000,2965.000,1795.000,2965.000
15,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,240,3424,feeder_on,34.24,1795.000,2965.000,1795.000,2965.000
16,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,120,3424,response_left_key,34.24,1795.000,2965.000,1795.000,2965.000
17,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,220,3674,left_light_on,36.74,1795.000,2965.000,1795.000,2965.000
18,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,230,3674,right_light_on,36.74,1795.000,2965.000,1795.000,2965.000
19,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,250,3674,chamber_light_on,36.74,1795.000,2965.000,1795.000,2965.000
20,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,340,3674,feeder_off,36.74,1795.000,2965.000,1795.000,2965.000
21,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,120,4096,response_left_key,40.96,1795.000,2965.000,1795.000,2965.000
22,7,p054_s161_japede,12/07/17,12:57:03,13:57:54,p054,s161,japede_L_24_24_24_R_360_360_360,120,4148,response_left_key,41.48,1795.000,2965.000,1795.000,2965.000
