,box,data_file,date,session_start,session_end,bird,session,med_notation_file,event_key,time_sec_100,event,session_time_sec,first_cp_left,second_cp_left,first_cp_right,second_cp_right
0,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,010,0,session_start,0.0,988.000,2314.000,988.000,2314.000
1,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,250,0,chamber_light_on,0.0,988.000,2314.000,988.000,2314.000
2,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,220,0,left_light_on,0.0,988.000,2314.000,988.000,2314.000
3,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,230,0,right_light_on,0.0,988.000,2314.000,988.000,2314.000
4,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,740,99,reinforcer_scheduled_left,0.99,988.000,2314.000,988.000,2314.000
5,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,540,1568,feeder_on_left,15.68,988.000,2314.000,988.000,2314.000
6,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,320,1568,left_light_off,15.68,988.000,2314.000,988.000,2314.000
7,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,330,1568,right_light_off,15.68,988.000,2314.000,988.000,2314.000
8,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,350,1568,chamber_light_off,15.68,988.000,2314.000,988.000,2314.000
9,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,240,1568,feeder_on,15.68,988.000,2314.000,988.000,2314.000
10,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,1568,response_left_key,15.68,988.000,2314.000,988.000,2314.000
11,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,220,1818,left_light_on,18.18,988.000,2314.000,988.000,2314.000
12,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,230,1818,right_light_on,18.18,988.000,2314.000,988.000,2314.000
13,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,250,1818,chamber_light_on,18.18,988.000,2314.000,988.000,2314.000
14,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,340,1818,feeder_off,18.18,988.000,2314.000,988.000,2314.000
15,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,2641,response_left_key,26.41,988.000,2314.000,988.000,2314.000
16,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,3706,response_right_key,37.06,988.000,2314.000,988.000,2314.000
17,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,3709,response_right_key,37.09,988.000,2314.000,988.000,2314.000
18,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,4082,response_left_key,40.82,988.000,2314.000,988.000,2314.000
19,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,4403,response_right_key,44.03,988.000,2314.000,988.000,2314.000
20,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,4615,response_right_key,46.15,988.000,2314.000,988.000,2314.000
21,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,4758,response_left_key,47.58,988.000,2314.000,988.000,2314.000
22,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,5520,response_left_key,55.2,988.000,2314.000,988.000,2314.000
23,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,5527,response_left_key,55.27,988.000,2314.000,988.000,2314.000
24,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,5954,response_right_key,59.54,988.000,2314.000,988.000,2314.000
25,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,6054,response_left_key,60.54,988.000,2314.000,988.000,2314.000
26,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,6212,response_right_key,62.12,988.000,2314.000,988.000,2314.000
27,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,6600,response_left_key,66.0,988.000,2314.000,988.000,2314.000
28,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,7235,response_left_key,72.35,988.000,2314.000,988.000,2314.000
29,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,7467,response_right_key,74.67,988.000,2314.000,988.000,2314.000
30,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,740,7918,reinforcer_scheduled_left,79.18,988.000,2314.000,988.000,2314.000
31,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,8281,response_right_key,82.81,988.000,2314.000,988.000,2314.000
32,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,540,8721,feeder_on_left,87.21,988.000,2314.000,988.000,2314.000
33,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,320,8721,left_light_off,87.21,988.000,2314.000,988.000,2314.000
34,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,330,8721,right_light_off,87.21,988.000,2314.000,988.000,2314.000
35,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,350,8721,chamber_light_off,87.21,988.000,2314.000,988.000,2314.000
36,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,240,8721,feeder_on,87.21,988.000,2314.000,988.000,2314.000
37,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,8721,response_left_key,87.21,988.000,2314.000,988.000,2314.000
38,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,220,8971,left_light_on,89.71,988.000,2314.000,988.000,2314.000
39,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,230,8971,right_light_on,89.71,988.000,2314.000,988.000,2314.000
40,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,250,8971,chamber_light_on,89.71,988.000,2314.000,988.000,2314.000
41,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,340,8971,feeder_off,89.71,988.000,2314.000,988.000,2314.000
42,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,9243,response_right_key,92.43,988.000,2314.000,988.000,2314.000
43,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,9421,response_left_key,94.21,988.000,2314.000,988.000,2314.000
44,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,9601,response_right_key,96.01,988.000,2314.000,988.000,2314.000
45,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,9604,response_right_key,96.04,988.000,2314.000,988.000,2314.000
46,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,9965,response_left_key,99.65,988.000,2314.000,988.000,2314.000
47,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,9972,response_left_key,99.72,988.000,2314.000,988.000,2314.000
48,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,11415,response_left_key,114.15,988.000,2314.000,988.000,2314.000
49,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,130,11570,response_right_key,115.7,988.000,2314.000,988.000,2314.000
50,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,740,11671,reinforcer_scheduled_left,116.71,988.000,2314.000,988.000,2314.000
51,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,540,11720,feeder_on_left,117.2,988.000,2314.000,988.000,2314.000
52,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,320,11720,left_light_off,117.2,988.000,2314.000,988.000,2314.000
53,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,330,11720,right_light_off,117.2,988.000,2314.000,988.000,2314.000
54,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,350,11720,chamber_light_off,117.2,988.000,2314.000,988.000,2314.000
55,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,240,11720,feeder_on,117.2,988.000,2314.000,988.000,2314.000
56,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,11720,response_left_key,117.2,988.000,2314.000,988.000,2314.000
57,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,220,11970,left_light_on,119.7,988.000,2314.000,988.000,2314.000
58,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,230,11970,right_light_on,119.7,988.000,2314.000,988.000,2314.000
59,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,250,11970,chamber_light_on,119.7,988.000,2314.000,988.000,2314.000
60,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,340,11970,feeder_off,119.7,988.000,2314.000,988.000,2314.000
61,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,120,12400,response_left_key,124.0,988.000,2314.000,988.000,2314.000
62,8,p138_s102_japede,10/09/17,14:37:27,15:37:42,p138,s102,japede_L_45_45_45_R_45_45_45,840,12699,reinforcer_scheduled_right,126.99,988.000,2314.000,988.000,2314.000
