,box,data_file,date,session_start,session_end,bird,session,med_notation_file,event_key,time_sec_100,event,session_time_sec,first_cp_left,second_cp_left,first_cp_right,second_cp_right
0,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,010,0,session_start,0.0,1101.000,4023.000,1101.000,4023.000
1,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,250,0,chamber_light_on,0.0,1101.000,4023.000,1101.000,4023.000
2,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,220,0,left_light_on,0.0,1101.000,4023.000,1101.000,4023.000
3,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,230,0,right_light_on,0.0,1101.000,4023.000,1101.000,4023.000
4,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,130,164,response_right_key,1.64,1101.000,4023.000,1101.000,4023.000
5,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,120,559,response_left_key,5.59,1101.000,4023.000,1101.000,4023.000
6,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,120,603,response_left_key,6.03,1101.000,4023.000,1101.000,4023.000
7,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,120,657,response_left_key,6.57,1101.000,4023.000,1101.000,4023.000
8,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,840,1099,reinforcer_scheduled_right,10.99,1101.000,4023.000,1101.000,4023.000
9,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,120,1431,response_left_key,14.31,1101.000,4023.000,1101.000,4023.000
10,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,640,1569,feeder_on_right,15.69,1101.000,4023.000,1101.000,4023.000
11,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,320,1569,left_light_off,15.69,1101.000,4023.000,1101.000,4023.000
12,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,330,1569,right_light_off,15.69,1101.000,4023.000,1101.000,4023.000
13,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,350,1569,chamber_light_off,15.69,1101.000,4023.000,1101.000,4023.000
14,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,240,1569,feeder_on,15.69,1101.000,4023.000,1101.000,4023.000
15,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,130,1569,response_right_key,15.69,1101.000,4023.000,1101.000,4023.000
16,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,220,1819,left_light_on,18.19,1101.000,4023.000,1101.000,4023.000
17,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,230,1819,right_light_on,18.19,1101.000,4023.000,1101.000,4023.000
18,7,p054_s47_japede,08/13/17,15:26:05,16:26:35,p054,s47,japede_L_90_90_90_R_30_30_30,250,1819,chamber_light_on,18.19,1101.000,4023.000,1101.000,4023.000
