,box,data_file,date,session_start,session_end,bird,session,med_notation_file,event_key,time_sec_100,event,session_time_sec,first_cp_left,second_cp_left,first_cp_right,second_cp_right
0,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,010,0,session_start,0.0,1183.000,4453.000,1183.000,4453.000
1,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,250,0,chamber_light_on,0.0,1183.000,4453.000,1183.000,4453.000
2,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,220,0,left_light_on,0.0,1183.000,4453.000,1183.000,4453.000
3,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,230,0,right_light_on,0.0,1183.000,4453.000,1183.000,4453.000
4,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,574,response_left_key,5.74,1183.000,4453.000,1183.000,4453.000
5,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,984,response_left_key,9.84,1183.000,4453.000,1183.000,4453.000
6,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,1292,response_left_key,12.92,1183.000,4453.000,1183.000,4453.000
7,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,1297,response_left_key,12.97,1183.000,4453.000,1183.000,4453.000
8,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,1343,response_left_key,13.43,1183.000,4453.000,1183.000,4453.000
9,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,1349,response_left_key,13.49,1183.000,4453.000,1183.000,4453.000
10,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,1548,response_left_key,15.48,1183.000,4453.000,1183.000,4453.000
11,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,1597,response_left_key,15.97,1183.000,4453.000,1183.000,4453.000
12,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,1603,response_left_key,16.03,1183.000,4453.000,1183.000,4453.000
13,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,1797,response_left_key,17.97,1183.000,4453.000,1183.000,4453.000
14,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,1848,response_left_key,18.48,1183.000,4453.000,1183.000,4453.000
15,8,p530_s16_japede,07/12/17,17:53:15,18:53:30,p530,s16,japede_L_30_90_90_R_90_30_30,120,2069,response_left_key,20.69,1183.000,4453.000,1183.000,4453.000
