,box,data_file,date,session_start,session_end,bird,session,med_notation_file,event_key,time_sec_100,event,session_time_sec,first_cp_left,second_cp_left,first_cp_right,second_cp_right
0,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,010,0,session_start,0.0,1549.000,2737.000,1549.000,2737.000
1,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,250,0,chamber_light_on,0.0,1549.000,2737.000,1549.000,2737.000
2,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,220,0,left_light_on,0.0,1549.000,2737.000,1549.000,2737.000
3,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,230,0,right_light_on,0.0,1549.000,2737.000,1549.000,2737.000
4,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,120,1387,response_left_key,13.87,1549.000,2737.000,1549.000,2737.000
5,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,120,1816,response_left_key,18.16,1549.000,2737.000,1549.000,2737.000
6,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,120,2088,response_left_key,20.88,1549.000,2737.000,1549.000,2737.000
7,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,120,2285,response_left_key,22.85,1549.000,2737.000,1549.000,2737.000
8,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,120,2466,response_left_key,24.66,1549.000,2737.000,1549.000,2737.000
9,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,120,2590,response_left_key,25.9,1549.000,2737.000,1549.000,2737.000
10,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,740,2699,reinforcer_scheduled_left,26.99,1549.000,2737.000,1549.000,2737.000
11,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,540,3120,feeder_on_left,31.2,1549.000,2737.000,1549.000,2737.000
12,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,320,3120,left_light_off,31.2,1549.000,2737.000,1549.000,2737.000
13,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,330,3120,right_light_off,31.2,1549.000,2737.000,1549.000,2737.000
14,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,350,3120,chamber_light_off,31.2,1549.000,2737.000,1549.000,2737.000
15,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,240,3120,feeder_on,31.2,1549.000,2737.000,1549.000,2737.000
16,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,120,3120,response_left_key,31.2,1549.000,2737.000,1549.000,2737.000
17,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,220,3370,left_light_on,33.7,1549.000,2737.000,1549.000,2737.000
18,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,230,3370,right_light_on,33.7,1549.000,2737.000,1549.000,2737.000
19,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,250,3370,chamber_light_on,33.7,1549.000,2737.000,1549.000,2737.000
20,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,340,3370,feeder_off,33.7,1549.000,2737.000,1549.000,2737.000
21,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,840,4499,reinforcer_scheduled_right,44.99,1549.000,2737.000,1549.000,2737.000
22,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,640,4559,feeder_on_right,45.59,1549.000,2737.000,1549.000,2737.000
23,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,320,4559,left_light_off,45.59,1549.000,2737.000,1549.000,2737.000
24,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,330,4559,right_light_off,45.59,1549.000,2737.000,1549.000,2737.000
25,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,350,4559,chamber_light_off,45.59,1549.000,2737.000,1549.000,2737.000
26,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,240,4559,feeder_on,45.59,1549.000,2737.000,1549.000,2737.000
27,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,130,4559,response_right_key,45.59,1549.000,2737.000,1549.000,2737.000
28,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,220,4809,left_light_on,48.09,1549.000,2737.000,1549.000,2737.000
29,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,230,4809,right_light_on,48.09,1549.000,2737.000,1549.000,2737.000
30,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,250,4809,chamber_light_on,48.09,1549.000,2737.000,1549.000,2737.000
31,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,340,4809,feeder_off,48.09,1549.000,2737.000,1549.000,2737.000
32,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,130,5520,response_right_key,55.2,1549.000,2737.000,1549.000,2737.000
33,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,120,5623,response_left_key,56.23,1549.000,2737.000,1549.000,2737.000
34,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,840,5709,reinforcer_scheduled_right,57.09,1549.000,2737.000,1549.000,2737.000
35,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,640,5832,feeder_on_right,58.32,1549.000,2737.000,1549.000,2737.000
36,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,320,5832,left_light_off,58.32,1549.000,2737.000,1549.000,2737.000
37,8,p138_s127_japede,11/03/17,16:35:55,17:36:36,p138,s127,japede_L_63_63_63_R_35_35_35,330,5832,right_light_off,58.32,1549.000,2737.000,1549.000,2737.000
